Number,Theme,Subtheme,Year,RRP (USD),Value new (USD)
70847-1,The LEGO Movie 2,,2019,9.99,18.59
70848-1,The LEGO Movie 2,,2019,19.99,17.47
70849-1,The LEGO Movie 2,,2019,49.99,41.9
71023-1,Collectable Minifigures,The LEGO Movie 2,2019,3.99,3.67
71023-2,Collectable Minifigures,The LEGO Movie 2,2019,3.99,3.57
71023-3,Collectable Minifigures,The LEGO Movie 2,2019,3.99,3.96
71023-4,Collectable Minifigures,The LEGO Movie 2,2019,3.99,6.88
71023-5,Collectable Minifigures,The LEGO Movie 2,2019,3.99,3.72
71023-6,Collectable Minifigures,The LEGO Movie 2,2019,3.99,4.27
71023-7,Collectable Minifigures,The LEGO Movie 2,2019,3.99,3.05
71023-8,Collectable Minifigures,The LEGO Movie 2,2019,3.99,4.23
71023-9,Collectable Minifigures,The LEGO Movie 2,2019,3.99,3.76
71023-10,Collectable Minifigures,The LEGO Movie 2,2019,3.99,3.35
71023-11,Collectable Minifigures,The LEGO Movie 2,2019,3.99,3.86
71023-12,Collectable Minifigures,The LEGO Movie 2,2019,3.99,3.73
71023-13,Collectable Minifigures,The LEGO Movie 2,2019,3.99,3.84
71023-14,Collectable Minifigures,The LEGO Movie 2,2019,3.99,3.93
71023-15,Collectable Minifigures,The LEGO Movie 2,2019,3.99,3.62
71023-16,Collectable Minifigures,The LEGO Movie 2,2019,3.99,8.28
71023-17,Collectable Minifigures,The LEGO Movie 2,2019,3.99,6.67
71023-18,Collectable Minifigures,The LEGO Movie 2,2019,3.99,6.29
71023-19,Collectable Minifigures,The LEGO Movie 2,2019,3.99,6.89
71023-20,Collectable Minifigures,The LEGO Movie 2,2019,3.99,2.61
71024-1,Collectable Minifigures,Disney Series 2,2019,3.99,4.56
71024-2,Collectable Minifigures,Disney Series 2,2019,3.99,3.93
71024-3,Collectable Minifigures,Disney Series 2,2019,3.99,8.29
71024-4,Collectable Minifigures,Disney Series 2,2019,3.99,7.54
71024-5,Collectable Minifigures,Disney Series 2,2019,3.99,7.02
71024-6,Collectable Minifigures,Disney Series 2,2019,3.99,4.0
71024-7,Collectable Minifigures,Disney Series 2,2019,3.99,3.97
71024-8,Collectable Minifigures,Disney Series 2,2019,3.99,3.94
71024-9,Collectable Minifigures,Disney Series 2,2019,3.99,4.32
71024-10,Collectable Minifigures,Disney Series 2,2019,3.99,4.19
71024-11,Collectable Minifigures,Disney Series 2,2019,3.99,4.25
71024-12,Collectable Minifigures,Disney Series 2,2019,3.99,4.12
71024-13,Collectable Minifigures,Disney Series 2,2019,3.99,3.14
71024-14,Collectable Minifigures,Disney Series 2,2019,3.99,4.26
71024-15,Collectable Minifigures,Disney Series 2,2019,3.99,4.91
71024-16,Collectable Minifigures,Disney Series 2,2019,3.99,9.03
71024-17,Collectable Minifigures,Disney Series 2,2019,3.99,3.84
71024-18,Collectable Minifigures,Disney Series 2,2019,3.99,3.1
71025-1,Collectable Minifigures,Series 19,2019,3.99,3.55
71025-2,Collectable Minifigures,Series 19,2019,3.99,5.9
71025-3,Collectable Minifigures,Series 19,2019,3.99,7.0
71025-4,Collectable Minifigures,Series 19,2019,3.99,8.86
71025-5,Collectable Minifigures,Series 19,2019,3.99,3.57
71025-6,Collectable Minifigures,Series 19,2019,3.99,3.11
71025-7,Collectable Minifigures,Series 19,2019,3.99,5.46
71025-8,Collectable Minifigures,Series 19,2019,3.99,3.34
71025-9,Collectable Minifigures,Series 19,2019,3.99,8.79
71025-10,Collectable Minifigures,Series 19,2019,3.99,4.91
71025-11,Collectable Minifigures,Series 19,2019,3.99,4.3
71025-12,Collectable Minifigures,Series 19,2019,3.99,6.92
71025-13,Collectable Minifigures,Series 19,2019,3.99,3.78
71025-14,Collectable Minifigures,Series 19,2019,3.99,7.29
71025-15,Collectable Minifigures,Series 19,2019,3.99,4.06
71025-16,Collectable Minifigures,Series 19,2019,3.99,5.11
71044-1,Disney,Disney Parks,2019,329.99,405.01
75223-1,Star Wars,MicroFighters,2019,9.99,10.66
75224-1,Star Wars,MicroFighters,2019,9.99,15.77
75225-1,Star Wars,The Last Jedi,2019,14.99,20.27
75226-1,Star Wars,Battlefront,2019,14.99,28.37
75227-1,Star Wars,Promotional,2019,39.99,204.98
75228-1,Star Wars,MicroFighters,2019,19.99,32.34
75229-1,Star Wars,Episode IV,2019,29.99,36.94
75232-1,BrickHeadz,Star Wars,2019,19.99,26.69
75233-1,Star Wars,Episode III,2019,49.99,93.33
75234-1,Star Wars,Episode III,2019,59.99,95.89
75235-1,Star Wars,Episode IV,2019,29.99,30.79
75236-1,Star Wars,The Force Awakens,2019,19.99,20.15
75237-1,Star Wars,Episode IV,2019,19.99,25.94
75238-1,Star Wars,Episode VI,2019,29.99,24.43
75239-1,Star Wars,Episode V,2019,29.99,22.06
75240-1,Star Wars,Resistance,2019,69.99,81.28
75241-1,Star Wars,Episode V,2019,59.99,49.44
75242-1,Star Wars,Resistance,2019,49.99,50.84
75243-1,Star Wars,Episode V,2019,119.99,188.4
75244-1,Star Wars,Episode IV,2019,199.99,253.54
75245-1,Star Wars,Seasonal,2019,39.99,34.58
75246-1,Star Wars,Episode IV,2019,19.99,18.51
75247-1,Star Wars,Episode VI,2019,14.99,19.97
75248-1,Star Wars,The Rise of Skywalker,2019,29.99,31.62
75249-1,Star Wars,The Rise of Skywalker,2019,69.99,55.91
75250-1,Star Wars,The Rise of Skywalker,2019,39.99,33.17
75251-1,Star Wars,Miscellaneous,2019,129.99,153.29
75252-1,Star Wars,Ultimate Collector Series,2019,699.99,615.54
75253-1,Star Wars,Boost,2019,199.99,164.47
75254-1,Star Wars,The Mandalorian,2019,49.99,48.99
75255-1,Star Wars,Episode III,2019,99.99,86.01
75256-1,Star Wars,The Rise of Skywalker,2019,129.99,122.36
75257-1,Star Wars,The Rise of Skywalker,2019,159.99,143.51
75258-1,Star Wars,Episode I,2019,29.99,33.95
75259-1,Star Wars,Episode V,2019,39.99,78.5
75261-1,Star Wars,Episode III,2019,29.99,66.16
75262-1,Star Wars,Legends,2019,19.99,36.5
75810-1,Stranger Things,,2019,199.99,215.51
75890-1,Speed Champions,Ferrari,2019,14.99,15.5
75891-1,Speed Champions,Chevrolet,2019,14.99,16.34
75892-1,Speed Champions,McLaren,2019,14.99,17.83
75893-1,Speed Champions,Dodge,2019,29.99,39.75
75894-1,Speed Champions,Mini,2019,49.99,55.17
75895-1,Speed Champions,Porsche,2019,14.99,20.27
75934-1,Jurassic World,Legend of Isla Nublar,2019,19.99,26.11
75935-1,Jurassic World,Legend of Isla Nublar,2019,59.99,66.27
75936-1,Jurassic World,Jurassic Park,2019,249.99,286.29
75937-1,Jurassic World,Legend of Isla Nublar,2019,59.99,88.27
75938-1,Jurassic World,Legend of Isla Nublar,2019,89.99,137.17
75945-1,Harry Potter,Prisoner of Azkaban,2019,19.99,23.62
75946-1,Harry Potter,Goblet of Fire,2019,29.99,40.68
75947-1,Harry Potter,Prisoner of Azkaban,2019,59.99,58.08
75948-1,Harry Potter,Goblet of Fire,2019,89.99,80.46
75957-1,Harry Potter,Prisoner of Azkaban,2019,39.99,35.23
75958-1,Harry Potter,Goblet of Fire,2019,49.99,55.13
75964-1,Harry Potter,Seasonal,2019,39.99,34.83
75965-1,Harry Potter,Goblet of Fire,2019,19.99,30.56
75970-1,Overwatch,,2019,14.99,15.5
75971-1,Overwatch,,2019,19.99,19.59
75972-1,Overwatch,,2019,29.99,30.2
75973-1,Overwatch,,2019,39.99,56.0
75974-1,Overwatch,,2019,49.99,66.3
75975-1,Overwatch,,2019,89.99,79.32
75976-1,Overwatch,,2019,19.99,29.93
75977-1,Overwatch,,2019,49.99,49.87
76113-1,Marvel Super Heroes,Spider-Man,2019,19.99,37.17
76114-1,Marvel Super Heroes,Spider-Man,2019,39.99,50.82
76115-1,Marvel Super Heroes,Spider-Man,2019,49.99,68.5
76116-1,DC Comics Super Heroes,Batman,2019,19.99,27.28
76117-1,DC Comics Super Heroes,Batman,2019,39.99,57.17
76118-1,DC Comics Super Heroes,Batman,2019,19.99,28.14
76119-1,DC Comics Super Heroes,Batman,2019,29.99,38.55
76120-1,DC Comics Super Heroes,Batman,2019,49.99,67.82
76122-1,DC Comics Super Heroes,Batman,2019,99.99,109.65
76123-1,Marvel Super Heroes,Avengers: Endgame,2019,19.99,24.82
76124-1,Marvel Super Heroes,Avengers: Endgame,2019,34.99,34.62
76125-1,Marvel Super Heroes,Avengers: Endgame,2019,59.99,52.78
76126-1,Marvel Super Heroes,Avengers: Endgame,2019,79.99,90.39
76127-1,Marvel Super Heroes,Captain Marvel,2019,29.99,32.87
76128-1,Marvel Super Heroes,Spider-Man: Far From Home,2019,29.99,33.05
76129-1,Marvel Super Heroes,Spider-Man: Far From Home,2019,39.99,39.64
76130-1,Marvel Super Heroes,Spider-Man: Far From Home,2019,69.99,59.96
76131-1,Marvel Super Heroes,Avengers: Endgame,2019,99.99,100.22
76133-1,Marvel Super Heroes,Spider-Man,2019,9.99,14.27
76134-1,Marvel Super Heroes,Spider-Man,2019,29.99,20.0
76137-1,DC Comics Super Heroes,Batman,2019,9.99,13.0
76138-1,DC Comics Super Heroes,Batman,2019,39.99,34.46
76139-1,DC Comics Super Heroes,Batman 1989,2019,249.99,284.07
76144-1,Marvel Super Heroes,Avengers: Endgame,2019,59.99,54.77
80103-1,Seasonal,Chinese Traditional Festivals,2019,49.99,55.17
88006-1,Powered Up,,2019,79.99,46.9
88007-1,Powered Up,,2019,13.99,17.67
88008-1,Powered Up,,2019,16.99,20.67
88009-1,Powered Up,,2019,49.99,53.55
88010-1,Powered Up,,2019,22.99,15.25
88011-1,Powered Up,,2019,13.99,20.65
853865-1,The LEGO Movie 2,Miscellaneous,2019,12.99,8.63
853866-1,Ninjago,March of the Oni,2019,12.99,30.02
853874-1,The LEGO Movie 2,Miscellaneous,2019,8.99,8.01
853875-1,The LEGO Movie 2,Miscellaneous,2019,8.99,5.83
853899-1,Ninjago,Sons of Garmadon,2019,8.99,19.5
853906-1,Seasonal,Birthday,2019,4.99,8.93
853907-1,Seasonal,Christmas,2019,7.99,11.78
853921-1,Xtra,,2019,5.99,7.44
853958-1,Seasonal,Easter,2019,6.99,10.44
1261-1,Duplo,Little Forest Friends,2000,5.0,30.49
1263-1,Seasonal,Easter,2000,3.0,6.99
1272-1,Town,Race,2000,3.95,9.5
1349-1,Studios,,2000,180.0,202.03
2250-1,Basic,Seasonal,2000,20.0,32.35
2400-1,Duplo,,2000,15.0,20.0
2503-1,Baby,,2000,10.0,26.28
2514-1,Baby,,2000,13.0,35.11
2517-1,Baby,,2000,6.0,15.52
2522-1,Baby,,2000,10.0,25.42
2526-1,Baby,,2000,8.0,17.81
2825-1,Duplo,Little Forest Friends,2000,10.0,30.48
2904-1,Action Wheelers,,2000,10.0,5.65
2916-1,Action Wheelers,,2000,50.0,60.22
2931-1,Duplo,Trains,2000,15.0,65.0
2932-1,Duplo,Trains,2000,50.0,45.0
2933-1,Duplo,Trains,2000,100.0,142.95
2937-1,Duplo,Trains,2000,9.0,17.89
2938-1,Duplo,Trains,2000,15.0,34.23
2942-1,Duplo,,2000,70.0,152.87
2990-1,Duplo,Winnie the Pooh,2000,20.0,103.27
3057-1,Books,LEGO,2000,20.0,29.99
3058-1,Books,LEGO,2000,20.0,30.0
3059-1,Books,LEGO,2000,20.0,18.75
3148-1,Scala,Dolls,2000,38.0,60.6
3150-1,Scala,Dolls,2000,8.0,19.06
3151-1,Scala,Dolls,2000,15.0,51.16
3152-1,Scala,Dolls,2000,15.0,40.06
3155-1,Scala,Dolls,2000,9.0,24.49
3156-1,Scala,Dolls,2000,5.0,8.16
3157-1,Scala,Dolls,2000,5.0,8.39
3158-1,Scala,Dolls,2000,9.0,19.57
3159-1,Scala,Dolls,2000,5.0,17.71
3340-1,Star Wars,Minifig Pack,2000,5.0,128.4
3341-1,Star Wars,Minifig Pack,2000,5.0,105.5
3342-1,Star Wars,Minifig Pack,2000,5.0,57.6
3343-1,Star Wars,Minifig Pack,2000,5.0,74.89
3346-1,Castle,Ninja,2000,5.0,165.02
3350-1,Town,City,2000,5.0,19.0
3351-1,Town,City,2000,5.0,10.25
3401-1,Sports,Football,2000,6.0,25.0
3402-1,Sports,Football,2000,10.0,18.13
3403-1,Sports,Football,2000,15.0,23.5
3404-1,Sports,Football,2000,20.0,75.37
3405-1,Sports,Football,2000,20.0,65.0
3406-1,Sports,Football,2000,20.0,37.98
3407-1,Sports,Football,2000,20.0,76.09
3408-1,Sports,Football,2000,30.0,68.27
3409-1,Sports,Football,2000,50.0,154.06
3410-1,Sports,Football,2000,15.0,18.96
3411-1,Sports,Football,2000,20.0,55.0
3412-1,Sports,Football,2000,5.0,12.93
3413-1,Sports,Football,2000,5.0,13.24
3414-1,Sports,Football,2000,5.0,10.66
3439-1,Town,Special,2000,10.0,19.35
3444-1,Bulk Bricks,,2000,5.0,15.45
3445-1,Bulk Bricks,,2000,5.0,7.17
3446-1,Bulk Bricks,,2000,8.0,16.97
3447-1,Bulk Bricks,,2000,8.0,14.74
3448-1,Bulk Bricks,,2000,9.0,23.75
3449-1,Bulk Bricks,,2000,10.0,24.8
3450-1,Creator Expert,Sculptures,2000,199.0,200.0
3454-1,Bulk Bricks,,2000,7.0,14.58
3457-1,Bulk Bricks,,2000,7.0,0.1
3458-1,Bulk Bricks,,2000,6.99,8.29
3459-1,Bulk Bricks,,2000,7.0,16.44
3460-1,Bulk Bricks,,2000,7.0,17.65
3461-1,Bulk Bricks,,2000,6.99,8.12
3462-1,Bulk Bricks,,2000,6.99,19.99
3464-1,Bulk Bricks,,2000,9.0,12.0
3467-1,Bulk Bricks,,2000,9.0,6.75
3468-1,Bulk Bricks,,2000,6.0,5.88
3469-1,Bulk Bricks,,2000,6.0,9.2
3470-1,Bulk Bricks,,2000,5.99,19.89
3471-1,Bulk Bricks,,2000,6.0,5.75
3474-1,Bulk Bricks,,2000,7.0,15.99
3475-1,Bulk Bricks,,2000,7.0,7.65
3476-1,Bulk Bricks,,2000,7.0,6.97
3477-1,Bulk Bricks,,2000,7.0,4.26
3478-1,Bulk Bricks,,2000,6.0,17.59
3479-1,Bulk Bricks,,2000,6.0,18.6
3481-1,Bulk Bricks,,2000,6.0,5.67
3484-1,Bulk Bricks,,2000,9.0,8.95
3486-1,Bulk Bricks,,2000,5.0,6.83
3488-1,Bulk Bricks,,2000,5.0,5.75
3489-1,Bulk Bricks,,2000,4.99,10.0
3492-1,Bulk Bricks,,2000,7.0,12.5
3493-1,Bulk Bricks,,2000,7.0,10.0
3494-1,Bulk Bricks,,2000,7.0,11.5
3495-1,Bulk Bricks,,2000,8.0,13.02
3496-1,Bulk Bricks,,2000,8.0,9.19
3497-1,Bulk Bricks,,2000,8.0,14.13
3498-1,Bulk Bricks,,2000,8.0,12.93
3499-1,Bulk Bricks,,2000,8.0,32.0
3723-1,Creator Expert,Sculptures,2000,149.0,1166.9
3725-1,Bulk Bricks,,2000,6.0,21.62
3726-1,Bulk Bricks,,2000,6.0,0.5
3727-1,Bulk Bricks,,2000,6.0,6.54
3729-1,Bulk Bricks,,2000,7.0,12.9
3731-1,Bulk Bricks,Seasonal,2000,9.99,16.23
3732-1,Bulk Bricks,Castle,2000,4.99,7.32
3733-1,Bulk Bricks,Trains,2000,6.0,26.02
3734-1,Bulk Bricks,Trains,2000,5.99,33.15
3735-1,Bulk Bricks,Trains,2000,7.0,35.0
3736-1,Bulk Bricks,Trains,2000,7.0,17.73
3737-1,Bulk Bricks,Trains,2000,15.0,38.4
3738-1,Bulk Bricks,,2000,7.0,25.93
3801-1,Mindstorms,1.5,2000,50.0,79.99
4164-1,Mickey Mouse,,2000,10.0,39.7
4165-1,Mickey Mouse,,2000,17.0,87.57
4166-1,Mickey Mouse,,2000,20.0,89.94
4167-1,Mickey Mouse,,2000,40.0,183.75
4178-1,Mickey Mouse,,2000,24.0,80.0
4801-1,Castle,Knights' Kingdom I,2000,2.0,14.69
4806-1,Castle,Knights' Kingdom I,2000,3.0,26.03
4807-1,Castle,Knights' Kingdom I,2000,1.95,11.98
4811-1,Castle,Knights' Kingdom I,2000,2.0,14.04
4816-1,Castle,Knights' Kingdom I,2000,5.0,47.24
4817-1,Castle,Knights' Kingdom I,2000,5.0,48.88
4818-1,Castle,Knights' Kingdom I,2000,5.0,42.17
4819-1,Castle,Knights' Kingdom I,2000,5.0,38.68
5206-1,Technic,,2000,20.0,64.88
5218-1,Technic,,2000,28.0,150.0
5219-1,Technic,,2000,30.0,69.0
5220-1,Technic,,2000,12.0,123.7
5221-1,Technic,,2000,40.0,60.0
5222-1,Technic,,2000,17.0,74.22
5823-1,Belville,Fairy-Tale,2000,6.0,13.24
5824-1,Belville,Fairy-Tale,2000,8.0,50.0
5825-1,Belville,Fairy-Tale,2000,13.0,49.0
5826-1,Belville,Fairy-Tale,2000,17.0,84.48
5827-1,Belville,Fairy-Tale,2000,27.0,98.77
5903-1,Adventurers,Dino Island,2000,2.0,19.71
5904-1,Adventurers,Dino Island,2000,2.0,19.03
5911-1,Adventurers,Dino Island,2000,3.0,17.44
5912-1,Adventurers,Dino Island,2000,3.0,22.11
5913-1,Adventurers,Dino Island,2000,3.0,20.72
5914-1,Adventurers,Dino Island,2000,3.0,16.56
5921-1,Adventurers,Dino Island,2000,6.0,15.63
5934-1,Adventurers,Dino Island,2000,14.99,52.27
5935-1,Adventurers,Dino Island,2000,20.0,54.11
5955-1,Adventurers,Dino Island,2000,30.0,88.22
5975-1,Adventurers,Dino Island,2000,50.0,155.1
5987-1,Adventurers,Dino Island,2000,80.0,242.62
6026-1,Castle,Knights' Kingdom I,2000,5.0,45.19
6032-1,Castle,Knights' Kingdom I,2000,6.0,21.57
6091-1,Castle,Knights' Kingdom I,2000,90.0,425.0
6094-1,Castle,Knights' Kingdom I,2000,15.0,56.85
6095-1,Castle,Knights' Kingdom I,2000,20.0,74.52
6096-1,Castle,Knights' Kingdom I,2000,50.0,150.0
6098-1,Castle,Knights' Kingdom I,2000,90.0,542.97
6423-1,Town,City,2000,5.0,12.5
6470-1,Town,City,2000,2.99,10.65
6471-1,Town,City,2000,5.0,10.0
6474-1,Town,City,2000,6.99,12.5
6477-1,Town,City,2000,20.0,34.44
6478-1,Town,City,2000,50.0,63.53
6519-1,Town,Race,2000,5.0,19.02
6520-1,Town,Arctic,2000,29.99,70.36
6569-1,Town,Bonus/Value Pack,2000,10.0,40.0
6573-1,Town,Arctic,2000,15.0,39.68
6575-1,Town,Arctic,2000,60.0,189.81
6577-1,Town,Arctic,2000,2.0,10.66
6579-1,Town,Arctic,2000,5.0,22.49
6600-2,Town,City,2000,80.0,165.99
6602-2,Town,Race,2000,10.0,15.75
6616-1,Town,Race,2000,20.0,26.5
6617-1,Town,Race,2000,50.0,49.41
6619-1,Town,Race,2000,2.0,12.99
6626-2,Town,Arctic,2000,2.0,16.0
6713-1,Town,Race,2000,30.0,29.4
6714-1,Town,Race,2000,15.0,16.95
7104-1,Star Wars,Episode VI,2000,6.0,42.21
7115-1,Star Wars,Episode I,2000,10.0,58.34
7124-1,Star Wars,Episode I,2000,10.0,48.87
7134-1,Star Wars,Episode VI,2000,15.0,50.0
7144-1,Star Wars,Episode V,2000,20.0,165.0
7155-1,Star Wars,Episode I,2000,20.0,127.51
7159-1,Star Wars,Episode I,2000,25.0,159.99
7180-1,Star Wars,Episode VI,2000,30.0,138.24
7181-1,Star Wars,Ultimate Collector Series,2000,100.0,1122.1
7184-1,Star Wars,Episode I,2000,50.0,157.83
7190-1,Star Wars,Episode IV,2000,100.0,441.0
7191-1,Star Wars,Ultimate Collector Series,2000,150.0,1452.78
8000-1,Star Wars,Technic,2000,20.0,43.85
8001-1,Star Wars,Technic,2000,30.0,102.3
8002-1,Star Wars,Technic,2000,50.0,265.0
8236-1,Technic,Speed Slammers,2000,6.75,15.1
8237-1,Technic,Speed Slammers,2000,10.0,17.0
8238-1,Technic,Speed Slammers,2000,18.0,32.72
8279-1,Technic,,2000,70.0,195.89
8300-1,Technic,,2000,11.0,79.27
8305-1,Technic,Competition,2000,30.0,73.5
8307-1,Technic,Competition,2000,90.0,54.99
8457-1,Technic,,2000,100.0,429.99
8458-1,Technic,,2000,170.0,599.0
8509-1,Technic,Robo Riders,2000,6.0,29.01
8510-1,Technic,Robo Riders,2000,6.0,26.19
8511-1,Technic,Robo Riders,2000,6.0,44.16
8512-1,Technic,Robo Riders,2000,6.0,29.64
8513-1,Technic,Robo Riders,2000,6.0,14.82
8514-1,Technic,Robo Riders,2000,6.0,14.82
8515-1,Technic,Robo Riders,2000,2.0,3.59
8521-1,Technic,Slizer,2000,6.0,17.0
8522-1,Technic,Slizer,2000,6.0,50.0
8523-1,Technic,Slizer,2000,15.0,42.87
9723-1,Education,,2000,110.0,83.51
9731-1,Mindstorms,1.5,2000,100.0,25.5
9736-1,Mindstorms,1.5,2000,50.0,40.0
9754-1,Mindstorms,Star Wars,2000,100.0,150.0
9917-1,Education,Mindstorms,2000,59.0,2.7
B003-1,Bulk Bricks,,2000,9.99,7.5
10241-1,Creator Expert,Maersk,2014,149.99,286.83
10242-1,Creator Expert,Vehicles,2014,99.99,216.88
10243-1,Creator Expert,Modular Buildings Collection,2014,159.99,290.4
10244-1,Creator Expert,Fairground,2014,149.99,201.15
10245-1,Creator Expert,Winter Village,2014,69.99,210.76
10521-1,Duplo,,2014,6.99,7.29
10522-1,Duplo,,2014,9.99,29.47
10524-1,Duplo,,2014,19.99,23.56
10525-1,Duplo,,2014,59.99,91.6
10526-1,Duplo,Jake and the Never Land Pirates,2014,29.99,33.02
10527-1,Duplo,,2014,14.99,19.0
10528-1,Duplo,,2014,19.99,13.29
10529-1,Duplo,,2014,14.99,25.2
10532-1,Duplo,,2014,24.99,46.37
10538-1,Duplo,Disney Planes,2014,29.99,67.64
10539-1,Duplo,Jake and the Never Land Pirates,2014,24.99,21.5
10542-1,Duplo,Disney Princess,2014,34.99,64.98
10543-1,Duplo,Superman,2014,19.99,18.61
10544-1,Duplo,Batman,2014,29.99,45.0
10545-1,Duplo,Batman,2014,49.99,80.38
10546-1,Duplo,,2014,24.99,28.38
10565-1,Duplo,,2014,59.99,44.99
10566-1,Duplo,,2014,24.99,20.45
10567-1,Duplo,,2014,19.99,26.22
10568-1,Duplo,,2014,9.99,15.24
10569-1,Duplo,,2014,29.99,53.23
10570-1,Duplo,,2014,14.99,17.01
10571-1,Duplo,,2014,29.99,44.99
10572-1,Duplo,,2014,29.99,27.56
10573-1,Duplo,,2014,14.99,22.49
10574-1,Duplo,,2014,14.99,47.56
10575-1,Duplo,,2014,29.99,27.03
10576-1,Duplo,,2014,6.99,9.98
10577-1,Duplo,,2014,59.99,89.46
10579-1,Duplo,Mickey Mouse Clubhouse,2014,12.99,19.99
10580-1,Duplo,,2014,49.99,45.75
10665-1,Juniors,Marvel Super Heroes,2014,12.99,28.88
10666-1,Juniors,City,2014,9.99,25.99
10667-1,Juniors,City,2014,14.99,26.18
10668-1,Juniors,Fantasy,2014,14.99,39.0
10669-1,Juniors,Teenage Mutant Ninja Turtles,2014,19.99,39.73
10671-1,Juniors,City,2014,19.99,28.0
10672-1,Juniors,DC Comics Super Heroes,2014,29.99,50.03
10673-1,Juniors,City,2014,29.99,35.05
10674-1,Juniors,Girl,2014,29.99,40.0
10675-1,Juniors,City,2014,29.99,50.2
10676-1,Juniors,Fantasy,2014,49.99,51.85
10682-1,Bricks and More,,2014,59.99,69.62
21019-1,Architecture,Landmark Series,2014,34.99,71.15
21020-1,Architecture,Landmark Series,2014,49.99,169.07
21104-1,Ideas,NASA,2014,29.99,355.09
21107-1,Minecraft,Micro World,2014,34.99,46.04
21108-1,Ideas,Licensed,2014,49.99,113.26
21109-1,Ideas,,2014,34.99,45.13
21110-1,Ideas,,2014,19.99,48.23
21113-1,Minecraft,Minifig-scale,2014,19.99,35.0
21114-1,Minecraft,Minifig-scale,2014,29.99,58.08
21115-1,Minecraft,Minifig-scale,2014,39.99,85.56
21116-1,Minecraft,Minifig-scale,2014,49.99,96.82
21117-1,Minecraft,Minifig-scale,2014,69.99,150.0
21118-1,Minecraft,Minifig-scale,2014,109.99,280.06
21204-1,Fusion,,2014,34.99,36.0
21205-1,Fusion,,2014,34.99,24.94
21206-1,Fusion,,2014,34.99,12.08
21208-1,Fusion,,2014,34.99,22.97
30068-1,Duplo,,2014,2.2,2.61
30112-1,Friends,,2014,4.99,4.64
30115-1,Friends,Jungle Rescue,2014,4.99,4.06
30116-1,Disney,Tangled,2014,3.99,5.63
30187-1,Creator,Miscellaneous,2014,3.29,4.99
30197-1,Creator,Seasonal,2014,3.99,11.92
30227-1,City,Police,2014,4.99,4.39
30229-1,City,Traffic,2014,3.49,6.92
30244-1,Star Wars,Episode III,2014,4.49,8.21
30246-1,Star Wars,Episode VI,2014,3.99,7.69
30247-1,Star Wars,Episode III,2014,3.99,8.51
30264-1,Legends of Chima,Fire vs. Ice,2014,3.99,4.19
30265-1,Legends of Chima,Fire vs. Ice,2014,4.69,4.41
30271-1,Teenage Mutant Ninja Turtles,TV Series,2014,4.99,9.89
30282-1,The LEGO Movie,Promotional,2014,4.99,5.93
30300-1,DC Comics Super Heroes,The Dark Knight Trilogy,2014,3.99,9.05
30301-1,DC Comics Super Heroes,Batman,2014,4.99,6.17
30302-1,Marvel Super Heroes,Ultimate Spider-Man,2014,3.99,7.62
31013-1,Creator,3 in 1,2014,4.99,8.15
31014-1,Creator,3 in 1,2014,4.99,12.62
31015-1,Creator,3 in 1,2014,4.99,14.22
31017-1,Creator,3 in 1,2014,12.99,16.94
31018-1,Creator,3 in 1,2014,12.99,20.52
31019-1,Creator,3 in 1,2014,19.99,23.9
31020-1,Creator,3 in 1,2014,17.99,17.09
31021-1,Creator,3 in 1,2014,19.99,37.15
31022-1,Creator,3 in 1,2014,24.99,35.75
31023-1,Creator,3 in 1,2014,29.99,24.37
31024-1,Creator,3 in 1,2014,29.99,27.29
31025-1,Creator,3 in 1,2014,39.99,53.67
31026-1,Creator,3 in 1,2014,89.99,98.88
40085-1,Seasonal,Valentine's Day,2014,9.99,19.41
40086-1,Seasonal,Easter,2014,9.99,17.41
40090-1,Seasonal,Halloween,2014,9.99,16.2
40091-1,Seasonal,Thanksgiving,2014,9.99,26.72
40092-1,Seasonal,Christmas,2014,9.99,23.02
40093-1,Seasonal,Christmas,2014,9.99,19.88
40094-1,Promotional,Monthly Mini Model Build,2014,0.0,7.0
40095-1,Promotional,Monthly Mini Model Build,2014,0.0,9.37
40096-1,Promotional,Monthly Mini Model Build,2014,0.0,8.49
40097-1,Promotional,Monthly Mini Model Build,2014,0.0,5.81
40098-1,Promotional,Monthly Mini Model Build,2014,0.0,9.98
40108-1,Creator,Promotional,2014,4.99,22.56
40110-1,City,Police,2014,14.99,21.15
40112-1,Friends,Accessories,2014,14.99,13.05
40118-1,Miscellaneous,,2014,16.99,25.36
40180-1,Promotional,Toys R Us,2014,19.99,20.53
40181-1,Promotional,Toys R Us,2014,19.99,27.58
40182-1,Promotional,Toys R Us,2014,19.99,28.91
40183-1,Promotional,Toys R Us,2014,19.99,27.04
