set_number,Year,Pieces,Minifigs,retale_price,resale_price,Launch date,Exit date,Theme,years_in_retirement,total_price_increase,average_increase_per_year,percentage_increase_per_year,adjusted_value_new,total_price_increase_real,percentage_increase_per_year_real,average_increase_per_year_real
70232-1,2015,74.0,3.0,9.99,21.97,01/01/2015,2015-12-31,Legends of Chima,7,11.979999999999999,1.7114285714285713,7.789843292801872,19.126207124147683,9.136207124147683,5.940702987286353,1.305172446306812
70409-1,2015,84.0,2.0,12.99,34.26,01/01/2015,2015-12-31,Pirates,7,21.269999999999996,3.038571428571428,8.869151863897923,29.825391719312684,16.835391719312682,7.0200115583824045,2.4050559599018118
70410-1,2015,164.0,3.0,19.99,66.53,01/01/2015,2015-12-31,Pirates,7,46.540000000000006,6.6485714285714295,9.993343497026048,57.91836868318368,37.92836868318368,8.144203191510528,5.418338383311954
70411-1,2015,181.0,3.0,19.99,93.35,01/01/2015,2015-12-31,Pirates,7,73.36,10.48,11.226566684520622,81.26679267360885,61.27679267360885,9.377426379005104,8.753827524801265
70412-1,2015,234.0,5.0,29.99,132.74,01/01/2015,2015-12-31,Pirates,7,102.75000000000001,14.67857142857143,11.058137282334963,115.55815810921092,85.56815810921093,9.208996976819446,12.224022587030133
70413-1,2015,745.0,7.0,99.99,212.44,01/01/2015,2015-12-31,Pirates,7,112.45,16.064285714285713,7.561798961723647,184.94180434473984,84.95180434473984,5.712658656208129,12.135972049248549
70730-1,2015,298.0,3.0,29.99,70.75,01/06/2015,2016-07-31,Ninjago,6,40.760000000000005,6.793333333333334,9.60188457008245,62.823975289673086,32.83397528967309,7.734740939852318,5.472329214945515
70731-1,2015,386.0,4.0,39.99,56.24,01/06/2015,2016-12-31,Ninjago,6,16.25,2.7083333333333335,4.815670934091987,49.93951053415144,9.949510534151436,2.948527303861853,1.658251755691906
70732-1,2015,1069.0,9.0,99.99,202.57,01/06/2015,2016-12-31,Ninjago,6,102.58,17.096666666666668,8.439880864228003,179.8763628894569,79.88636288945692,6.572737233997871,13.314393814909486
70733-1,2015,212.0,2.0,19.99,45.0,01/06/2015,2016-12-31,Ninjago,6,25.01,4.168333333333334,9.262962962962964,39.95871219837864,19.968712198378643,7.395819332732831,3.328118699729774
70734-1,2015,575.0,5.0,39.99,79.78,01/06/2015,2016-12-31,Ninjago,6,39.79,6.631666666666667,8.312442550346788,70.8423568708144,30.852356870814397,6.445298920116653,5.142059478469066
70735-1,2015,547.0,4.0,49.99,75.81,01/06/2015,2016-12-31,Ninjago,6,25.82,4.303333333333334,5.676471881458031,67.31711048353522,17.327110483535215,3.8093282512278974,2.887851747255869
70736-1,2015,658.0,6.0,69.99,175.34,01/06/2015,2016-12-31,Ninjago,6,105.35000000000001,17.558333333333334,10.01387779932322,155.69690215252692,85.70690215252692,8.146734169093088,14.28448369208782
70737-1,2015,754.0,5.0,59.99,158.5,01/06/2015,2016-12-31,Ninjago,6,98.50999999999999,16.418333333333333,10.358569926393269,140.74346407651143,80.75346407651142,8.491426296163135,13.45891067941857
70738-1,2015,1253.0,9.0,119.99,207.45,01/06/2015,2016-12-31,Ninjago,6,87.46,14.576666666666666,7.026592753273881,184.20966323452552,64.21966323452553,5.159449123043747,10.703277205754254
70739-1,2015,46.0,1.0,9.99,32.23,01/06/2015,2016-12-31,Ninjago,6,22.239999999999995,3.7066666666666657,11.500672251525492,28.619317647860967,18.629317647860965,9.63352862129536,3.104886274643494
70740-1,2015,45.0,1.0,9.99,19.32,01/06/2015,2016-12-31,Ninjago,6,9.33,1.555,8.048654244306418,17.15560710383723,7.16560710383723,6.181510614076285,1.1942678506395383
70741-1,2015,47.0,1.0,9.99,11.51,01/06/2015,2016-12-31,Ninjago,6,1.5199999999999996,0.25333333333333324,2.200984651028091,10.22055060896307,0.23055060896306934,0.33384102079795736,0.03842510149384489
70742-1,2015,42.0,1.0,9.99,24.93,01/06/2015,2016-12-31,Ninjago,6,14.94,2.4899999999999998,9.987966305655837,22.137126557901766,12.147126557901766,8.120822675425702,2.0245210929836275
70743-1,2015,46.0,1.0,9.99,14.39,01/06/2015,2016-12-31,Ninjago,6,4.4,0.7333333333333334,5.096131572851517,12.777908189659303,2.787908189659303,3.228987942621384,0.4646513649432172
70744-1,2015,43.0,1.0,9.99,31.88,01/06/2015,2016-12-31,Ninjago,6,21.89,3.6483333333333334,11.443956503554999,28.3085276640958,18.318527664095797,9.576812873324862,3.053087944015966
70745-1,2015,219.0,2.0,19.99,43.2,01/01/2015,2015-12-31,Ninjago,7,23.210000000000004,3.3157142857142863,7.675264550264551,37.60819971612108,17.61819971612108,5.826124244749034,2.516885673731583
70746-1,2015,311.0,3.0,29.99,37.27,01/01/2015,2016-07-31,Ninjago,6,7.280000000000005,1.213333333333334,3.2555227618281033,33.09469341407938,3.1046934140793816,1.3883791315979703,0.5174489023465636
70747-1,2015,236.0,3.0,29.99,29.24,01/01/2015,2016-07-31,Ninjago,6,-0.75,-0.125,-0.4274965800273598,25.964283215124254,-4.025716784875744,-2.294640210257492,-0.6709527974792907
70748-1,2015,360.0,3.0,39.99,86.03,01/01/2015,2016-07-31,Ninjago,6,46.04,7.673333333333333,8.919369212290286,76.3921780094781,36.4021780094781,7.052225582060153,6.06702966824635
70749-1,2015,529.0,5.0,59.99,122.81,01/01/2015,2016-07-31,Ninjago,6,62.82,10.47,8.525364384007817,109.05176544628624,49.06176544628624,6.658220753777684,8.176960907714372
70750-1,2015,756.0,7.0,79.99,155.24,01/01/2015,2015-12-31,Ninjago,7,75.25000000000001,10.750000000000002,6.924761659366143,135.145762128024,55.155762128023994,5.075621353850627,7.879394589717713
70751-1,2015,2028.0,13.0,199.99,380.32,01/09/2015,2017-12-31,Ninjago,5,180.32999999999998,36.065999999999995,9.483066891039126,344.4675415945136,144.47754159451358,7.59768308763744,28.895508318902717
70752-1,2015,58.0,2.0,6.99,16.73,01/01/2015,2015-12-31,Ninjago,7,9.74,1.3914285714285715,8.316966954145675,14.564471788210778,7.5744717882107775,6.467826648630157,1.0820673983158253
70753-1,2015,94.0,2.0,7.99,23.89,01/01/2015,2015-12-31,Ninjago,7,15.9,2.2714285714285714,9.507863421634875,20.7976826670864,12.807682667086398,7.658723116119356,1.829668952440914
70754-1,2015,153.0,2.0,14.99,58.67,01/01/2015,2015-12-31,Ninjago,7,43.68,6.24,10.635759331856145,51.07576567927832,36.08576567927832,8.786619026340626,5.155109382754046
70755-1,2015,188.0,2.0,19.99,25.0,01/01/2015,2016-07-31,Ninjago,6,5.010000000000002,0.8350000000000003,3.340000000000001,22.1992845546548,2.2092845546548006,1.4728563697698671,0.3682140924424668
70756-1,2015,215.0,4.0,24.99,82.18,01/01/2015,2015-12-31,Ninjago,7,57.19000000000001,8.170000000000002,9.941591628133366,71.54263547849143,46.55263547849144,8.09245132261785,6.650376496927349
70817-1,2015,115.0,3.0,9.99,17.85,01/01/2015,2015-07-31,The LEGO Movie,7,7.860000000000001,1.122857142857143,6.290516206482594,15.539499188258361,5.549499188258361,4.441375900967075,0.792785598322623
70818-1,2015,197.0,5.0,14.99,32.59,01/01/2015,2015-07-31,The LEGO Movie,7,17.6,2.5142857142857147,7.714899399465217,28.37155622102745,13.38155622102745,5.865759093949699,1.911650888718207
70819-1,2015,292.0,4.0,29.99,71.03,01/01/2015,2015-07-31,The LEGO Movie,7,41.040000000000006,5.862857142857144,8.254057641640355,61.83588948694629,31.845889486946295,6.404917336124835,4.549412783849471
71008-1,2015,9.0,1.0,3.99,12.65,01/01/2015,2015-04-30,Collectable Minifigures,7,8.66,1.237142857142857,9.779785431959345,11.012586259466008,7.022586259466008,7.930645126443827,1.003226608495144
71008-2,2015,8.0,1.0,3.99,5.9,01/01/2015,2015-04-30,Collectable Minifigures,7,1.9100000000000001,0.27285714285714285,4.624697336561743,5.136305053822092,1.1463050538220916,2.775557031046226,0.16375786483172736
71008-3,2015,7.0,1.0,3.99,10.59,01/01/2015,2015-04-30,Collectable Minifigures,7,6.6,0.9428571428571428,8.903278025091057,9.219232291521347,5.229232291521347,7.054137719575539,0.7470331845030496
71008-4,2015,7.0,1.0,3.99,4.5,01/01/2015,2015-04-30,Collectable Minifigures,7,0.5099999999999998,0.07285714285714283,1.6190476190476184,3.9175208037626117,-0.07247919623738852,-0.23009268646790007,-0.010354170891055503
71008-5,2015,7.0,1.0,3.99,3.99,01/01/2015,2015-04-30,Collectable Minifigures,7,0.0,0.0,0.0,3.473535112669516,-0.5164648873304842,-1.8491403055155178,-0.07378069819006917
71008-6,2015,7.0,1.0,3.99,4.66,01/01/2015,2015-04-30,Collectable Minifigures,7,0.6699999999999999,0.09571428571428571,2.053954629061925,4.056810432340838,0.06681043234083806,0.20481432354640727,0.00954434747726258
71008-7,2015,6.0,1.0,3.99,4.47,01/01/2015,2015-04-30,Collectable Minifigures,7,0.47999999999999954,0.0685714285714285,1.534036433365291,3.8914039984041944,-0.09859600159580584,-0.3151038721502264,-0.01408514308511512
71008-8,2015,7.0,1.0,3.99,4.98,01/01/2015,2015-04-30,Collectable Minifigures,7,0.9900000000000002,0.14142857142857146,2.8399311531841653,4.3353896894972905,0.3453896894972903,0.9907908476686469,0.049341384213898616
71008-9,2015,7.0,1.0,3.99,4.9,01/01/2015,2015-04-30,Collectable Minifigures,7,0.9100000000000001,0.13000000000000003,2.653061224489796,4.265744875208178,0.2757448752081775,0.8039209189742783,0.03939212502973964
71008-10,2015,10.0,1.0,3.99,4.29,01/01/2015,2015-04-30,Collectable Minifigures,7,0.2999999999999998,0.04285714285714283,0.9990009990009986,3.73470316625369,-0.2552968337463102,-0.8501393065145193,-0.03647097624947288
71008-11,2015,6.0,1.0,3.99,8.96,01/01/2015,2015-04-30,Collectable Minifigures,7,4.970000000000001,0.7100000000000001,7.924107142857143,7.800219200380668,3.8102192003806676,6.074966837341625,0.5443170286258097
71008-12,2015,8.0,1.0,3.99,4.44,01/01/2015,2015-04-30,Collectable Minifigures,7,0.4500000000000002,0.06428571428571431,1.4478764478764483,3.8652871930457775,-0.12471280695422271,-0.4012638576390692,-0.017816115279174673
71008-13,2015,8.0,1.0,3.99,4.49,01/01/2015,2015-04-30,Collectable Minifigures,7,0.5,0.07142857142857142,1.590836780146357,3.908815201976473,-0.08118479802352718,-0.2583035253691606,-0.011597828289075312
71008-14,2015,5.0,1.0,3.99,9.47,01/01/2015,2015-04-30,Collectable Minifigures,7,5.48,0.7828571428571429,8.266706893950822,8.244204891473764,4.254204891473764,6.417566588435305,0.6077435559248234
71008-15,2015,6.0,1.0,3.99,4.09,01/01/2015,2015-04-30,Collectable Minifigures,7,0.09999999999999964,0.014285714285714235,0.34928396786587373,3.560591130530907,-0.4294088694690932,-1.4998563376496443,-0.061344124209870454
71008-16,2015,8.0,1.0,3.99,4.43,01/01/2015,2015-04-30,Collectable Minifigures,7,0.4399999999999995,0.06285714285714279,1.4188971299580764,3.8565815912596375,-0.1334184087403627,-0.43024317555744185,-0.01905977267719467
71009-1,2015,5.0,1.0,3.99,3.93,01/05/2015,2015-08-31,Collectable Minifigures,7,-0.06000000000000005,-0.008571428571428579,-0.21810250817884427,3.4213015019526813,-0.5686984980473189,-2.0672428136943615,-0.0812426425781884
71009-2,2015,9.0,1.0,3.99,4.19,01/05/2015,2015-08-31,Collectable Minifigures,7,0.20000000000000018,0.0285714285714286,0.6818956699624963,3.647647148392299,-0.34235285160770124,-1.1672446355530215,-0.0489075502296716
71009-3,2015,5.0,1.0,3.99,4.69,01/05/2015,2015-08-31,Collectable Minifigures,7,0.7000000000000002,0.10000000000000002,2.1321961620469088,4.082927237699256,0.09292723769925537,0.28305585653139004,0.013275319671322196
71009-4,2015,3.0,1.0,3.99,7.16,01/05/2015,2015-08-31,Collectable Minifigures,7,3.17,0.45285714285714285,6.324820430965682,6.233210878875623,2.2432108788756224,4.475680125450165,0.3204586969822318
71009-5,2015,5.0,1.0,3.99,4.33,01/05/2015,2015-08-31,Collectable Minifigures,7,0.33999999999999986,0.04857142857142855,1.1217419993401512,3.7695255733982465,-0.22047442660175376,-0.727398306175367,-0.03149634665739339
71009-6,2015,5.0,1.0,3.99,3.73,01/05/2015,2015-08-31,Collectable Minifigures,7,-0.26000000000000023,-0.03714285714285718,-0.9957870547682889,3.2471894662298983,-0.7428105337701019,-2.844927360283807,-0.10611579053858598
71009-7,2015,5.0,1.0,3.99,9.37,01/05/2015,2015-08-31,Collectable Minifigures,7,5.379999999999999,0.7685714285714285,8.202469888702547,8.157148873612371,4.167148873612371,6.353329583187027,0.5953069819446244
71009-8,2015,4.0,1.0,3.99,4.94,01/05/2015,2015-08-31,Collectable Minifigures,7,0.9500000000000002,0.13571428571428573,2.7472527472527477,4.300567282352734,0.3105672823527339,0.8981124417372293,0.044366754621819125
71009-9,2015,4.0,1.0,3.99,6.51,01/05/2015,2015-08-31,Collectable Minifigures,7,2.5199999999999996,0.35999999999999993,5.52995391705069,5.667346762776578,1.677346762776578,3.680813611535172,0.2396209661109397
71009-10,2015,4.0,1.0,3.99,5.48,01/05/2015,2015-08-31,Collectable Minifigures,7,1.4900000000000002,0.21285714285714288,3.8842544316996874,4.770669778804248,0.7806697788042474,2.0351141261841694,0.11152425411489249
71009-11,2015,5.0,1.0,3.99,5.03,01/05/2015,2015-08-31,Collectable Minifigures,7,1.04,0.14857142857142858,2.9537063334280034,4.378917698427986,0.38891769842798585,1.1045660279124845,0.055559671203997976
71009-12,2015,5.0,1.0,3.99,4.47,01/05/2015,2015-08-31,Collectable Minifigures,7,0.47999999999999954,0.0685714285714285,1.534036433365291,3.8914039984041944,-0.09859600159580584,-0.3151038721502264,-0.01408514308511512
71009-13,2015,4.0,1.0,3.99,3.86,01/05/2015,2015-08-31,Collectable Minifigures,7,-0.13000000000000034,-0.01857142857142862,-0.4811250925240576,3.360362289449707,-0.629637710550293,-2.330265398039575,-0.08994824436432758
71009-14,2015,6.0,1.0,3.99,4.69,01/05/2015,2015-08-31,Collectable Minifigures,7,0.7000000000000002,0.10000000000000002,2.1321961620469088,4.082927237699256,0.09292723769925537,0.28305585653139004,0.013275319671322196
71009-15,2015,5.0,1.0,3.99,3.37,01/05/2015,2015-08-31,Collectable Minifigures,7,-0.6200000000000001,-0.08857142857142859,-2.6282323018228064,2.933787801928889,-1.056212198071111,-4.477372607338326,-0.15088745686730157
71009-16,2015,4.0,1.0,3.99,4.0,01/05/2015,2015-08-31,Collectable Minifigures,7,0.009999999999999787,0.0014285714285713982,0.035714285714284956,3.482240714455655,-0.5077592855443451,-1.8134260198012326,-0.0725370407920493
71010-1,2015,5.0,1.0,3.99,7.81,01/09/2015,2015-12-31,Collectable Minifigures,7,3.8199999999999994,0.5457142857142856,6.987378818364733,6.799074994974666,2.809074994974666,5.138238512849216,0.4012964278535237
71010-2,2015,6.0,1.0,3.99,4.05,01/09/2015,2015-12-31,Collectable Minifigures,7,0.05999999999999961,0.008571428571428516,0.21164021164021027,3.5257687233863506,-0.4642312766136496,-1.6375000938753073,-0.06631875380194995
71010-3,2015,5.0,1.0,3.99,4.54,01/09/2015,2015-12-31,Collectable Minifigures,7,0.5499999999999998,0.07857142857142854,1.7306482064191309,3.9523432109071686,-0.037656789092831655,-0.11849209909638658,-0.005379541298975951
71010-4,2015,7.0,1.0,3.99,7.9,01/09/2015,2015-12-31,Collectable Minifigures,7,3.91,0.5585714285714286,7.070524412296564,6.877425411049919,2.887425411049919,5.221384106781046,0.4124893444357027
71010-5,2015,6.0,1.0,3.99,3.92,01/09/2015,2015-12-31,Collectable Minifigures,7,-0.07000000000000028,-0.01000000000000004,-0.25510204081632754,3.412595900166542,-0.5774040998334584,-2.1042423463318456,-0.08248629997620835
71010-6,2015,4.0,1.0,3.99,4.33,01/09/2015,2015-12-31,Collectable Minifigures,7,0.33999999999999986,0.04857142857142855,1.1217419993401512,3.7695255733982465,-0.22047442660175376,-0.727398306175367,-0.03149634665739339
71010-7,2015,6.0,1.0,3.99,5.5,01/09/2015,2015-12-31,Collectable Minifigures,7,1.5099999999999998,0.2157142857142857,3.9220779220779214,4.788080982376526,0.7980809823765256,2.072937616562404,0.11401156891093223
71010-8,2015,6.0,1.0,3.99,5.69,01/09/2015,2015-12-31,Collectable Minifigures,7,1.7000000000000002,0.24285714285714288,4.268139593271404,4.95348741631317,0.9634874163131695,2.4189992877558857,0.13764105947330993
71010-9,2015,5.0,1.0,3.99,6.23,01/09/2015,2015-12-31,Collectable Minifigures,7,2.24,0.32,5.136436597110754,5.423589912764683,1.433589912764683,3.287296291595237,0.20479855896638327
71010-10,2015,5.0,1.0,3.99,5.52,01/09/2015,2015-12-31,Collectable Minifigures,7,1.5299999999999994,0.21857142857142847,3.9596273291925455,4.805492185948803,0.8154921859488029,2.1104870236770266,0.11649888370697184
71010-11,2015,5.0,1.0,3.99,5.93,01/09/2015,2015-12-31,Collectable Minifigures,7,1.9399999999999995,0.2771428571428571,4.673572633100457,5.162421859180508,1.172421859180508,2.824432327584939,0.16748883702578685
71010-12,2015,5.0,1.0,3.99,3.58,01/09/2015,2015-12-31,Collectable Minifigures,7,-0.41000000000000014,-0.058571428571428594,-1.6360734237829215,3.1166054394378113,-0.8733945605621889,-3.4852137292984393,-0.12477065150888413
71010-13,2015,6.0,1.0,3.99,6.58,01/09/2015,2015-12-31,Collectable Minifigures,7,2.59,0.37,5.623100303951367,5.728285975279553,1.7382859752795525,3.7739599984358496,0.24832656789707894
71010-14,2015,4.0,1.0,3.99,4.94,01/09/2015,2015-12-31,Collectable Minifigures,7,0.9500000000000002,0.13571428571428573,2.7472527472527477,4.300567282352734,0.3105672823527339,0.8981124417372293,0.044366754621819125
71010-15,2015,4.0,1.0,3.99,6.12,01/09/2015,2015-12-31,Collectable Minifigures,7,2.13,0.30428571428571427,4.971988795518207,5.327828293117152,1.337828293117152,3.1228484900026885,0.19111832758816455
71010-16,2015,7.0,1.0,3.99,5.74,01/09/2015,2015-12-31,Collectable Minifigures,7,1.75,0.25,4.355400696864112,4.997015425243865,1.007015425243865,2.5062603913485937,0.14385934646340928
71016-1,2015,2179.0,6.0,199.99,391.11,01/05/2015,2017-12-31,The Simpsons,5,191.12,38.224000000000004,9.77320958298177,354.2403770325784,154.2503770325784,7.887825779580086,30.85007540651568
71201-1,2015,94.0,1.0,29.99,34.08,27/09/2015,2017-12-31,Dimensions,5,4.09,0.818,2.4002347417840375,30.86730599900353,0.8773059990035321,0.5148509383823545,0.17546119980070643
71202-1,2015,98.0,1.0,29.99,10.11,27/09/2015,2017-07-31,Dimensions,5,-19.88,-3.976,-39.32739861523244,9.15693848738045,-20.83306151261955,-41.21278241863413,-4.166612302523911
71203-1,2015,85.0,1.0,29.99,28.93,27/09/2015,2017-07-31,Dimensions,5,-1.0599999999999987,-0.21199999999999974,-0.7328033183546483,26.202792328379466,-3.787207671620532,-2.618187121756331,-0.7574415343241064
71204-1,2015,83.0,1.0,29.99,35.27,03/11/2015,2017-12-31,Dimensions,5,5.280000000000005,1.056000000000001,2.9940459313864496,31.945125662701138,1.955125662701139,1.1086621279847684,0.3910251325402278
71205-1,2015,103.0,2.0,24.99,21.71,27/09/2015,2017-12-31,Dimensions,5,-3.2799999999999976,-0.6559999999999995,-3.0216490096729594,19.663415881407474,-5.326584118592525,-4.907032813074642,-1.065316823718505
71206-1,2015,81.0,1.0,24.99,32.84,27/09/2015,2017-12-31,Dimensions,5,7.850000000000005,1.570000000000001,4.780755176613888,29.744199794814442,4.754199794814443,2.8953713732122064,0.9508399589628886
71207-1,2015,97.0,2.0,24.99,45.03,03/11/2015,2016-12-31,Dimensions,6,20.040000000000003,3.3400000000000003,7.417277370641795,39.98535133984423,14.99535133984423,5.550133740411662,2.4992252233073717
71209-1,2015,41.0,1.0,14.99,12.57,27/09/2015,2017-07-31,Dimensions,5,-2.42,-0.484,-3.8504375497215593,11.385036279562042,-3.604963720437958,-5.735821353123243,-0.7209927440875916
71210-1,2015,50.0,1.0,14.99,23.51,27/09/2015,2016-12-31,Dimensions,6,8.520000000000001,1.4200000000000002,6.03998298596342,20.876207195197374,5.886207195197374,4.172839355733285,0.9810345325328956
71211-1,2015,34.0,1.0,14.99,9.1,03/11/2015,2017-12-31,Dimensions,5,-5.890000000000001,-1.1780000000000002,-12.945054945054949,8.242150369452235,-6.7478496305477655,-14.83043874845663,-1.349569926109553
71212-1,2015,55.0,1.0,14.99,10.95,27/09/2015,2016-12-31,Dimensions,6,-4.040000000000001,-0.6733333333333335,-6.14916286149163,9.723286634938802,-5.266713365061198,-8.016306491721762,-0.8777855608435331
71213-1,2015,62.0,1.0,14.99,7.58,27/09/2015,2016-12-31,Dimensions,6,-7.41,-1.235,-16.29287598944591,6.730823076971335,-8.259176923028665,-18.160019619676046,-1.3765294871714442
71214-1,2015,46.0,1.0,14.99,9.06,27/09/2015,2016-12-31,Dimensions,6,-5.93,-0.9883333333333333,-10.908756438557761,8.0450207226069,-6.9449792773931005,-12.775900068787896,-1.1574965462321833
71215-1,2015,48.0,1.0,14.99,18.8,27/09/2015,2017-07-31,Dimensions,5,3.8100000000000005,0.7620000000000001,4.053191489361703,17.02773922480242,2.0377392248024204,2.167807685960022,0.4075478449604841
71216-1,2015,59.0,1.0,14.99,10.44,27/09/2015,2017-07-31,Dimensions,5,-4.550000000000001,-0.9100000000000001,-8.716475095785443,9.45582965462432,-5.53417034537568,-10.601858899187127,-1.106834069075136
71217-1,2015,45.0,1.0,14.99,13.17,27/09/2015,2017-07-31,Dimensions,5,-1.8200000000000003,-0.36400000000000005,-2.763857251328778,11.928474765459992,-3.0615252345400084,-4.649241054730461,-0.6123050469080017
71218-1,2015,39.0,1.0,14.99,11.68,27/09/2015,2016-12-31,Dimensions,6,-3.3100000000000005,-0.5516666666666667,-4.723173515981736,10.371505743934723,-4.6184942560652775,-6.590317146211869,-0.7697490426775463
71219-1,2015,36.0,1.0,14.99,10.95,27/09/2015,2016-12-31,Dimensions,6,-4.040000000000001,-0.6733333333333335,-6.14916286149163,9.723286634938802,-5.266713365061198,-8.016306491721762,-0.8777855608435331
71220-1,2015,56.0,1.0,14.99,9.52,27/09/2015,2016-12-31,Dimensions,6,-5.470000000000001,-0.9116666666666667,-9.576330532212886,8.453487558412547,-6.536512441587453,-11.44347416244302,-1.0894187402645754
71221-1,2015,38.0,1.0,14.99,16.41,27/09/2015,2017-07-31,Dimensions,5,1.42,0.284,1.7306520414381474,14.86304258930892,-0.12695741069108024,-0.15473176196353472,-0.02539148213821605
71222-1,2015,57.0,1.0,14.99,6.84,27/09/2015,2016-12-31,Dimensions,6,-8.15,-1.3583333333333334,-19.85867446393762,6.073724254153553,-8.916275745846448,-21.72581809416776,-1.4860459576410747
71223-1,2015,45.0,1.0,14.99,9.85,27/09/2015,2016-12-31,Dimensions,6,-5.140000000000001,-0.8566666666666668,-8.697123519458545,8.746518114533991,-6.243481885466009,-10.56426714968868,-1.0405803142443348
71227-1,2015,38.0,1.0,14.99,9.71,03/11/2015,2017-07-31,Dimensions,5,-5.279999999999999,-1.0559999999999998,-10.875386199794024,8.794646163448483,-6.195353836551517,-12.760770003195706,-1.2390707673103034
71231-1,2015,57.0,1.0,14.99,6.36,03/11/2015,2017-12-31,Dimensions,5,-8.629999999999999,-1.7259999999999998,-27.138364779874212,5.760447950518265,-9.229552049481736,-29.023748583275896,-1.8459104098963472
71232-1,2015,59.0,1.0,14.99,7.2,27/09/2015,2016-12-31,Dimensions,6,-7.79,-1.2983333333333333,-18.03240740740741,6.393393951740583,-8.596606048259417,-19.89955103763754,-1.432767674709903
75060-1,2015,1996.0,5.0,199.99,390.3,01/01/2015,2018-12-31,Star Wars,4,190.31,47.5775,12.189982065078144,360.57686977814853,160.58686977814853,10.286117715741002,40.14671744453713
75072-1,2015,95.0,1.0,9.99,23.23,01/01/2015,2015-12-31,Star Wars,7,13.24,1.8914285714285715,8.142180677695098,20.223112949201216,10.233112949201216,6.293040372179581,1.4618732784573165
75073-1,2015,77.0,1.0,9.99,26.29,01/01/2015,2015-12-31,Star Wars,7,16.299999999999997,2.3285714285714283,8.857251535075802,22.88702709575979,12.89702709575979,7.008111229560285,1.8424324422513987
75074-1,2015,97.0,1.0,9.99,14.56,01/01/2015,2016-12-31,Star Wars,6,4.57,0.7616666666666667,5.231227106227106,12.928863324630957,2.9388633246309563,3.3640834759969738,0.4898105541051594
75075-1,2015,88.0,1.0,9.99,15.22,01/01/2015,2016-12-31,Star Wars,6,5.23,0.8716666666666667,5.727113447218573,13.514924436873843,3.5249244368738424,3.8599698169884387,0.5874874061456404
75076-1,2015,105.0,1.0,9.99,28.66,01/01/2015,2015-12-31,Star Wars,7,18.67,2.6671428571428573,9.306150932110459,24.950254719074767,14.960254719074767,7.457010626594938,2.1371792455821095
75077-1,2015,102.0,1.0,9.99,23.8,01/01/2015,2015-12-31,Star Wars,7,13.81,1.9728571428571429,8.289315726290516,20.71933225101115,10.729332251011149,6.440175420775,1.53276175014445
75078-1,2015,141.0,4.0,12.99,31.36,01/01/2015,2016-12-31,Star Wars,6,18.369999999999997,3.061666666666666,9.762967687074829,27.84678254535898,14.85678254535898,7.895824056844696,2.4761304242264965
75079-1,2015,95.0,4.0,12.99,26.77,01/01/2015,2016-12-31,Star Wars,6,13.78,2.2966666666666664,8.579255385381645,23.77099390112436,10.78099390112436,6.712111755151512,1.7968323168540599
75080-1,2015,251.0,3.0,24.99,55.28,01/01/2015,2015-12-31,Star Wars,7,30.290000000000003,4.327142857142857,7.827682447798224,48.12456667377715,23.134566673777154,5.978542142282705,3.304938096253879
75081-1,2015,247.0,2.0,24.99,44.87,01/01/2015,2015-12-31,Star Wars,7,19.88,2.84,6.329396032984176,39.06203521440631,14.07203521440631,4.480255727468658,2.0102907449151872
75082-1,2015,355.0,3.0,39.99,75.76,01/01/2015,2016-12-31,Star Wars,6,35.77,5.961666666666667,7.869148187258008,67.27271191442591,27.28271191442591,6.002004557027875,4.547118652404318
75083-1,2015,500.0,4.0,49.99,111.78,01/01/2015,2015-12-31,Star Wars,7,61.79,8.827142857142857,7.8968892978554805,97.31121676546329,47.321216765463284,6.047748992339963,6.760173823637612
75084-1,2015,570.0,4.0,69.99,110.8,01/01/2015,2015-12-31,Star Wars,7,40.81,5.83,5.261732851985561,96.45806779042164,26.468067790421642,3.4125925464700417,3.781152541488806
75085-1,2015,163.0,3.0,19.99,66.79,01/01/2015,2016-12-31,Star Wars,6,46.80000000000001,7.800000000000002,11.678394969306785,59.30760861621577,39.317608616215765,9.81125133907665,6.552934769369294
75086-1,2015,565.0,15.0,39.99,170.32,01/01/2015,2016-12-31,Star Wars,6,130.32999999999998,21.721666666666664,12.753444496633788,151.23928581395222,111.24928581395221,10.886300866403653,18.541547635658702
75087-1,2015,370.0,3.0,39.99,101.31,01/01/2015,2016-12-31,Star Wars,6,61.32,10.22,10.087849175797059,89.96038072928312,49.970380729283114,8.220705545566926,8.328396788213853
75088-1,2015,106.0,4.0,12.99,36.46,01/01/2015,2016-12-31,Star Wars,6,23.47,3.9116666666666666,10.728652404461512,32.375436594508564,19.385436594508562,8.861508774231377,3.2309060990847605
75089-1,2015,105.0,4.0,12.99,41.28,01/01/2015,2016-12-31,Star Wars,6,28.29,4.715,11.421996124031006,36.655458656646005,23.665458656646003,9.554852493800873,3.9442431094410004
75090-1,2015,253.0,3.0,19.99,38.86,01/01/2015,2015-12-31,Star Wars,7,18.87,2.6957142857142857,6.936989927211235,33.82996854093669,13.839968540936692,5.087849621695717,1.977138362990956
75091-1,2015,312.0,5.0,29.99,41.91,01/06/2015,2016-12-31,Star Wars,6,11.919999999999998,1.9866666666666664,4.7403165513401735,37.214880627423305,7.224880627423307,2.87317292111004,1.2041467712372178
