Number,Theme,Subtheme,Year,RRP (USD),Value used (USD)
75248-1,Star Wars,The Rise of Skywalker,2019,29.99,24.27
75249-1,Star Wars,The Rise of Skywalker,2019,69.99,39.51
75250-1,Star Wars,The Rise of Skywalker,2019,39.99,24.45
75251-1,Star Wars,Miscellaneous,2019,129.99,130.0
75252-1,Star Wars,Ultimate Collector Series,2019,699.99,675.88
75253-1,Star Wars,Boost,2019,199.99,135.96
75254-1,Star Wars,The Mandalorian,2019,49.99,32.6
75255-1,Star Wars,Episode III,2019,99.99,60.0
75256-1,Star Wars,The Rise of Skywalker,2019,129.99,92.29
75257-1,Star Wars,The Rise of Skywalker,2019,159.99,102.95
75258-1,Star Wars,Episode I,2019,29.99,22.64
75259-1,Star Wars,Episode V,2019,39.99,60.92
75261-1,Star Wars,Episode III,2019,29.99,56.5
75262-1,Star Wars,Legends,2019,19.99,30.0
75810-1,Stranger Things,,2019,199.99,179.58
75890-1,Speed Champions,Ferrari,2019,14.99,9.37
75891-1,Speed Champions,Chevrolet,2019,14.99,11.1
75892-1,Speed Champions,McLaren,2019,14.99,11.06
75893-1,Speed Champions,Dodge,2019,29.99,19.56
75894-1,Speed Champions,Mini,2019,49.99,45.56
75895-1,Speed Champions,Porsche,2019,14.99,13.63
75934-1,Jurassic World,Legend of Isla Nublar,2019,19.99,16.75
75935-1,Jurassic World,Legend of Isla Nublar,2019,59.99,60.9
75936-1,Jurassic World,Jurassic Park,2019,249.99,247.22
75937-1,Jurassic World,Legend of Isla Nublar,2019,59.99,63.43
75938-1,Jurassic World,Legend of Isla Nublar,2019,89.99,74.34
75945-1,Harry Potter,Prisoner of Azkaban,2019,19.99,17.49
75946-1,Harry Potter,Goblet of Fire,2019,29.99,31.8
75947-1,Harry Potter,Prisoner of Azkaban,2019,59.99,39.38
75948-1,Harry Potter,Goblet of Fire,2019,89.99,65.48
75957-1,Harry Potter,Prisoner of Azkaban,2019,39.99,28.64
75958-1,Harry Potter,Goblet of Fire,2019,49.99,45.04
75964-1,Harry Potter,Seasonal,2019,39.99,26.1
75965-1,Harry Potter,Goblet of Fire,2019,19.99,23.56
75970-1,Overwatch,,2019,14.99,8.0
75971-1,Overwatch,,2019,19.99,19.22
75972-1,Overwatch,,2019,29.99,18.78
75973-1,Overwatch,,2019,39.99,39.69
75974-1,Overwatch,,2019,49.99,48.05
75975-1,Overwatch,,2019,89.99,64.35
75976-1,Overwatch,,2019,19.99,16.68
75977-1,Overwatch,,2019,49.99,37.88
76113-1,Marvel Super Heroes,Spider-Man,2019,19.99,21.36
76114-1,Marvel Super Heroes,Spider-Man,2019,39.99,35.0
76115-1,Marvel Super Heroes,Spider-Man,2019,49.99,49.12
76116-1,DC Comics Super Heroes,Batman,2019,19.99,17.0
76117-1,DC Comics Super Heroes,Batman,2019,39.99,35.0
76118-1,DC Comics Super Heroes,Batman,2019,19.99,20.2
76119-1,DC Comics Super Heroes,Batman,2019,29.99,29.52
76120-1,DC Comics Super Heroes,Batman,2019,49.99,45.0
76122-1,DC Comics Super Heroes,Batman,2019,99.99,83.65
76123-1,Marvel Super Heroes,Avengers: Endgame,2019,19.99,15.3
76124-1,Marvel Super Heroes,Avengers: Endgame,2019,34.99,21.43
76125-1,Marvel Super Heroes,Avengers: Endgame,2019,59.99,41.05
76126-1,Marvel Super Heroes,Avengers: Endgame,2019,79.99,58.49
76127-1,Marvel Super Heroes,Captain Marvel,2019,29.99,26.92
76128-1,Marvel Super Heroes,Spider-Man: Far From Home,2019,29.99,22.01
76129-1,Marvel Super Heroes,Spider-Man: Far From Home,2019,39.99,29.33
76130-1,Marvel Super Heroes,Spider-Man: Far From Home,2019,69.99,45.9
76131-1,Marvel Super Heroes,Avengers: Endgame,2019,99.99,56.41
76133-1,Marvel Super Heroes,Spider-Man,2019,9.99,8.31
76134-1,Marvel Super Heroes,Spider-Man,2019,29.99,14.5
76137-1,DC Comics Super Heroes,Batman,2019,9.99,11.46
76138-1,DC Comics Super Heroes,Batman,2019,39.99,23.75
76139-1,DC Comics Super Heroes,Batman 1989,2019,249.99,245.29
76144-1,Marvel Super Heroes,Avengers: Endgame,2019,59.99,55.0
80103-1,Seasonal,Chinese Traditional Festivals,2019,49.99,47.38
88006-1,Powered Up,,2019,79.99,30.7
88008-1,Powered Up,,2019,16.99,22.22
88009-1,Powered Up,,2019,49.99,45.52
88010-1,Powered Up,,2019,22.99,7.6
88011-1,Powered Up,,2019,13.99,18.49
853865-1,The LEGO Movie 2,Miscellaneous,2019,12.99,6.11
853866-1,Ninjago,March of the Oni,2019,12.99,12.93
853875-1,The LEGO Movie 2,Miscellaneous,2019,8.99,3.5
853899-1,Ninjago,Sons of Garmadon,2019,8.99,9.99
853921-1,Xtra,,2019,5.99,8.0
853958-1,Seasonal,Easter,2019,6.99,5.63
1261-1,Duplo,Little Forest Friends,2000,5.0,5.85
1263-1,Seasonal,Easter,2000,3.0,2.55
1272-1,Town,Race,2000,3.95,2.73
1349-1,Studios,,2000,180.0,97.0
2250-1,Basic,Seasonal,2000,20.0,16.7
2514-1,Baby,,2000,13.0,16.87
2526-1,Baby,,2000,8.0,17.05
2592-1,Baby,Disney's Baby Mickey,2000,20.0,39.55
2594-1,Baby,Disney's Baby Mickey,2000,15.0,22.83
2904-1,Action Wheelers,,2000,10.0,17.99
2909-1,Action Wheelers,,2000,15.0,22.03
2912-1,Action Wheelers,,2000,20.0,35.0
2913-1,Action Wheelers,,2000,30.0,30.25
2914-1,Action Wheelers,,2000,50.0,89.0
2916-1,Action Wheelers,,2000,50.0,45.08
2931-1,Duplo,Trains,2000,15.0,16.86
2932-1,Duplo,Trains,2000,50.0,11.69
2933-1,Duplo,Trains,2000,100.0,67.93
2936-1,Duplo,Trains,2000,30.0,49.71
2942-1,Duplo,,2000,70.0,81.2
2990-1,Duplo,Winnie the Pooh,2000,20.0,35.91
3057-1,Books,LEGO,2000,20.0,20.0
3059-1,Books,LEGO,2000,20.0,9.56
3099-1,Duplo,,2000,20.0,22.17
3148-1,Scala,Dolls,2000,38.0,35.85
3149-1,Scala,Dolls,2000,100.0,184.87
3150-1,Scala,Dolls,2000,8.0,16.0
3151-1,Scala,Dolls,2000,15.0,53.62
3157-1,Scala,Dolls,2000,5.0,2.91
3340-1,Star Wars,Minifig Pack,2000,5.0,57.79
3341-1,Star Wars,Minifig Pack,2000,5.0,86.68
3342-1,Star Wars,Minifig Pack,2000,5.0,26.62
3343-1,Star Wars,Minifig Pack,2000,5.0,40.45
3346-1,Castle,Ninja,2000,5.0,120.0
3350-1,Town,City,2000,5.0,12.0
3351-1,Town,City,2000,5.0,16.5
3401-1,Sports,Football,2000,6.0,6.97
3402-1,Sports,Football,2000,10.0,21.71
3403-1,Sports,Football,2000,15.0,20.56
3404-1,Sports,Football,2000,20.0,42.17
3405-1,Sports,Football,2000,20.0,30.45
3406-1,Sports,Football,2000,20.0,17.55
3407-1,Sports,Football,2000,20.0,34.05
3408-1,Sports,Football,2000,30.0,25.46
3409-1,Sports,Football,2000,50.0,54.33
3410-1,Sports,Football,2000,15.0,9.01
3411-1,Sports,Football,2000,20.0,30.0
3412-1,Sports,Football,2000,5.0,8.31
3413-1,Sports,Football,2000,5.0,2.98
3414-1,Sports,Football,2000,5.0,2.32
3439-1,Town,Special,2000,10.0,15.0
3446-1,Bulk Bricks,,2000,8.0,7.65
3447-1,Bulk Bricks,,2000,8.0,14.0
3449-1,Bulk Bricks,,2000,10.0,11.64
3450-1,Creator Expert,Sculptures,2000,199.0,793.69
3453-1,Bulk Bricks,,2000,7.0,3.0
3455-1,Bulk Bricks,,2000,7.0,3.0
3456-1,Bulk Bricks,,2000,7.0,3.0
3457-1,Bulk Bricks,,2000,7.0,3.0
3458-1,Bulk Bricks,,2000,6.99,3.0
3460-1,Bulk Bricks,,2000,7.0,3.0
3461-1,Bulk Bricks,,2000,6.99,3.0
3462-1,Bulk Bricks,,2000,6.99,3.0
3470-1,Bulk Bricks,,2000,5.99,1.5
3472-1,Bulk Bricks,,2000,6.0,2.0
3498-1,Bulk Bricks,,2000,8.0,6.49
3723-1,Creator Expert,Sculptures,2000,149.0,392.5
3731-1,Bulk Bricks,Seasonal,2000,9.99,8.0
3732-1,Bulk Bricks,Castle,2000,4.99,4.75
3738-1,Bulk Bricks,,2000,7.0,11.04
3801-1,Mindstorms,1.5,2000,50.0,65.72
4164-1,Mickey Mouse,,2000,10.0,22.09
4165-1,Mickey Mouse,,2000,17.0,55.98
4166-1,Mickey Mouse,,2000,20.0,34.74
4167-1,Mickey Mouse,,2000,40.0,74.56
4178-1,Mickey Mouse,,2000,24.0,41.31
4801-1,Castle,Knights' Kingdom I,2000,2.0,8.4
4806-1,Castle,Knights' Kingdom I,2000,3.0,9.3
4807-1,Castle,Knights' Kingdom I,2000,1.95,10.43
4811-1,Castle,Knights' Kingdom I,2000,2.0,7.91
4816-1,Castle,Knights' Kingdom I,2000,5.0,17.99
4817-1,Castle,Knights' Kingdom I,2000,5.0,27.72
4818-1,Castle,Knights' Kingdom I,2000,5.0,23.04
4819-1,Castle,Knights' Kingdom I,2000,5.0,18.41
5206-1,Technic,,2000,20.0,35.22
5218-1,Technic,,2000,28.0,112.79
5219-1,Technic,,2000,30.0,62.42
5221-1,Technic,,2000,40.0,19.3
5222-1,Technic,,2000,17.0,51.0
5823-1,Belville,Fairy-Tale,2000,6.0,11.51
5824-1,Belville,Fairy-Tale,2000,8.0,25.0
5825-1,Belville,Fairy-Tale,2000,13.0,33.79
5826-1,Belville,Fairy-Tale,2000,17.0,45.49
5827-1,Belville,Fairy-Tale,2000,27.0,38.83
5903-1,Adventurers,Dino Island,2000,2.0,7.17
5904-1,Adventurers,Dino Island,2000,2.0,3.43
5911-1,Adventurers,Dino Island,2000,3.0,4.41
5912-1,Adventurers,Dino Island,2000,3.0,4.36
5913-1,Adventurers,Dino Island,2000,3.0,5.11
5914-1,Adventurers,Dino Island,2000,3.0,5.42
5921-1,Adventurers,Dino Island,2000,6.0,8.7
5934-1,Adventurers,Dino Island,2000,14.99,23.46
5935-1,Adventurers,Dino Island,2000,20.0,28.88
5955-1,Adventurers,Dino Island,2000,30.0,51.05
5975-1,Adventurers,Dino Island,2000,50.0,58.48
5987-1,Adventurers,Dino Island,2000,80.0,96.64
6026-1,Castle,Knights' Kingdom I,2000,5.0,18.14
6032-1,Castle,Knights' Kingdom I,2000,6.0,14.33
6091-1,Castle,Knights' Kingdom I,2000,90.0,177.05
6094-1,Castle,Knights' Kingdom I,2000,15.0,23.68
6095-1,Castle,Knights' Kingdom I,2000,20.0,43.61
6096-1,Castle,Knights' Kingdom I,2000,50.0,66.58
6098-1,Castle,Knights' Kingdom I,2000,90.0,186.15
6423-1,Town,City,2000,5.0,3.62
6470-1,Town,City,2000,2.99,3.73
6471-1,Town,City,2000,5.0,2.74
6474-1,Town,City,2000,6.99,6.21
6477-1,Town,City,2000,20.0,23.69
6478-1,Town,City,2000,50.0,36.71
6519-1,Town,Race,2000,5.0,4.32
6520-1,Town,Arctic,2000,29.99,29.12
6569-1,Town,Bonus/Value Pack,2000,10.0,12.0
6573-1,Town,Arctic,2000,15.0,12.53
6575-1,Town,Arctic,2000,60.0,68.91
6577-1,Town,Arctic,2000,2.0,8.23
6579-1,Town,Arctic,2000,5.0,7.33
6600-2,Town,City,2000,80.0,94.6
6602-2,Town,Race,2000,10.0,8.21
6616-1,Town,Race,2000,20.0,12.86
6617-1,Town,Race,2000,50.0,25.87
6619-1,Town,Race,2000,2.0,2.55
6626-2,Town,Arctic,2000,2.0,6.97
6713-1,Town,Race,2000,30.0,15.25
6714-1,Town,Race,2000,15.0,10.97
7104-1,Star Wars,Episode VI,2000,6.0,20.85
7115-1,Star Wars,Episode I,2000,10.0,34.32
7124-1,Star Wars,Episode I,2000,10.0,17.16
7134-1,Star Wars,Episode VI,2000,15.0,20.02
7144-1,Star Wars,Episode V,2000,20.0,64.23
7155-1,Star Wars,Episode I,2000,20.0,65.73
7159-1,Star Wars,Episode I,2000,25.0,64.3
7180-1,Star Wars,Episode VI,2000,30.0,47.79
7181-1,Star Wars,Ultimate Collector Series,2000,100.0,316.03
7184-1,Star Wars,Episode I,2000,50.0,92.28
7190-1,Star Wars,Episode IV,2000,100.0,201.0
7191-1,Star Wars,Ultimate Collector Series,2000,150.0,317.88
8000-1,Star Wars,Technic,2000,20.0,19.83
8001-1,Star Wars,Technic,2000,30.0,72.73
8002-1,Star Wars,Technic,2000,50.0,110.45
8236-1,Technic,Speed Slammers,2000,6.75,5.2
8237-1,Technic,Speed Slammers,2000,10.0,4.53
8238-1,Technic,Speed Slammers,2000,18.0,17.85
8279-1,Technic,,2000,70.0,37.02
8300-1,Technic,,2000,11.0,35.94
8305-1,Technic,Competition,2000,30.0,20.68
8307-1,Technic,Competition,2000,90.0,44.61
8457-1,Technic,,2000,100.0,180.46
8458-1,Technic,,2000,170.0,211.94
8509-1,Technic,Robo Riders,2000,6.0,7.57
8510-1,Technic,Robo Riders,2000,6.0,8.4
8511-1,Technic,Robo Riders,2000,6.0,6.97
8512-1,Technic,Robo Riders,2000,6.0,7.1
8513-1,Technic,Robo Riders,2000,6.0,4.77
8514-1,Technic,Robo Riders,2000,6.0,5.46
8515-1,Technic,Robo Riders,2000,2.0,0.66
8521-1,Technic,Slizer,2000,6.0,8.9
8522-1,Technic,Slizer,2000,6.0,9.77
8523-1,Technic,Slizer,2000,15.0,20.95
9723-1,Education,,2000,110.0,63.35
9731-1,Mindstorms,1.5,2000,100.0,22.49
9736-1,Mindstorms,1.5,2000,50.0,45.0
9754-1,Mindstorms,Star Wars,2000,100.0,135.96
10241-1,Creator Expert,Maersk,2014,149.99,242.02
10242-1,Creator Expert,Vehicles,2014,99.99,147.95
10243-1,Creator Expert,Modular Buildings Collection,2014,159.99,244.27
10244-1,Creator Expert,Fairground,2014,149.99,173.22
10245-1,Creator Expert,Winter Village,2014,69.99,185.44
10521-1,Duplo,,2014,6.99,6.1
10522-1,Duplo,,2014,9.99,11.58
10524-1,Duplo,,2014,19.99,21.37
10525-1,Duplo,,2014,59.99,65.28
10526-1,Duplo,Jake and the Never Land Pirates,2014,29.99,24.95
10527-1,Duplo,,2014,14.99,17.57
10528-1,Duplo,,2014,19.99,16.96
10529-1,Duplo,,2014,14.99,11.69
10532-1,Duplo,,2014,24.99,16.0
10538-1,Duplo,Disney Planes,2014,29.99,40.48
10539-1,Duplo,Jake and the Never Land Pirates,2014,24.99,18.95
10542-1,Duplo,Disney Princess,2014,34.99,28.18
10543-1,Duplo,Superman,2014,19.99,12.54
10544-1,Duplo,Batman,2014,29.99,18.55
10545-1,Duplo,Batman,2014,49.99,25.0
10567-1,Duplo,,2014,19.99,23.67
10568-1,Duplo,,2014,9.99,2.34
10569-1,Duplo,,2014,29.99,17.19
10571-1,Duplo,,2014,29.99,18.0
10572-1,Duplo,,2014,29.99,6.95
10573-1,Duplo,,2014,14.99,10.5
10574-1,Duplo,,2014,14.99,25.65
10576-1,Duplo,,2014,6.99,0.94
10577-1,Duplo,,2014,59.99,67.65
10579-1,Duplo,Mickey Mouse Clubhouse,2014,12.99,13.66
10665-1,Juniors,Marvel Super Heroes,2014,12.99,8.79
10666-1,Juniors,City,2014,9.99,8.02
10667-1,Juniors,City,2014,14.99,10.81
10668-1,Juniors,Fantasy,2014,14.99,27.52
10669-1,Juniors,Teenage Mutant Ninja Turtles,2014,19.99,15.97
10671-1,Juniors,City,2014,19.99,8.83
10672-1,Juniors,DC Comics Super Heroes,2014,29.99,21.93
10673-1,Juniors,City,2014,29.99,36.59
10674-1,Juniors,Girl,2014,29.99,29.6
10675-1,Juniors,City,2014,29.99,24.87
10676-1,Juniors,Fantasy,2014,49.99,59.03
21019-1,Architecture,Landmark Series,2014,34.99,33.1
21020-1,Architecture,Landmark Series,2014,49.99,96.66
21104-1,Ideas,NASA,2014,29.99,97.21
21107-1,Minecraft,Micro World,2014,34.99,28.67
21108-1,Ideas,Licensed,2014,49.99,92.78
21109-1,Ideas,,2014,34.99,35.79
21110-1,Ideas,,2014,19.99,33.46
21113-1,Minecraft,Minifig-scale,2014,19.99,12.77
21114-1,Minecraft,Minifig-scale,2014,29.99,22.66
21115-1,Minecraft,Minifig-scale,2014,39.99,33.45
21116-1,Minecraft,Minifig-scale,2014,49.99,34.35
21117-1,Minecraft,Minifig-scale,2014,69.99,69.62
21118-1,Minecraft,Minifig-scale,2014,109.99,108.89
21204-1,Fusion,,2014,34.99,10.0
21205-1,Fusion,,2014,34.99,11.99
21206-1,Fusion,,2014,34.99,15.0
21208-1,Fusion,,2014,34.99,15.0
30112-1,Friends,,2014,4.99,2.18
30115-1,Friends,Jungle Rescue,2014,4.99,3.0
30116-1,Disney,Tangled,2014,3.99,3.16
30187-1,Creator,Miscellaneous,2014,3.29,3.65
30197-1,Creator,Seasonal,2014,3.99,5.43
30227-1,City,Police,2014,4.99,2.0
30229-1,City,Traffic,2014,3.49,2.75
30244-1,Star Wars,Episode III,2014,4.49,6.28
30246-1,Star Wars,Episode VI,2014,3.99,4.36
30247-1,Star Wars,Episode III,2014,3.99,4.1
30264-1,Legends of Chima,Fire vs. Ice,2014,3.99,2.69
30265-1,Legends of Chima,Fire vs. Ice,2014,4.69,2.81
30271-1,Teenage Mutant Ninja Turtles,TV Series,2014,4.99,5.0
30282-1,The LEGO Movie,Promotional,2014,4.99,3.67
30300-1,DC Comics Super Heroes,The Dark Knight Trilogy,2014,3.99,4.56
30301-1,DC Comics Super Heroes,Batman,2014,4.99,2.79
30302-1,Marvel Super Heroes,Ultimate Spider-Man,2014,3.99,4.04
31013-1,Creator,3 in 1,2014,4.99,2.49
31014-1,Creator,3 in 1,2014,4.99,3.47
31015-1,Creator,3 in 1,2014,4.99,6.26
31017-1,Creator,3 in 1,2014,12.99,4.17
31018-1,Creator,3 in 1,2014,12.99,6.08
31019-1,Creator,3 in 1,2014,19.99,14.48
31020-1,Creator,3 in 1,2014,17.99,8.32
31021-1,Creator,3 in 1,2014,19.99,20.53
31022-1,Creator,3 in 1,2014,24.99,18.08
31023-1,Creator,3 in 1,2014,29.99,15.33
31024-1,Creator,3 in 1,2014,29.99,13.34
31025-1,Creator,3 in 1,2014,39.99,36.84
31026-1,Creator,3 in 1,2014,89.99,73.49
40085-1,Seasonal,Valentine's Day,2014,9.99,10.85
40086-1,Seasonal,Easter,2014,9.99,10.27
40090-1,Seasonal,Halloween,2014,9.99,10.45
40091-1,Seasonal,Thanksgiving,2014,9.99,13.0
40092-1,Seasonal,Christmas,2014,9.99,15.0
40093-1,Seasonal,Christmas,2014,9.99,15.78
40095-1,Promotional,Monthly Mini Model Build,2014,0.0,1.5
40096-1,Promotional,Monthly Mini Model Build,2014,0.0,5.0
40097-1,Promotional,Monthly Mini Model Build,2014,0.0,2.0
40098-1,Promotional,Monthly Mini Model Build,2014,0.0,7.0
40108-1,Creator,Promotional,2014,4.99,17.55
40110-1,City,Police,2014,14.99,14.41
40112-1,Friends,Accessories,2014,14.99,1.9
40118-1,Miscellaneous,,2014,16.99,17.81
40180-1,Promotional,Toys R Us,2014,19.99,12.9
40181-1,Promotional,Toys R Us,2014,19.99,13.95
40182-1,Promotional,Toys R Us,2014,19.99,16.0
40183-1,Promotional,Toys R Us,2014,19.99,13.95
41026-1,Friends,,2014,19.99,8.46
41027-1,Friends,,2014,9.99,7.21
41028-1,Friends,Summer,2014,9.99,6.89
41029-1,Friends,,2014,9.99,7.63
41030-1,Friends,,2014,9.99,6.3
41031-1,Friends,,2014,9.99,10.71
41032-1,Friends,Jungle Rescue,2014,14.99,7.53
41033-1,Friends,Jungle Rescue,2014,19.99,12.06
41034-1,Friends,Summer,2014,29.99,15.7
41035-1,Friends,,2014,29.99,13.0
41036-1,Friends,Jungle Rescue,2014,29.99,16.63
41037-1,Friends,Summer,2014,39.99,25.36
41038-1,Friends,Jungle Rescue,2014,59.99,29.5
41039-1,Friends,,2014,69.99,50.7
41040-1,Friends,Seasonal,2014,29.99,7.5
41041-1,Friends,Animals series 4,2014,3.99,3.52
41042-1,Friends,Animals series 4,2014,3.99,4.99
41043-1,Friends,Animals series 4,2014,3.99,4.84
41044-1,Friends,Animals series 5,2014,3.99,3.85
41045-1,Friends,Animals series 5,2014,3.99,3.73
41046-1,Friends,Animals series 5,2014,3.99,3.64
41050-1,Disney,The Little Mermaid,2014,12.99,12.34
41051-1,Disney,Brave,2014,19.99,33.84
41052-1,Disney,The Little Mermaid,2014,29.99,21.23
41053-1,Disney,Cinderella,2014,29.99,14.75
41054-1,Disney,Tangled,2014,39.99,33.97
41055-1,Disney,Cinderella,2014,69.99,48.44
41056-1,Friends,,2014,24.99,15.6
41057-1,Friends,,2014,39.99,32.0
41058-1,Friends,,2014,109.99,69.02
41059-1,Friends,Jungle Rescue,2014,29.99,29.51
41500-1,Mixels,Series 1,2014,4.99,12.29
41501-1,Mixels,Series 1,2014,4.99,6.37
41502-1,Mixels,Series 1,2014,4.99,9.21
41503-1,Mixels,Series 1,2014,4.99,9.38
41504-1,Mixels,Series 1,2014,4.99,11.25
41505-1,Mixels,Series 1,2014,4.99,7.75
41506-1,Mixels,Series 1,2014,4.99,12.49
41507-1,Mixels,Series 1,2014,4.99,8.38
41508-1,Mixels,Series 1,2014,4.99,17.81
41509-1,Mixels,Series 2,2014,4.99,8.35
41510-1,Mixels,Series 2,2014,4.99,7.24
41511-1,Mixels,Series 2,2014,4.99,9.75
41512-1,Mixels,Series 2,2014,4.99,5.74
41513-1,Mixels,Series 2,2014,4.99,6.88
41514-1,Mixels,Series 2,2014,4.99,8.82
41515-1,Mixels,Series 2,2014,4.99,8.32
41516-1,Mixels,Series 2,2014,4.99,10.41
41517-1,Mixels,Series 2,2014,4.99,6.98
41518-1,Mixels,Series 3,2014,4.99,3.68
41519-1,Mixels,Series 3,2014,4.99,5.56
41520-1,Mixels,Series 3,2014,4.99,4.81
41521-1,Mixels,Series 3,2014,4.99,5.73
41522-1,Mixels,Series 3,2014,4.99,7.02
41523-1,Mixels,Series 3,2014,4.99,5.6
41524-1,Mixels,Series 3,2014,4.99,5.57
41525-1,Mixels,Series 3,2014,4.99,5.24
41526-1,Mixels,Series 3,2014,4.99,5.59
42020-1,Technic,,2014,12.99,8.45
42021-1,Technic,,2014,19.99,13.51
42022-1,Technic,,2014,39.99,17.48
42023-1,Technic,,2014,69.99,44.49
42024-1,Technic,,2014,79.99,77.95
42025-1,Technic,,2014,139.99,114.6
42026-1,Technic,,2014,19.99,11.32
42027-1,Technic,,2014,19.99,10.36
42028-1,Technic,,2014,49.99,42.33
42029-1,Technic,,2014,99.99,94.29
42030-1,Technic,,2014,249.99,242.17
44015-1,HERO Factory,Invasion From Below,2014,9.99,10.19
44016-1,HERO Factory,Invasion From Below,2014,9.99,10.99
44017-1,HERO Factory,Invasion From Below,2014,14.99,15.71
44018-1,HERO Factory,Invasion From Below,2014,14.99,12.38
44019-1,HERO Factory,Invasion From Below,2014,14.99,22.04
44020-1,HERO Factory,Invasion From Below,2014,14.99,16.85
44021-1,HERO Factory,Invasion From Below,2014,19.99,22.96
44022-1,HERO Factory,Invasion From Below,2014,24.99,25.47
44023-1,HERO Factory,Invasion From Below,2014,9.99,16.77
44024-1,HERO Factory,Invasion From Below,2014,9.99,11.01
44025-1,HERO Factory,Invasion From Below,2014,14.99,14.38
44026-1,HERO Factory,Invasion From Below,2014,14.99,20.82
44027-1,HERO Factory,Invasion From Below,2014,14.99,22.44
44028-1,HERO Factory,Invasion From Below,2014,24.99,24.9
44029-1,HERO Factory,Invasion From Below,2014,34.99,47.57
60032-1,City,Arctic,2014,6.99,4.65
60033-1,City,Arctic,2014,14.99,9.24
60034-1,City,Arctic,2014,39.99,26.3
60035-1,City,Arctic,2014,49.99,30.6
60036-1,City,Arctic,2014,89.99,70.4
60041-1,City,Police,2014,6.99,3.77
60042-1,City,Police,2014,19.99,11.04
60043-1,City,Police,2014,24.99,15.3
60044-1,City,Police,2014,44.99,20.11
60045-1,City,Police,2014,44.99,27.29
60046-1,City,Police,2014,74.99,42.86
60047-1,City,Police,2014,99.99,55.68
60048-1,City,Police,2014,29.99,24.99
60049-1,City,Police,2014,44.99,29.03
60050-1,City,Trains,2014,64.99,61.16
60051-1,City,Trains,2014,149.99,122.99
60052-1,City,Trains,2014,199.99,185.66
60053-1,City,Great Vehicles,2014,9.99,6.17
60054-1,City,Great Vehicles,2014,9.99,10.47
60055-1,City,Great Vehicles,2014,9.99,5.09
60056-1,City,Great Vehicles,2014,19.99,27.44
60057-1,City,Great Vehicles,2014,19.99,22.53
60058-1,City,Great Vehicles,2014,19.99,16.23
60059-1,City,Great Vehicles,2014,19.99,33.75
60060-1,City,Great Vehicles,2014,29.99,31.73
60061-1,City,Airport,2014,29.99,38.75
60062-1,City,Arctic,2014,129.99,141.6
60063-1,City,Seasonal,2014,29.99,19.95
60064-1,City,Arctic,2014,49.99,76.63
66512-1,Star Wars,Product Collection,2014,109.99,344.65
70123-1,Legends of Chima,Legend Beasts,2014,9.99,6.06
70124-1,Legends of Chima,Legend Beasts,2014,9.99,7.92
70125-1,Legends of Chima,Legend Beasts,2014,9.99,6.64
70126-1,Legends of Chima,Legend Beasts,2014,9.99,7.52
70127-1,Legends of Chima,Legend Beasts,2014,9.99,7.65
70128-1,Legends of Chima,Outlands,2014,14.99,8.37
70129-1,Legends of Chima,Outlands,2014,19.99,13.89
70130-1,Legends of Chima,Outlands,2014,24.99,17.06
70131-1,Legends of Chima,Outlands,2014,29.99,17.96
70132-1,Legends of Chima,Outlands,2014,39.99,33.73
70133-1,Legends of Chima,Outlands,2014,39.99,28.99
70134-1,Legends of Chima,Outlands,2014,59.99,35.0
70135-1,Legends of Chima,Fire vs. Ice,2014,39.99,19.85
70136-1,Legends of Chima,Speedorz,2014,12.99,14.38
70137-1,Legends of Chima,Speedorz,2014,12.99,14.2
70138-1,Legends of Chima,Speedorz,2014,12.99,7.95
70139-1,Legends of Chima,Speedorz,2014,12.99,10.0
70140-1,Legends of Chima,Speedorz,2014,19.99,38.56
70141-1,Legends of Chima,Fire vs. Ice,2014,19.99,8.45
70142-1,Legends of Chima,Fire vs. Ice,2014,29.99,17.82
70143-1,Legends of Chima,Fire vs. Ice,2014,39.99,23.1
70144-1,Legends of Chima,Fire vs. Ice,2014,49.99,33.69
70145-1,Legends of Chima,Fire vs. Ice,2014,89.99,62.62
70146-1,Legends of Chima,Fire vs. Ice,2014,119.99,69.96
70147-1,Legends of Chima,Fire vs. Ice,2014,69.99,88.53
70149-1,Legends of Chima,Speedorz,2014,12.99,8.71
70150-1,Legends of Chima,Speedorz,2014,12.99,6.99
70151-1,Legends of Chima,Speedorz,2014,12.99,7.26
70155-1,Legends of Chima,Speedorz,2014,12.99,4.0
70156-1,Legends of Chima,Speedorz,2014,19.99,17.66
