Number,Theme,Subtheme,Year,RRP (USD),Minifigs,Pieces,Launch date,Retired Date,min_value_new,max_value_new,quantity_new,min_value_used,max_value_used,mean_value_used,quantity_used,final_value_new
41076-1,Elves,,2015.0,14.99,1.0,175.0,01/03/2015,31/12/2015,29.38113739936624,74.7,6.0,13.27187827067064,19.0,16.13593913533532,2.0,49.09974722592348
41077-1,Elves,,2015.0,39.99,2.0,319.0,01/06/2015,31/12/2016,55.97420192813714,82.8,2.0,27.558058125158276,85.0,49.39343356697271,4.0,69.38710096406857
41078-1,Elves,,2015.0,79.99,3.0,808.0,01/06/2015,31/12/2016,167.94499994401465,214.676757104903,3.0,98.17755678902267,110.7391192377028,104.11435878038758,3.0,188.19143460823952
41085-1,Friends,Vet,2015.0,19.99,1.0,192.0,01/01/2015,31/12/2015,41.41799818607308,50.0,2.0,9.682560962893447,32.19160442956477,19.195389937499097,9.0,45.70899909303654
41086-1,Friends,Vet,2015.0,9.99,1.0,89.0,01/01/2015,31/12/2015,17.036356918115754,44.99,3.0,3.69,11.18588272178616,6.319761675773123,10.0,31.013178459057876
41087-1,Friends,Vet,2015.0,4.99,,47.0,01/01/2015,31/12/2015,7.5,14.097123470198971,12.0,4.99,7.065836975109253,5.6852789917030835,6.0,11.129638390307807
41088-1,Friends,Vet,2015.0,4.99,,65.0,01/01/2015,31/12/2015,11.141094402579808,13.090505996036237,5.0,2.2931594342913884,4.690765722971689,3.304388086943443,7.0,12.261126154990404
41089-1,Friends,Vet,2015.0,4.99,,43.0,01/01/2015,31/12/2015,12.26080238273858,13.5,7.0,3.007004266967233,6.709067976276736,4.852229520807745,7.0,13.07026746091286
41090-1,Friends,,2015.0,9.99,1.0,82.0,01/01/2015,31/12/2015,20.144666271036513,25.0,2.0,3.610820384832139,12.0,7.117280433468153,5.0,22.572333135518257
41091-1,Friends,,2015.0,14.99,1.0,187.0,01/01/2015,31/12/2015,25.183352181751,42.43693244801756,2.0,5.038685910714486,20.0,10.60493078198505,12.0,33.810142314884274
41092-1,Friends,,2015.0,9.99,1.0,87.0,01/01/2015,31/12/2015,16.4485102285324,44.99,3.0,4.45,9.440908227246815,7.15799524070471,6.0,30.7192551142662
41093-1,Friends,,2015.0,29.99,2.0,318.0,01/01/2015,31/12/2016,60.38161178649062,60.38161178649062,1.0,10.30885182146034,32.460334344802874,18.565314167805266,13.0,60.38161178649062
41094-1,Friends,,2015.0,39.99,2.0,473.0,01/01/2015,31/12/2016,52.992,67.18247880952647,2.0,23.0,43.78058202420809,31.43089868515124,12.0,60.08723940476324
41095-1,Friends,,2015.0,69.99,3.0,706.0,01/01/2015,31/12/2016,123.1678778174652,123.1678778174652,1.0,63.0,104.27373344654482,76.1659200008698,6.0,123.1678778174652
41097-1,Friends,,2015.0,29.99,2.0,254.0,01/01/2015,31/12/2016,30.0,59.58499054088276,7.0,13.802640271417214,32.19160442956477,21.65821135769205,8.0,43.11187276798475
41098-1,Friends,,2015.0,9.99,1.0,98.0,01/06/2015,31/12/2015,9.379277030834876,14.99,14.0,7.781970462103484,10.301313417460726,9.396948517806532,6.0,11.599795928344802
41099-1,Friends,,2015.0,19.99,1.0,199.0,01/06/2015,31/12/2016,24.0,44.250859375874775,4.0,9.682560962893447,25.99,17.77048808219258,9.0,34.125429687937384
41100-1,Friends,,2015.0,29.99,2.0,230.0,01/06/2015,31/12/2016,,,,,,,,63.48
41101-1,Friends,,2015.0,129.99,5.0,1552.0,01/06/2015,31/12/2017,239.99,335.43998067788425,2.0,78.36836153131263,120.67217851207756,96.65641952900228,5.0,287.71499033894213
41102-1,Friends,Seasonal,2015.0,29.99,2.0,233.0,01/09/2015,31/12/2015,34.699750305120425,47.027735166668535,2.0,20.12720392883021,22.394159603175492,21.26068176600285,2.0,40.86374273589448
41103-1,Friends,Pop Star,2015.0,14.99,1.0,172.0,01/06/2015,31/12/2016,35.0,35.0,1.0,6.0,25.725,14.47071681678663,11.0,35.0
41104-1,Friends,Pop Star,2015.0,29.99,2.0,279.0,01/06/2015,31/12/2016,72.78101871032035,128.0,6.0,20.0,44.788319206350984,35.48100163516562,7.0,95.59821966431154
41105-1,Friends,Pop Star,2015.0,39.99,2.0,446.0,01/06/2015,31/12/2016,,,,,,,,43.06
41106-1,Friends,Pop Star,2015.0,59.99,3.0,682.0,01/06/2015,31/12/2016,120.74980543702868,120.74980543702868,1.0,30.0,89.57663841270197,54.21921588196116,9.0,120.74980543702868
41107-1,Friends,Pop Star,2015.0,24.99,2.0,265.0,01/06/2015,31/12/2016,,,,,,,,49.8
41108-1,Friends,,2015.0,39.99,2.0,388.0,01/06/2015,31/12/2016,,,,,,,,57.62
41109-1,Friends,,2015.0,89.99,3.0,692.0,01/06/2015,31/12/2016,,,,,,,,158.0
41527-1,Mixels,Series 4,2015.0,4.99,,66.0,01/02/2015,31/05/2015,11.08510900357187,18.699123268651537,6.0,4.65,4.65,4.65,3.0,15.380830793910526
41528-1,Mixels,Series 4,2015.0,4.99,,62.0,01/02/2015,31/05/2015,13.436495761905295,16.088345007111613,5.0,4.66,6.561468480798647,5.6107342403993234,4.0,14.995224457333894
41529-1,Mixels,Series 4,2015.0,4.99,,52.0,01/02/2015,31/05/2015,14.55620374206407,27.3,5.0,5.49,8.99,6.876666666666668,4.0,18.694948325476716
41530-1,Mixels,Series 4,2015.0,4.99,,66.0,01/02/2015,31/05/2015,15.575138004008554,28.68,3.0,5.59,8.440007514156134,7.015003757078067,3.0,19.977016575410467
41531-1,Mixels,Series 4,2015.0,4.99,,60.0,01/02/2015,31/05/2015,13.436495761905295,16.088345007111613,5.0,4.47,6.158924402222043,5.592974800740681,3.0,14.939239058325956
41532-1,Mixels,Series 4,2015.0,4.99,,59.0,01/02/2015,31/05/2015,13.436495761905295,24.19,5.0,5.26,7.5,6.420809560869138,4.0,16.82705653405592
41533-1,Mixels,Series 4,2015.0,4.99,,45.0,01/02/2015,31/05/2015,17.43015860236696,17.43015860236696,1.0,12.06290422134557,12.06290422134557,12.06290422134557,1.0,17.43015860236696
41534-1,Mixels,Series 4,2015.0,4.99,,59.0,01/02/2015,31/05/2015,11.75,20.0,7.0,6.48,11.87535626068782,9.17767813034391,4.0,14.710926342891751
41535-1,Mixels,Series 4,2015.0,4.99,,52.0,01/02/2015,31/05/2015,13.418135952553472,20.0,4.0,8.050881571532083,8.050881571532083,8.050881571532083,1.0,15.991446564872511
41536-1,Mixels,Series 5,2015.0,4.99,,62.0,01/06/2015,30/09/2015,10.805182008532174,16.795619702381618,5.0,5.3,8.99,6.999689325425578,6.0,13.793006836936923
41537-1,Mixels,Series 5,2015.0,4.99,,59.0,01/06/2015,30/09/2015,11.745736711865543,20.994524627977025,2.0,6.35,6.35,6.35,3.0,16.370130669921284
41538-1,Mixels,Series 5,2015.0,4.99,,58.0,01/06/2015,30/09/2015,11.745736711865543,16.795619702381618,3.0,5.71,5.71,5.71,3.0,15.112325372209597
41539-1,Mixels,Series 5,2015.0,4.99,,60.0,01/06/2015,30/09/2015,,,,,,,,13.08
41540-1,Mixels,Series 5,2015.0,4.99,,65.0,01/06/2015,30/09/2015,6.038161178649062,16.62775407240426,5.0,5.21,12.06290422134557,9.77860281423038,7.0,12.346505335758591
41541-1,Mixels,Series 5,2015.0,4.99,,54.0,01/06/2015,30/09/2015,12.921430091032258,12.921430091032258,1.0,5.44,11.87535626068782,8.65767813034391,2.0,12.921430091032258
41542-1,Mixels,Series 5,2015.0,4.99,,51.0,01/06/2015,30/09/2015,14.097123470198971,17.01956129841337,7.0,5.98,7.99,6.709641467407348,5.0,15.31054955794221
41543-1,Mixels,Series 5,2015.0,4.99,,56.0,01/06/2015,30/09/2015,9.39434995353212,9.39434995353212,1.0,3.610820384832139,3.89,3.7504101924160698,2.0,9.39434995353212
41544-1,Mixels,Series 5,2015.0,4.99,,60.0,01/06/2015,30/09/2015,10.570043332698832,12.450688350374364,3.0,4.77,4.77,4.77,3.0,11.219319164860517
41545-1,Mixels,Series 6,2015.0,4.99,,68.0,01/10/2015,31/12/2015,21.35496336848885,24.99,3.0,5.55,10.945145506052022,8.247572753026011,4.0,22.79498778949629
41546-1,Mixels,Series 6,2015.0,4.99,,65.0,01/10/2015,31/12/2015,,,,,,,,6.44
41547-1,Mixels,Series 6,2015.0,4.99,,74.0,01/10/2015,31/12/2015,,,,,,,,8.97
41548-1,Mixels,Series 6,2015.0,4.99,,52.0,01/10/2015,31/12/2015,24.63357556349304,24.63357556349304,12.0,4.69,4.69,4.69,2.0,24.63357556349304
41549-1,Mixels,Series 6,2015.0,4.99,,66.0,01/10/2015,31/12/2015,24.63357556349304,48.864056254128926,12.0,11.87535626068782,11.87535626068782,11.87535626068782,1.0,36.74881590881098
41550-1,Mixels,Series 6,2015.0,4.99,,53.0,01/10/2015,31/01/2016,24.63357556349304,24.63357556349304,6.0,9.645320343805396,9.645320343805396,9.645320343805396,1.0,24.63357556349304
41551-1,Mixels,Series 6,2015.0,4.99,,51.0,01/10/2015,31/12/2015,24.19,27.981502424167775,2.0,5.94,5.94,5.94,3.0,26.08575121208389
41552-1,Mixels,Series 6,2015.0,4.99,,68.0,01/10/2015,31/12/2015,,,,,,,,11.09
41553-1,Mixels,Series 6,2015.0,4.99,,69.0,01/10/2015,31/12/2015,20.0,29.4,2.0,6.8,6.8,6.8,2.0,24.7
42031-1,Technic,,2015.0,12.99,,155.0,01/01/2015,31/12/2016,16.99,40.30948728571589,4.0,4.478831920635098,19.03503566269917,10.444567758058882,13.0,25.4814244848487
42032-1,Technic,,2015.0,19.99,,252.0,,,,,,,,,,33.07
42033-1,Technic,,2015.0,19.99,,125.0,,,46.9500576979846,46.9500576979846,1.0,12.661810489937588,36.02926472717744,21.72478324570162,9.0,46.9500576979846
42034-1,Technic,,2015.0,19.99,,148.0,,,32.19160442956477,32.19160442956477,1.0,12.196,30.90394025238218,16.507909510229435,6.0,32.19160442956477
42035-1,Technic,,2015.0,29.99,,362.0,01/01/2015,31/12/2016,65.54348959497104,65.54348959497104,1.0,16.795619702381618,43.66861122619221,29.070418434872185,4.0,65.54348959497104
42036-1,Technic,,2015.0,39.99,,375.0,01/01/2015,31/12/2016,84.99,111.95960093607589,11.0,30.0,65.314459433783,40.80574069055712,10.0,98.40671643395402
42037-1,Technic,,2015.0,59.99,,494.0,01/01/2015,31/12/2016,94.05547033333708,125.0,3.0,51.70975238068969,67.09067976276735,57.49099198455698,3.0,110.62505247413556
42038-1,Technic,,2015.0,84.99,,913.0,01/01/2015,31/12/2016,120.63258117131824,270.0,6.0,77.25985063095544,103.01313417460726,89.95441482104077,7.0,189.92488697230684
42039-1,Technic,,2015.0,129.99,,1219.0,01/01/2015,31/12/2016,185.87152470635655,390.0,7.0,100.76252113448813,150.0,117.2291866281274,7.0,239.47155790249903
42040-1,Technic,,2015.0,49.99,,578.0,01/08/2015,31/12/2016,,,,,,,,117.75
42041-1,Technic,,2015.0,69.99,,608.0,01/01/2015,31/12/2016,155.92596635117647,212.74451623016716,3.0,151.16057732143457,151.16057732143457,151.16057732143457,1.0,179.54016086044786
42042-1,Technic,,2015.0,149.99,,1401.0,01/08/2015,31/12/2016,302.32115464286915,414.0,7.0,167.3515547145305,214.69017524085555,186.09048347200817,4.0,352.3793085429987
42043-1,Technic,,2015.0,229.99,,2793.0,01/08/2015,31/12/2017,429.95,630.0,9.0,215.5437861805641,347.08651947669284,269.36684903501003,9.0,498.83186432041066
45008-1,Education,Duplo,2015.0,99.99,5.0,167.0,01/01/2015,31/12/2018,,,,,,,,146.43
45009-1,Education,Duplo,2015.0,34.95,,49.0,01/01/2015,31/12/2019,,,,,,,,40.48
45010-1,Education,Duplo,2015.0,59.99,20.0,21.0,01/01/2015,31/12/2019,,,,,,,,69.77
45517-1,Mindstorms,,2015.0,34.95,,1.0,,,,,,,,,,30.4
60065-1,City,Swamp Police,2015.0,6.99,2.0,59.0,,,21.65,29.38113739936624,8.0,3.6345721035953824,9.013649240278136,6.474288711533546,6.0,26.807320230883786
60066-1,City,Swamp Police,2015.0,9.99,4.0,78.0,01/01/2015,31/12/2015,14.89624763522069,25.0,7.0,4.478831920635098,14.250427512825382,9.186195614506952,9.0,19.173483747639935
60067-1,City,Swamp Police,2015.0,39.99,3.0,253.0,01/01/2015,31/07/2016,44.788319206350984,90.0,2.0,17.7249773259134,32.471531424604464,24.0516785767656,8.0,67.3941596031755
60068-1,City,Swamp Police,2015.0,69.99,5.0,473.0,01/01/2015,31/12/2015,89.56544133290038,170.0,4.0,33.591239404763236,51.50656708730363,44.368428713791445,4.0,116.38069324853412
60069-1,City,Swamp Police,2015.0,89.99,6.0,707.0,01/01/2015,31/07/2016,154.30856345436493,200.0,3.0,44.68874290566207,78.37955861111422,58.77777069027396,10.0,177.15428172718248
60070-1,City,Swamp Police,2015.0,29.99,2.0,263.0,01/01/2015,31/12/2015,47.027735166668535,47.027735166668535,1.0,18.47518167261978,29.616276075199583,24.04572887390968,2.0,47.027735166668535
60071-1,City,Swamp Police,2015.0,44.99,3.0,331.0,01/01/2015,31/07/2016,74.79,120.0,6.0,34.75,50.38685910714486,42.56842955357243,2.0,100.36875757202522
60072-1,City,Construction,2015.0,9.99,4.0,85.0,01/01/2015,31/12/2016,17.624203607699112,111.97079801587746,4.0,5.598539900793873,111.97079801587746,22.047730105455713,9.0,65.09142415657996
60073-1,City,Construction,2015.0,24.99,2.0,233.0,01/01/2015,31/12/2016,57.00993180978401,57.00993180978401,1.0,19.3100394493197,47.0,29.37150345740636,3.0,57.00993180978401
60074-1,City,Construction,2015.0,39.99,2.0,384.0,01/01/2015,31/12/2016,,,,,,,,59.61
60075-1,City,Construction,2015.0,49.99,2.0,311.0,,,,,,,,,,92.1
60076-1,City,Construction,2015.0,89.99,5.0,776.0,01/01/2015,31/12/2016,,,,,,,,162.86
60077-1,City,Space,2015.0,9.99,4.0,107.0,01/06/2015,31/12/2016,17.231987091524676,30.0,14.0,5.878466895833567,11.172185726415517,9.058530524449818,5.0,24.05480280586777
60078-1,City,Space,2015.0,24.99,2.0,155.0,01/06/2015,31/12/2016,,,,,,,,36.4
60079-1,City,Space,2015.0,49.99,3.0,448.0,01/06/2015,31/12/2016,,,,,,,,52.81
60080-1,City,Space,2015.0,119.99,5.0,586.0,01/06/2015,31/12/2016,325.0,325.0,2.0,67.09067976276735,67.09067976276735,67.09067976276735,1.0,325.0
60081-1,City,Great Vehicles,2015.0,19.99,2.0,209.0,01/01/2015,31/12/2016,41.13807119103338,43.48945794936681,9.0,13.0,21.316264487934635,15.553765465484354,4.0,42.70566236325567
60082-1,City,Great Vehicles,2015.0,19.99,2.0,222.0,,,24.7,24.7,1.0,20.68665917349901,24.134435702415512,22.410547437957263,2.0,24.7
60083-1,City,Great Vehicles,2015.0,19.99,1.0,196.0,,,43.86200116190732,89.52065301369403,4.0,25.0,25.0,25.0,1.0,66.16430444235402
60084-1,City,Great Vehicles,2015.0,19.99,2.0,178.0,01/01/2015,31/12/2016,59.58499054088276,59.58499054088276,1.0,12.31678778174652,22.0,15.344400730930364,10.0,59.58499054088276
60085-1,City,Great Vehicles,2015.0,29.99,2.0,301.0,,,55.97420192813714,55.97420192813714,1.0,17.975791913468967,32.19160442956477,25.499049916341804,8.0,55.97420192813714
60086-1,City,Town,2015.0,29.99,5.0,242.0,01/01/2015,31/12/2015,69.99,69.99,2.0,12.0,21.890291012104043,16.713253962841087,5.0,69.99
60088-1,City,Fire,2015.0,9.99,4.0,92.0,01/01/2015,31/12/2015,,,,,,,,13.82
60090-1,City,Deep Sea Explorers,2015.0,6.99,1.0,42.0,01/06/2015,31/12/2016,6.709067976276736,16.73963430337368,3.0,3.369293937686177,7.725985063095545,5.673885664615394,11.0,12.907173043005368
60091-1,City,Deep Sea Explorers,2015.0,9.99,3.0,90.0,01/06/2015,31/12/2016,54.99,54.99,1.0,4.478831920635098,16.683648904365743,9.460854053114735,10.0,54.99
60092-1,City,Deep Sea Explorers,2015.0,39.99,3.0,274.0,01/06/2015,31/12/2016,,,,,,,,64.93
60093-1,City,Deep Sea Explorers,2015.0,49.99,3.0,388.0,01/06/2015,31/12/2016,,,,,,,,86.32
60095-1,City,Deep Sea Explorers,2015.0,119.99,7.0,717.0,01/06/2015,31/12/2016,212.6325454321513,300.0,5.0,89.52065301369403,127.47229154925796,104.71330363674204,5.0,248.86517596210908
60096-1,City,Deep Sea Explorers,2015.0,99.99,5.0,907.0,01/06/2015,31/12/2016,,,,,,,,130.79
60097-1,City,Town,2015.0,189.99,14.0,1683.0,01/06/2015,31/12/2017,199.559,500.0,9.0,139.9634975198468,139.9634975198468,139.9634975198468,1.0,246.44745260345067
60098-1,City,Trains,2015.0,199.99,5.0,984.0,01/06/2015,31/12/2017,335.9011969678308,600.0,5.0,249.99,249.99,249.99,1.0,437.7708853531
60099-1,City,Seasonal,2015.0,29.99,6.0,278.0,01/09/2015,31/12/2015,50.33087370813692,90.0,7.0,20.113785792877653,22.344371452831034,21.229078622854345,2.0,64.6922855852527
70166-1,Ultra Agents,,2015.0,9.99,2.0,109.0,01/01/2015,31/07/2015,22.5270854411802,30.0,2.0,9.6,13.425298682103708,11.275099560701236,3.0,26.263542720590102
70167-1,Ultra Agents,,2015.0,19.99,2.0,237.0,01/01/2015,31/07/2015,,,,,,,,39.73
70168-1,Ultra Agents,,2015.0,29.99,2.0,312.0,01/01/2015,31/07/2015,41.299656642163704,41.299656642163704,1.0,32.19160442956477,32.19160442956477,32.19160442956477,1.0,41.299656642163704
70169-1,Ultra Agents,,2015.0,49.99,4.0,475.0,01/01/2015,31/07/2015,59.92204727353934,61.583938908732605,2.0,27.0,39.999,33.4995,2.0,60.75299309113598
70170-1,Ultra Agents,,2015.0,79.99,4.0,614.0,01/01/2015,31/07/2015,127.65348416668782,128.71043231925114,2.0,125.40729377778275,125.40729377778275,125.40729377778275,1.0,128.18195824296947
70171-1,Ultra Agents,,2015.0,19.99,2.0,187.0,01/06/2015,31/12/2015,,,,,,,,104.3
70172-1,Ultra Agents,,2015.0,69.99,4.0,475.0,01/06/2015,31/12/2015,,,,,,,,100.0
70173-1,Ultra Agents,,2015.0,99.99,6.0,1204.0,01/06/2015,31/12/2015,363.90509355160174,363.90509355160174,1.0,218.1608180884148,218.1608180884148,218.1608180884148,1.0,363.90509355160174
70220-1,Legends of Chima,Fire vs. Ice,2015.0,14.99,2.0,161.0,01/01/2015,31/12/2015,,,,,,,,19.89
70221-1,Legends of Chima,Fire vs. Ice,2015.0,19.99,2.0,172.0,01/01/2015,31/12/2015,95.11919291448793,95.11919291448793,1.0,18.867240962885436,31.35182344444569,25.711334868698383,4.0,95.11919291448793
70222-1,Legends of Chima,Fire vs. Ice,2015.0,29.99,3.0,311.0,01/01/2015,31/12/2015,124.99,124.99,1.0,30.791969454366303,30.791969454366303,30.791969454366303,1.0,124.99
70223-1,Legends of Chima,Fire vs. Ice,2015.0,49.99,4.0,629.0,01/01/2015,31/12/2015,,,,,,,,90.0
70224-1,Legends of Chima,Fire vs. Ice,2015.0,79.99,6.0,712.0,01/01/2015,31/12/2015,,,,,,,,162.46
70225-1,Legends of Chima,Fire vs. Ice,2015.0,39.99,3.0,415.0,01/05/2015,31/12/2015,,,,,,,,52.61
70226-1,Legends of Chima,Fire vs. Ice,2015.0,59.99,5.0,621.0,01/05/2015,31/12/2015,,,,,,,,53.51
70227-1,Legends of Chima,Fire vs. Ice,2015.0,89.99,6.0,863.0,01/05/2015,31/12/2015,202.70375625652943,202.70375625652943,1.0,125.0,125.0,125.0,1.0,202.70375625652943
70228-1,Legends of Chima,Fire vs. Ice,2015.0,39.99,3.0,480.0,01/01/2015,31/12/2015,,,,,,,,44.0
70229-1,Legends of Chima,Tribe Packs,2015.0,9.99,3.0,78.0,01/01/2015,31/12/2015,14.0,42.54890324603343,3.0,7.837955861111422,10.110963060833734,8.974459460972579,2.0,26.288227763532603
70230-1,Legends of Chima,Tribe Packs,2015.0,9.99,3.0,75.0,01/01/2015,31/12/2015,16.62549876496295,39.99,4.0,11.141094402579808,13.436495761905295,12.288795082242553,2.0,28.53864515035841
70231-1,Legends of Chima,Tribe Packs,2015.0,9.99,3.0,72.0,01/01/2015,31/12/2015,27.880728705953487,39.99,3.0,12.0,16.683648904365743,14.561216301455246,3.0,33.592982080939954
70232-1,Legends of Chima,Tribe Packs,2015.0,9.99,3.0,74.0,01/01/2015,31/12/2015,17.813034391031728,27.981502424167775,5.0,14.89624763522069,20.602626834921452,17.74943723507107,2.0,22.698634203799877
70409-1,Pirates,,2015.0,12.99,2.0,84.0,01/01/2015,31/12/2015,48.31597920483831,48.31597920483831,1.0,24.57136047429653,33.591239404763236,29.081299939529885,2.0,48.31597920483831
70410-1,Pirates,,2015.0,19.99,3.0,164.0,01/01/2015,31/12/2015,106.37225811508358,106.37225811508358,1.0,55.97420192813714,55.97420192813714,55.97420192813714,2.0,106.37225811508358
70411-1,Pirates,,2015.0,19.99,3.0,181.0,01/01/2015,31/12/2015,95.98397163754451,120.67217851207756,2.0,55.0,75.0,66.67686011488203,5.0,108.32807507481104
70412-1,Pirates,,2015.0,29.99,5.0,234.0,01/01/2015,31/12/2015,156.74792014242686,179.14207974560236,5.0,111.95960093607589,115.0,113.47980046803794,2.0,171.5697065834636
70413-1,Pirates,,2015.0,99.99,7.0,745.0,01/01/2015,31/12/2015,240.7213589888093,344.0880975858669,4.0,201.0993430754793,240.72601865433495,221.753876044769,3.0,283.782965027565
70730-1,Ninjago,Possession,2015.0,29.99,3.0,298.0,01/06/2015,31/07/2016,,,,,,,,70.75
70731-1,Ninjago,Possession,2015.0,39.99,4.0,386.0,01/06/2015,31/12/2016,,,,,,,,56.24
70732-1,Ninjago,Possession,2015.0,99.99,9.0,1069.0,01/06/2015,31/12/2016,,,,,,,,202.57
70733-1,Ninjago,Possession,2015.0,19.99,2.0,212.0,01/06/2015,31/12/2016,,,,,,,,45.0
70734-1,Ninjago,Possession,2015.0,39.99,5.0,575.0,01/06/2015,31/12/2016,,,,,,,,79.78
70735-1,Ninjago,Possession,2015.0,49.99,4.0,547.0,01/06/2015,31/12/2016,104.13284215476604,218.34305613096103,3.0,42.255051928186134,66.06277082936771,54.15891137877692,2.0,152.21461322510308
70736-1,Ninjago,Possession,2015.0,69.99,6.0,658.0,01/06/2015,31/12/2016,,,,,,,,175.34
70737-1,Ninjago,Possession,2015.0,59.99,5.0,754.0,01/06/2015,31/12/2016,276.0,276.0,1.0,89.56544133290038,120.0,104.7827206664502,2.0,276.0
70738-1,Ninjago,Possession,2015.0,119.99,9.0,1253.0,01/06/2015,31/12/2016,,,,,,,,207.45
70739-1,Ninjago,Airjitzu,2015.0,9.99,1.0,46.0,01/06/2015,31/12/2016,,,,,,,,32.23
70740-1,Ninjago,Airjitzu,2015.0,9.99,1.0,45.0,01/06/2015,31/12/2016,,,,,,,,19.32
70741-1,Ninjago,Airjitzu,2015.0,9.99,1.0,47.0,01/06/2015,31/12/2016,33.580042324961646,33.580042324961646,1.0,12.0,14.89624763522069,13.58512014481722,4.0,33.580042324961646
70742-1,Ninjago,Airjitzu,2015.0,9.99,1.0,42.0,01/06/2015,31/12/2016,33.580042324961646,33.580042324961646,1.0,12.15,14.89624763522069,13.348749211740229,3.0,33.580042324961646
70743-1,Ninjago,Airjitzu,2015.0,9.99,1.0,46.0,01/06/2015,31/12/2016,,,,,,,,14.39
70744-1,Ninjago,Airjitzu,2015.0,9.99,1.0,43.0,01/06/2015,31/12/2016,25.0,25.0,1.0,2.0,15.0,11.5181135813868,6.0,25.0
70745-1,Ninjago,Tournament of Elements,2015.0,19.99,2.0,219.0,01/01/2015,31/12/2015,,,,,,,,43.2
70746-1,Ninjago,Tournament of Elements,2015.0,29.99,3.0,311.0,01/01/2015,31/07/2016,,,,,,,,37.27
70747-1,Ninjago,Tournament of Elements,2015.0,29.99,3.0,236.0,01/01/2015,31/07/2016,,,,,,,,29.24
70748-1,Ninjago,Tournament of Elements,2015.0,39.99,3.0,360.0,01/01/2015,31/07/2016,100.76252113448813,100.76252113448813,1.0,62.05997752049704,62.05997752049704,62.05997752049704,1.0,100.76252113448813
70749-1,Ninjago,Tournament of Elements,2015.0,59.99,5.0,529.0,01/01/2015,31/07/2016,200.0,235.99,2.0,25.0,88.4457333527416,56.7228666763708,3.0,217.995
70750-1,Ninjago,Tournament of Elements,2015.0,79.99,7.0,756.0,01/01/2015,31/12/2015,,,,,,,,155.24
70751-1,Ninjago,General,2015.0,199.99,13.0,2028.0,01/09/2015,31/12/2017,407.3746075195234,465.5443460345542,3.0,449.0,449.0,449.0,1.0,439.9313178513592
70752-1,Ninjago,Tournament of Elements,2015.0,6.99,2.0,58.0,01/01/2015,31/12/2015,23.6913357400722,23.6913357400722,2.0,8.901678442262257,117.56933791667132,36.74806806750233,4.0,23.6913357400722
70753-1,Ninjago,Tournament of Elements,2015.0,7.99,2.0,94.0,01/01/2015,31/12/2015,29.62593360672353,40.0,3.0,12.747229154925796,27.99269950396937,21.028100037242066,3.0,34.96184596730778
70754-1,Ninjago,Tournament of Elements,2015.0,14.99,2.0,153.0,01/01/2015,31/12/2015,,,,,,,,58.67
70755-1,Ninjago,Tournament of Elements,2015.0,19.99,2.0,188.0,01/01/2015,31/07/2016,,,,,,,,25.0
70756-1,Ninjago,Tournament of Elements,2015.0,24.99,4.0,215.0,01/01/2015,31/12/2015,,,,,,,,82.18
70778-1,Bionicle,Companions,2015.0,9.99,,64.0,01/01/2015,31/12/2015,,,,,,,,36.22
70779-1,Bionicle,Companions,2015.0,9.99,,73.0,01/01/2015,31/12/2015,,,,,,,,32.21
70780-1,Bionicle,Companions,2015.0,9.99,,71.0,01/01/2015,31/12/2015,60.38026997289537,60.38026997289537,1.0,14.88879951140308,19.706860450794434,16.478914990549377,6.0,60.38026997289537
70781-1,Bionicle,Companions,2015.0,9.99,,66.0,01/01/2015,31/12/2015,,,,,,,,43.08
70782-1,Bionicle,Companions,2015.0,9.99,,68.0,01/01/2015,31/12/2015,,,,,,,,38.37
70783-1,Bionicle,Companions,2015.0,9.99,,69.0,01/01/2015,31/12/2015,,,,,,,,49.99
70784-1,Bionicle,Toa,2015.0,14.99,,85.0,01/01/2015,31/12/2015,53.65912567426133,53.65912567426133,3.0,27.096933119842344,82.32,47.28718167261978,7.0,53.65912567426133
70785-1,Bionicle,Toa,2015.0,14.99,,66.0,01/01/2015,31/12/2015,,,,,,,,38.99
70786-1,Bionicle,Toa,2015.0,14.99,,87.0,01/01/2015,31/12/2015,110.85109003571868,123.1678778174652,2.0,34.33,73.5,44.085152605000616,7.0,117.00948392659194
70787-1,Bionicle,Toa,2015.0,19.99,,89.0,01/01/2015,31/12/2015,,,,,,,,69.99
70788-1,Bionicle,Toa,2015.0,19.99,,97.0,01/01/2015,31/12/2015,,,,,,,,79.39
70789-1,Bionicle,Toa,2015.0,19.99,,108.0,01/01/2015,31/12/2015,67.0772616268148,67.0772616268148,2.0,27.379303153535627,88.2,41.82094642146865,9.0,67.0772616268148
70790-1,Bionicle,Reboot Villains,2015.0,14.99,,145.0,01/01/2015,31/12/2015,23.655241244730455,33.591239404763236,2.0,19.804932274564155,23.177955189286635,21.491443731925393,2.0,28.623240324746845
70791-1,Bionicle,Reboot Villains,2015.0,14.99,,102.0,01/07/2015,31/07/2016,42.25,65.67087303631213,2.0,32.02364823254096,32.02364823254096,32.02364823254096,1.0,53.960436518156065
70792-1,Bionicle,Reboot Villains,2015.0,14.99,,71.0,01/07/2015,31/07/2016,,,,,,,,52.1
70793-1,Bionicle,Reboot Villains,2015.0,14.99,,72.0,01/07/2015,31/07/2016,,,,,,,,35.57
