Number,Theme,Subtheme,Year,RRP (USD),Minifigs,Pieces,Launch date,Retired Date,min_value_new,max_value_new,quantity_new,min_value_used,max_value_used,mean_value_used,quantity_used,final_value_new
6599-1,Town,Divers,1997.0,10.0,2.0,55.0,,,,,,,,,,44.45
6706-1,Western,Cowboys,1997.0,6.0,3.0,25.0,,,,,,,,,,73.71
6709-1,Western,Indians,1997.0,4.0,1.0,16.0,,,,,,,,,,52.84
6718-1,Western,Indians,1997.0,8.0,2.0,71.0,01/08/1997,31/12/1998,,,,,,,,91.15
6746-1,Western,Indians,1997.0,20.0,3.0,131.0,01/08/1997,31/12/1998,,,,,,,,274.32
6748-1,Western,Indians,1997.0,40.0,6.0,250.0,01/06/1997,31/12/1998,,,,,,,,450.64
6766-1,Western,Indians,1997.0,60.0,7.0,343.0,01/08/1997,31/12/1998,670.7050801151059,670.7050801151059,2.0,223.94159603175493,289.72443986608295,251.3016605269346,4.0,670.7050801151059
6790-1,Western,Cowboys,1997.0,2.0,1.0,19.0,,,,,,,,,,27.31
6791-1,Western,Cowboys,1997.0,2.0,1.0,19.0,,,,,,,,,,20.33
6799-1,Western,Cowboys,1997.0,10.0,4.0,69.0,01/01/1997,31/12/1997,115.95,115.95,1.0,50.0,58.22481496825628,54.11240748412814,2.0,115.95
6816-1,Space,UFO,1997.0,2.0,1.0,19.0,,,,,,,,,,19.98
6818-1,Space,UFO,1997.0,3.0,1.0,35.0,01/09/1997,31/12/1998,33.736801442183875,33.736801442183875,1.0,7.34,8.619441322291255,7.895142128462267,3.0,33.736801442183875
6829-1,Space,UFO,1997.0,6.0,1.0,52.0,01/09/1997,31/12/1998,,,,,,,,46.11
6836-1,Space,UFO,1997.0,4.0,1.0,40.0,01/09/1997,31/12/1998,,,,,,,,30.0
6900-1,Space,UFO,1997.0,22.0,1.0,114.0,,,,,,,,,,169.56
6915-1,Space,UFO,1997.0,30.0,2.0,236.0,01/09/1997,31/12/1998,237.96085266121463,237.96085266121463,1.0,50.0,134.1813595255347,99.92306415883776,5.0,237.96085266121463
6975-1,Space,UFO,1997.0,60.0,4.0,369.0,01/09/1997,31/12/1998,460.51079233141184,460.51079233141184,1.0,73.7997477390441,151.16057732143457,125.3175632144545,4.0,460.51079233141184
6979-1,Space,UFO,1997.0,80.0,3.0,292.0,01/09/1997,31/12/1998,395.8350106003274,395.8350106003274,1.0,127.47229154925796,334.7926860674736,238.06642438415193,3.0,395.8350106003274
6999-1,Space,UFO,1997.0,20.0,1.0,114.0,01/08/1997,31/12/1997,,,,,,,,168.31
8205-1,Technic,,1997.0,7.0,,64.0,01/01/1997,31/12/1999,,,,,,,,23.73
8215-1,Technic,,1997.0,8.0,,108.0,01/01/1997,31/12/1999,,,,,,,,38.72
8216-1,Technic,,1997.0,10.0,,91.0,01/01/1997,31/12/1999,29.487867006301116,29.487867006301116,1.0,10.734508762042775,20.188105643169298,15.461307202606037,2.0,29.487867006301116
8229-1,Technic,,1997.0,22.0,1.0,186.0,01/01/1997,31/12/1999,53.67254381021389,53.67254381021389,1.0,15.0,41.56374691240737,28.281873456203684,2.0,53.67254381021389
8232-1,Technic,,1997.0,25.0,1.0,280.0,,,,,,,,,,69.64
8250-1,Technic,,1997.0,49.5,1.0,383.0,,,,,,,,,,125.55
8277-1,Technic,,1997.0,40.0,,546.0,01/01/1997,31/12/1998,,,,,,,,143.66
8299-1,Technic,,1997.0,50.0,1.0,0.0,,,,,,,,,,108.62
8414-1,Technic,,1997.0,30.0,,244.0,01/01/1997,31/12/1999,120.65290253385174,120.65290253385174,1.0,27.99269950396937,27.99269950396937,27.99269950396937,1.0,120.65290253385174
8437-1,Technic,,1997.0,54.0,,419.0,01/08/1997,31/12/1998,,,,,,,,112.08
8459-1,Technic,,1997.0,82.0,,591.0,01/08/1997,31/12/1999,,,,,,,,322.64
8479-1,Technic,,1997.0,164.0,,1280.0,01/08/1997,31/12/1999,447.88319206350985,447.88319206350985,1.0,111.97079801587746,201.27203928830207,164.13203804319448,3.0,447.88319206350985
8735-1,Technic,Supplementary,1997.0,40.0,,60.0,01/08/1997,31/12/2003,,,,,,,,34.22
9291-1,Dacta,,1997.0,59.5,,822.0,,,,,,,,,,167.25
9376-1,Dacta,Castle,1997.0,63.5,14.0,321.0,,,,,,,,,,195.0
9615-1,Dacta,Technic,1997.0,32.0,,3.0,,,,,,,,,,44.55
9630-1,Dacta,Technic,1997.0,80.0,,277.0,,,,,,,,,,136.16
624-1,Basic,Supplementaries,1996.0,26.0,,27.0,,,,,,,,,,32.44
626-1,Basic,Supplementaries,1996.0,4.99,,1.0,,,7.99,14.089042750181145,25.0,7.19,9.517517831349585,8.353758915674792,2.0,10.776127240958584
627-1,Basic,Supplementaries,1996.0,5.5,,1.0,,,,,,,,,,11.99
628-1,Basic,Supplementaries,1996.0,14.99,,1.0,,,19.87481664781825,27.164115598651872,2.0,20.67976362044118,20.67976362044118,20.67976362044118,2.0,23.519466123235063
630-1,Basic,Supplementaries,1996.0,2.49,,1.0,,,,,,,,,,1.25
639-1,Basic,Supplementaries,1996.0,19.75,,400.0,,,,,,,,,,42.43
1728-1,Aquazone,Aquanauts,1996.0,10.0,1.0,97.0,,,,,,,,,,54.0
1737-1,Space,Exploriens,1996.0,20.0,2.0,196.0,,,,,,,,,,89.98
1747-1,Pirates,,1996.0,2.0,1.0,22.0,,,,,,,,,,36.03
1749-1,Aquazone,Aquanauts,1996.0,2.0,1.0,16.0,,,,,,,,,,9.82
1802-1,Pirates,,1996.0,2.0,1.0,22.0,,,,,,,,,,24.99
1804-1,Castle,Royal Knights,1996.0,2.0,1.0,21.0,,,,,,,,,,37.2
1808-1,Town,Special,1996.0,10.0,2.0,122.0,,,,,,,,,,113.94
1817-1,Town,Special,1996.0,15.0,3.0,135.0,01/03/1996,31/12/2001,,,,,,,,53.95
1821-1,Town,Racing,1996.0,11.0,3.0,196.0,,,,,,,,,,125.0
1854-1,Town,Special,1996.0,23.0,2.0,144.0,,,,,,,,,,171.59
2150-1,Trains,9V,1996.0,73.0,8.0,599.0,,,,,,,,,,493.81
2673-1,Duplo,,1996.0,7.0,1.0,5.0,,,,,,,,,,5.0
2674-1,Duplo,,1996.0,10.0,2.0,7.0,,,,,,,,,,10.0
2695-1,Duplo,,1996.0,5.0,1.0,3.0,,,,,,,,,,18.95
2696-1,Duplo,,1996.0,13.0,1.0,10.0,,,,,,,,,,26.85
2697-1,Duplo,,1996.0,16.0,1.0,16.0,,,,,,,,,,25.68
2699-1,Duplo,,1996.0,66.0,4.0,64.0,,,,,,,,,,119.6
2731-1,Duplo,Trains,1996.0,15.0,1.0,9.0,,,,,,,,,,30.0
2745-1,Duplo,Trains,1996.0,100.0,3.0,83.0,,,,,,,,,,213.49
4002-1,Boats,,1996.0,13.0,1.0,54.0,,,,,,,,,,59.43
4012-1,Boats,,1996.0,20.0,2.0,99.0,,,,,,,,,,73.8
4022-1,Boats,,1996.0,30.0,3.0,193.0,,,,,,,,,,179.95
4532-1,Trains,9V,1996.0,24.0,1.0,135.0,,,,,,,,,,149.95
4559-1,Trains,9V,1996.0,130.0,7.0,842.0,01/07/1996,30/01/1999,727.8101871032035,778.1981659183285,2.0,201.54743642857943,503.857393991647,317.8653140594266,6.0,753.004176510766
4565-1,Trains,9V,1996.0,140.0,3.0,914.0,01/09/1996,31/12/2002,,,,,,,,547.04
5029-1,Service Packs,Duplo,1996.0,12.0,6.0,5.0,,,,,,,,,,22.75
5087-1,Service Packs,Toolo,1996.0,2.75,,1.0,,,,,,,,,,1.27
5089-1,Service Packs,Duplo,1996.0,12.0,6.0,5.0,,,,,,,,,,50.18
5090-1,Service Packs,Duplo,1996.0,12.0,6.0,5.0,,,,,,,,,,100.0
5128-1,Service Packs,,1996.0,3.5,,80.0,,,,,,,,,,13.21
5129-1,Service Packs,Space,1996.0,4.25,,25.0,,,,,,,,,,39.99
5130-1,Service Packs,,1996.0,3.0,,14.0,,,,,,,,,,8.92
5131-1,Service Packs,,1996.0,3.5,,27.0,,,,,,,,,,11.26
5133-1,Service Packs,Town,1996.0,3.0,,47.0,,,,,,,,,,14.33
5140-1,Service Packs,,1996.0,5.0,,62.0,,,,,,,,,,12.99
5141-1,Service Packs,,1996.0,5.0,,62.0,,,,,,,,,,20.0
5142-1,Service Packs,,1996.0,5.0,,62.0,,,,,,,,,,40.0
5143-1,Service Packs,,1996.0,5.0,,62.0,,,,,,,,,,20.0
5144-1,Service Packs,,1996.0,5.0,,62.0,,,,,,,,,,4.99
5145-1,Service Packs,,1996.0,5.0,,62.0,,,,,,,,,,40.0
5146-1,Service Packs,,1996.0,5.0,,42.0,,,,,,,,,,4.99
5147-1,Service Packs,,1996.0,5.0,,42.0,,,,,,,,,,14.99
5149-1,Service Packs,,1996.0,5.0,,38.0,,,,,,,,,,16.92
5151-1,Service Packs,,1996.0,5.0,,59.0,,,,,,,,,,6.99
5152-1,Service Packs,,1996.0,5.0,,60.0,,,,,,,,,,9.29
5289-1,Service Packs,Technic,1996.0,4.5,,64.0,,,,,,,,,,8.0
5290-1,Service Packs,Technic,1996.0,3.5,,16.0,,,,,,,,,,7.0
5291-1,Service Packs,Technic,1996.0,3.0,,12.0,,,,,,,,,,1.61
5293-1,Service Packs,,1996.0,12.25,,1.0,,,,,,,,,,55.4
5309-1,Service Packs,Trains,1996.0,3.0,,1.0,,,,,,,,,,27.5
5310-1,Service Packs,Trains,1996.0,5.0,,4.0,,,,,,,,,,15.0
5396-1,Service Packs,,1996.0,3.5,,8.0,,,,,,,,,,8.55
5397-1,Service Packs,,1996.0,4.0,,12.0,,,,,,,,,,42.51
5398-1,Service Packs,,1996.0,4.25,,43.0,,,,,,,,,,4.5
5571-1,Model Team,,1996.0,139.0,,1757.0,,,,,,,,,,1470.72
6024-1,Castle,Dark Forest,1996.0,6.5,2.0,59.0,01/06/1996,31/12/1998,,,,,,,,132.69
6046-1,Castle,Dark Forest,1996.0,24.0,5.0,216.0,,,,,,,,,,550.0
6079-1,Castle,Dark Forest,1996.0,50.0,7.0,464.0,,,1374.1721410376726,1374.1721410376726,1.0,500.0,500.0,500.0,1.0,1374.1721410376726
6104-1,Aquazone,Accessories,1996.0,7.25,2.0,20.0,,,,,,,,,,49.99
6135-1,Aquazone,Aquasharks,1996.0,8.75,1.0,57.0,01/01/1996,31/12/1997,,,,,,,,20.0
6145-1,Aquazone,Aquanauts,1996.0,12.0,1.0,96.0,01/04/1996,31/12/1998,117.30124681592709,117.30124681592709,1.0,16.772669940691838,60.38161178649062,35.17722667024862,4.0,117.30124681592709
6190-1,Aquazone,Aquasharks,1996.0,50.0,2.0,258.0,01/07/1996,31/12/1997,469.2250971980159,469.2250971980159,1.0,97.55552576306027,100.0,98.77776288153017,2.0,469.2250971980159
6232-1,Pirates,Imperial Armada,1996.0,3.0,2.0,28.0,,,60.0,75.75,2.0,11.197079801587746,17.12323665668618,13.767535026066763,4.0,67.875
6244-1,Pirates,Imperial Armada,1996.0,8.75,1.0,71.0,01/04/1996,31/12/1996,140.7628368413997,140.7628368413997,1.0,53.67254381021389,77.18981569447082,64.08493720659109,5.0,140.7628368413997
6248-1,Pirates,,1996.0,12.0,2.0,119.0,,,145.0,201.09263976404344,2.0,39.18977930555711,64.4,50.792040032341006,7.0,173.04631988202172
6280-1,Pirates,Imperial Armada,1996.0,50.0,3.0,284.0,,,,,,,,,,488.0
6289-1,Pirates,,1996.0,99.0,7.0,703.0,,,559.8427929995858,559.8427929995858,1.0,402.54407857660414,470.2773516666853,436.4107151216447,2.0,559.8427929995858
6296-1,Pirates,,1996.0,29.75,4.0,216.0,,,,,,,,,,331.38
6318-1,Town,Accessories,1996.0,4.5,,49.0,,,,,,,,,,28.0
6331-1,Town,Flight,1996.0,16.5,2.0,161.0,,,,,,,,,,100.93
6334-1,Town,Leisure,1996.0,20.0,4.0,181.0,01/07/1996,31/12/1997,,,,,,,,90.37
6335-1,Town,Racing,1996.0,30.0,3.0,397.0,,,,,,,,,,309.07
6337-1,Town,Racing,1996.0,40.0,6.0,329.0,01/07/1996,31/12/1997,,,,,,,,312.54
6404-1,Town,Paradisa,1996.0,8.75,2.0,62.0,,,,,,,,,,79.99
6418-1,Town,Paradisa,1996.0,42.0,5.0,280.0,,,,,,,,,,511.25
6491-1,Time Cruisers,,1996.0,4.5,1.0,58.0,01/07/1996,31/12/1998,,,,,,,,20.43
6492-1,Time Cruisers,,1996.0,22.0,2.0,152.0,01/07/1996,31/12/1998,139.9634975198468,139.9634975198468,1.0,27.981502424167775,41.68250047501425,34.83200144959101,2.0,139.9634975198468
6493-1,Time Cruisers,,1996.0,44.0,2.0,237.0,01/07/1996,31/12/1998,110.8398929559171,122.04816983730645,5.0,47.027735166668535,67.18247880952647,54.86569102777995,3.0,116.44403139661176
6494-1,Time Cruisers,,1996.0,64.0,4.0,504.0,,,,,,,,,,237.2
6517-1,Town,Leisure,1996.0,3.0,1.0,29.0,,,35.0,35.0,1.0,3.0,15.0,6.172376341140489,11.0,35.0
6518-1,Town,Coastguard,1996.0,3.5,1.0,37.0,01/07/1996,31/12/1997,,,,,,,,15.14
6545-1,Town,Police,1996.0,26.5,3.0,286.0,,,,,,,,,,62.62
6546-1,Town,Racing,1996.0,4.0,1.0,39.0,,,,,,,,,,33.66
6563-1,Town,Leisure,1996.0,27.5,3.0,233.0,,,175.0,175.0,1.0,33.591239404763236,39.18977930555711,36.39050935516018,3.0,175.0
6581-1,Town,Construction,1996.0,13.25,2.0,127.0,01/07/1996,31/12/1997,,,,,,,,54.59
6598-1,Town,Police,1996.0,66.0,8.0,552.0,01/01/1996,31/12/1997,,,,,,,,270.69
6615-1,Town,Flight,1996.0,8.75,1.0,76.0,01/07/1996,31/12/1997,,,,,,,,56.4
6625-1,Town,Police,1996.0,6.75,2.0,62.0,,,,,,,,,,80.0
6712-1,Western,Cowboys,1996.0,4.0,2.0,28.0,01/09/1996,31/12/1998,,,,,,,,81.1
6716-1,Western,Cowboys,1996.0,8.0,1.0,64.0,01/09/1996,31/12/1998,,,,,,,,152.52
6755-1,Western,Cowboys,1996.0,25.0,4.0,176.0,01/08/1996,31/12/1998,318.40058989140636,318.40058989140636,1.0,55.85348050825997,90.956,69.23369383057128,6.0,318.40058989140636
6761-1,Western,Cowboys,1996.0,40.0,5.0,250.0,,,335.9011969678308,335.9011969678308,1.0,134.1813595255347,165.0,149.59067976276737,2.0,335.9011969678308
6765-1,Western,Cowboys,1996.0,50.0,6.0,350.0,,,,,,,,,,588.15
6769-1,Western,Cowboys,1996.0,85.0,10.0,687.0,01/10/1996,31/12/1998,,,,,,,,400.0
6815-1,Space,Exploriens,1996.0,3.0,1.0,29.0,,,,,,,,,,25.0
6854-1,Space,Exploriens,1996.0,6.0,1.0,53.0,01/04/1996,31/12/1996,,,,,,,,112.59
6856-1,Space,Exploriens,1996.0,8.0,1.0,80.0,01/04/1996,31/12/1997,,,,,,,,37.91
6899-1,Space,Exploriens,1996.0,15.0,2.0,158.0,01/04/1996,31/12/1997,134.05952540555035,134.05952540555035,1.0,22.394159603175492,50.0,30.440333711628146,9.0,134.05952540555035
6938-1,Space,Exploriens,1996.0,24.0,2.0,196.0,01/04/1996,31/12/1996,,,,,,,,137.63
6958-1,Space,Exploriens,1996.0,40.0,3.0,267.0,01/01/1996,31/12/1997,,,,,,,,338.54
6982-1,Space,Exploriens,1996.0,80.0,4.0,662.0,01/01/1996,31/12/1997,,,,,,,,312.0
8207-1,Technic,,1996.0,8.0,,86.0,01/01/1996,31/12/1998,,,,,,,,23.48
8230-1,Technic,,1996.0,22.0,1.0,175.0,,,65.98,65.98,1.0,25.0,39.18977930555711,28.794122293709098,6.0,65.98
8244-1,Technic,,1996.0,33.0,1.0,275.0,01/01/1996,31/12/1998,,,,,,,,39.0
8286-1,Technic,,1996.0,84.0,2.0,734.0,,,254.94458309851595,254.94458309851595,1.0,66.06277082936771,334.7926860674736,131.20142869053038,5.0,254.94458309851595
8408-1,Technic,,1996.0,30.0,,289.0,01/08/1996,31/12/1998,,,,,,,,60.0
8425-1,Technic,,1996.0,49.5,,465.0,,,,,,,,,,110.23
8443-1,Technic,,1996.0,59.0,,327.0,01/08/1996,31/12/1998,,,,,,,,274.45
8456-1,Technic,,1996.0,74.0,,404.0,01/08/1996,31/12/1998,,,,,,,,132.1
8480-1,Technic,,1996.0,158.0,,1368.0,01/08/1996,31/12/1998,725.0,894.646676146861,5.0,268.7299152381059,536.6583474223761,425.00767366661785,3.0,807.9950057897735
9293-1,Dacta,,1996.0,31.5,30.0,182.0,,,,,,,,,,83.0
9833-1,Dacta,,1996.0,23.99,,1.0,,,,,,,,,,6.71
1710-1,Town,Leisure,1994.0,2.0,1.0,24.0,,,,,,,,,,15.99
1711-1,Space,Ice Planet 2002,1994.0,2.0,1.0,19.0,,,,,,,,,,60.0
1712-1,Castle,Dragon Knights,1994.0,2.0,1.0,23.0,,,59.59,59.59,1.0,27.99269950396937,27.99269950396937,27.99269950396937,1.0,59.59
1720-1,Town,Bonus/Value Pack,1994.0,10.0,,133.0,,,,,,,,,,49.0
1721-1,Town,Bonus/Value Pack,1994.0,15.0,,155.0,,,,,,,,,,160.0
1723-1,Assorted,Bonus/Value Pack,1994.0,8.0,,72.0,,,,,,,,,,339.85
1906-1,Castle,Dragon Knights,1994.0,20.0,3.0,195.0,,,,,,,,,,300.0
2621-1,Duplo,,1994.0,9.0,1.0,4.0,,,,,,,,,,21.82
2682-1,Duplo,,1994.0,13.0,3.0,5.0,,,,,,,,,,100.45
2738-1,Duplo,Trains,1994.0,17.0,,11.0,,,,,,,,,,36.52
2784-1,Duplo,,1994.0,6.0,2.0,2.0,,,,,,,,,,38.0
2787-1,Duplo,,1994.0,9.0,2.0,11.0,,,,,,,,,,40.05
2794-1,Duplo,,1994.0,84.0,3.0,76.0,,,,,,,,,,246.15
4525-1,Trains,9V,1994.0,10.0,1.0,84.0,,,,,,,,,,115.6
4544-1,Trains,9V,1994.0,18.75,1.0,143.0,,,162.34602688994443,162.34602688994443,1.0,55.983159591978406,55.983159591978406,55.983159591978406,1.0,162.34602688994443
4564-1,Trains,9V,1994.0,134.0,3.0,587.0,,,,,,,,,,838.71
5121-1,Service Packs,,1994.0,4.25,,29.0,,,,,,,,,,30.31
5122-1,Service Packs,Pirates,1994.0,3.0,,22.0,,,,,,,,,,59.5
5124-1,Service Packs,,1994.0,3.5,,28.0,,,,,,,,,,13.85
5137-1,Service Packs,Town,1994.0,3.5,,44.0,,,,,,,,,,14.0
5138-1,Service Packs,Castle,1994.0,3.5,,35.0,,,,,,,,,,108.76
5245-1,Service Packs,Technic,1994.0,3.25,,6.0,,,,,,,,,,11.3
5278-1,Service Packs,Technic,1994.0,4.0,,35.0,,,,,,,,,,17.75
5281-1,Service Packs,,1994.0,4.0,,4.0,,,,,,,,,,7.44
5282-1,Service Packs,,1994.0,6.0,,4.0,,,,,,,,,,15.0
5283-1,Service Packs,,1994.0,4.0,,4.0,,,,,,,,,,2.43
5284-1,Service Packs,,1994.0,4.0,,3.0,,,,,,,,,,24.31
5285-1,Service Packs,Technic,1994.0,4.5,,2.0,,,,,,,,,,13.72
5286-1,Service Packs,Technic,1994.0,4.5,,64.0,,,,,,,,,,9.8
5591-1,Model Team,,1994.0,110.0,,1172.0,,,,,,,,,,649.95
5860-1,Belville,,1994.0,25.0,2.0,52.0,,,,,,,,,,82.48
5870-1,Belville,,1994.0,42.0,2.0,92.0,,,,,,,,,,67.42
5880-1,Belville,,1994.0,54.0,2.0,119.0,,,,,,,,,,96.03
5890-1,Belville,,1994.0,99.0,4.0,213.0,,,,,,,,,,194.0
6236-1,Pirates,Islanders,1994.0,4.0,1.0,45.0,,,76.76,76.76,1.0,18.911867784881704,32.2,24.04634426541558,6.0,76.76
6246-1,Pirates,Islanders,1994.0,7.25,2.0,59.0,,,45.45,45.45,1.0,22.270991725358027,40.25440785766042,28.80198296019363,8.0,45.45
6256-1,Pirates,Islanders,1994.0,12.0,2.0,63.0,,,,,,,,,,91.0
6262-1,Pirates,Islanders,1994.0,21.0,5.0,146.0,,,,,,,,,,284.43
6264-1,Pirates,Islanders,1994.0,29.75,4.0,214.0,,,475.0142504275128,475.0142504275128,1.0,78.37955861111422,100.0,89.18977930555711,2.0,475.0142504275128
6278-1,Pirates,Islanders,1994.0,66.0,7.0,428.0,,,895.7551870472181,1187.535626068782,3.0,223.94159603175493,446.76348408335105,338.1571736211691,6.0,1085.4545370260646
6340-1,Town,Fire,1994.0,20.0,2.0,177.0,,,,,,,,,,147.85
6341-1,Town,Flight,1994.0,13.25,2.0,106.0,,,,,,,,,,47.0
6348-1,Town,Police,1994.0,33.0,3.0,311.0,,,175.0,175.0,1.0,27.99269950396937,39.077808507541235,33.32940716563229,5.0,175.0
6350-1,Town,Shops and Services,1994.0,15.0,3.0,152.0,,,,,,,,,,207.56
6402-1,Town,Paradisa,1994.0,7.25,2.0,47.0,,,,,,,,,,19.99
6410-1,Town,Paradisa,1994.0,25.5,4.0,152.0,,,155.0,155.0,1.0,55.98539900793873,60.0,57.99269950396936,2.0,155.0
6483-1,Town,Police,1994.0,48.0,3.0,243.0,,,,,,,,,,402.87
6514-1,Town,Vehicles,1994.0,3.25,1.0,36.0,,,,,,,,,,26.07
6515-1,Town,Flight,1994.0,3.25,1.0,35.0,,,26.836271905106944,26.836271905106944,1.0,3.918977930555711,11.197079801587746,6.28009298394258,5.0,26.836271905106944
6537-1,Town,Boats,1994.0,4.5,1.0,50.0,,,,,,,,,,28.6
6538-1,Town,Vehicles,1994.0,4.5,1.0,57.0,,,,,,,,,,42.0
6543-1,Town,Boats,1994.0,85.0,7.0,709.0,,,,,,,,,,480.1
6561-1,Town,Vehicles,1994.0,26.5,3.0,237.0,,,,,,,,,,216.15
6571-1,Town,Fire,1994.0,55.0,4.0,428.0,,,435.7085400187693,513.9459628928776,3.0,67.18247880952647,88.78164574678924,80.12350379021152,4.0,484.1344620009789
6597-1,Town,Flight,1994.0,109.0,12.0,894.0,,,,,,,,,,672.67
6665-1,Town,Leisure,1994.0,7.25,3.0,77.0,,,40.0,40.0,1.0,9.954203943611509,10.412477097019265,10.14801762068658,3.0,40.0
6666-1,Town,Medical,1994.0,9.25,2.0,79.0,,,,,,,,,,51.39
6705-1,Space,Miscellaneous,1994.0,6.0,5.0,39.0,,,133.24524963889417,133.24524963889417,1.0,20.098758243850003,27.99269950396937,23.454149824392463,3.0,133.24524963889417
6835-1,Space,Spyrius,1994.0,4.0,1.0,47.0,,,,,,,,,,60.0
6889-1,Space,Spyrius,1994.0,12.0,1.0,135.0,,,,,,,,,,83.0
6939-1,Space,Spyrius,1994.0,27.0,2.0,222.0,,,,,,,,,,420.5
6949-1,Space,Spyrius,1994.0,36.0,3.0,369.0,,,301.6423113017831,301.6423113017831,1.0,53.67254381021389,78.26758781309834,64.70275152400914,6.0,301.6423113017831
6959-1,Space,Spyrius,1994.0,36.0,3.0,287.0,,,,,,,,,,415.69
6991-1,Space,Unitron,1994.0,178.0,4.0,573.0,,,,,,,,,,1250.0
8032-1,Technic,Universal,1994.0,26.5,,215.0,,,,,,,,,,68.0
8062-1,Technic,Universal,1994.0,68.0,,403.0,,,,,,,,,,112.62
8808-1,Technic,,1994.0,8.75,,94.0,,,,,,,,,,54.47
8858-1,Technic,,1994.0,69.0,,461.0,,,,,,,,,,199.95
8880-1,Technic,,1994.0,130.0,,1343.0,,,,,,,,,,838.46
1714-1,Space,Spyrius,1995.0,1.99,1.0,22.0,,,,,,,,,,19.99
1746-1,Castle,Dragon Knights,1995.0,2.5,1.0,17.0,,,,,,,,,,47.71
1759-1,Duplo,,1995.0,0.6,,7.0,,,,,,,,,,3.95
1785-1,Space,Miscellaneous,1995.0,10.0,,143.0,,,,,,,,,,25.0
1787-1,Space,Unitron,1995.0,18.0,2.0,183.0,,,,,,,,,,253.55
1788-1,Pirates,,1995.0,22.0,4.0,159.0,,,,,,,,,,169.17
1789-1,Space,Unitron,1995.0,27.0,2.0,292.0,,,,,,,,,,641.91
1807-1,Town,Seasonal,1995.0,2.0,1.0,17.0,,,,,,,,,,10.38
1822-1,Aquazone,Aquanauts,1995.0,20.0,2.0,192.0,,,,,,,,,,168.8
2659-1,Duplo,,1995.0,8.0,,8.0,,,,,,,,,,18.18
2690-1,Duplo,,1995.0,8.0,1.0,6.0,,,,,,,,,,9.0
2691-1,Duplo,,1995.0,18.75,1.0,12.0,,,,,,,,,,39.58
2785-1,Duplo,,1995.0,8.75,1.0,9.0,,,,,,,,,,45.48
2925-1,Duplo,Toolo,1995.0,25.0,1.0,20.0,,,,,,,,,,81.81
4130-1,Freestyle,,1995.0,2.0,,37.0,,,,,,,,,,5.99
4133-1,Freestyle,,1995.0,16.5,,135.0,,,,,,,,,,51.36
4142-1,Freestyle,,1995.0,8.0,,98.0,,,,,,,,,,9.95
4144-1,Freestyle,,1995.0,22.0,,141.0,,,,,,,,,,38.33
4146-1,Freestyle,,1995.0,33.0,,410.0,,,,,,,,,,43.05
4150-1,Freestyle,,1995.0,3.5,1.0,88.0,,,,,,,,,,7.78
4151-1,Freestyle,,1995.0,13.0,2.0,272.0,,,,,,,,,,54.22
4152-1,Freestyle,,1995.0,20.0,,400.0,,,,,,,,,,100.0
4161-1,Freestyle,,1995.0,20.0,2.0,283.0,,,,,,,,,,71.09
4163-1,Freestyle,,1995.0,45.0,,349.0,,,,,,,,,,35.64
4552-1,Trains,9V,1995.0,38.5,2.0,282.0,,,,,,,,,,263.0
4555-1,Trains,9V,1995.0,66.0,3.0,389.0,,,575.0,778.1970462103484,3.0,161.01763143064167,223.94159603175493,198.31974248746553,3.0,673.1410981349399
5125-1,Service Packs,Town,1995.0,3.0,,31.0,,,,,,,,,,39.99
5126-1,Service Packs,,1995.0,3.5,,18.0,,,,,,,,,,12.0
5132-1,Service Packs,,1995.0,3.5,,32.0,,,,,,,,,,5.51
5135-1,Service Packs,Castle,1995.0,3.5,,30.0,,,,,,,,,,50.0
5160-1,Service Packs,Aquazone,1995.0,3.0,,18.0,,,,,,,,,,16.46
5268-1,Service Packs,,1995.0,4.0,,8.0,,,,,,,,,,6.06
5269-1,Service Packs,Technic,1995.0,3.25,,12.0,,,,,,,,,,4.99
5287-1,Service Packs,Technic,1995.0,4.0,,18.0,,,,,,,,,,8.99
5541-1,Model Team,,1995.0,39.5,,421.0,,,,,,,,,,242.25
5810-1,Belville,,1995.0,5.5,1.0,23.0,,,,,,,,,,23.63
5830-1,Belville,,1995.0,11.0,2.0,29.0,,,,,,,,,,29.9
5840-1,Belville,,1995.0,19.75,1.0,87.0,,,,,,,,,,29.0
6008-1,Castle,Royal Knights,1995.0,3.0,1.0,10.0,,,114.0541555967045,114.0541555967045,1.0,10.637225811508358,15.608729243413316,13.122977527460836,2.0,114.0541555967045
6036-1,Castle,Royal Knights,1995.0,8.0,2.0,74.0,,,,,,,,,,83.8
6044-1,Castle,Royal Knights,1995.0,16.5,4.0,124.0,,,,,,,,,,271.62
6078-1,Castle,Royal Knights,1995.0,30.0,5.0,258.0,,,,,,,,,,403.9
6090-1,Castle,Royal Knights,1995.0,95.0,11.0,764.0,,,,,,,,,,2104.42
6115-1,Aquazone,Aquasharks,1995.0,3.5,1.0,28.0,,,33.545339881383676,33.545339881383676,1.0,2.1834305613096103,16.101763143064165,6.574748955926947,10.0,33.545339881383676
6125-1,Aquazone,Aquanauts,1995.0,4.0,1.0,32.0,,,,,,,,,,33.97
6155-1,Aquazone,Aquasharks,1995.0,22.0,1.0,103.0,,,,,,,,,,120.0
6175-1,Aquazone,Aquanauts,1995.0,33.0,2.0,167.0,,,234.60919694329,256.4131274563594,3.0,35.83065536508079,67.09067976276735,45.60595382025605,4.0,245.5111621998247
