Number,Theme,Subtheme,Year,RRP (USD),Value new (USD),Minifigs,Pieces,Launch date,Retired Date
6581-1,Town,Construction,1996,13.25,54.59,2.0,127.0,01/07/1996,31/12/1997
6598-1,Town,Police,1996,66.0,270.69,8.0,552.0,01/01/1996,31/12/1997
6615-1,Town,Flight,1996,8.75,56.4,1.0,76.0,01/07/1996,31/12/1997
6625-1,Town,Police,1996,6.75,80.0,2.0,62.0,,
6712-1,Western,Cowboys,1996,4.0,81.1,2.0,28.0,01/09/1996,31/12/1998
6716-1,Western,Cowboys,1996,8.0,152.52,1.0,64.0,01/09/1996,31/12/1998
6755-1,Western,Cowboys,1996,25.0,375.0,4.0,176.0,01/08/1996,31/12/1998
6761-1,Western,Cowboys,1996,40.0,544.12,5.0,250.0,,
6765-1,Western,Cowboys,1996,50.0,588.15,6.0,350.0,,
6769-1,Western,Cowboys,1996,85.0,400.0,10.0,687.0,01/10/1996,31/12/1998
6815-1,Space,Exploriens,1996,3.0,25.0,1.0,29.0,,
6854-1,Space,Exploriens,1996,6.0,112.59,1.0,53.0,01/04/1996,31/12/1996
6856-1,Space,Exploriens,1996,8.0,37.91,1.0,80.0,01/04/1996,31/12/1997
6899-1,Space,Exploriens,1996,15.0,65.03,2.0,158.0,01/04/1996,31/12/1997
6938-1,Space,Exploriens,1996,24.0,137.63,2.0,196.0,01/04/1996,31/12/1996
6958-1,Space,Exploriens,1996,40.0,338.54,3.0,267.0,01/01/1996,31/12/1997
6982-1,Space,Exploriens,1996,80.0,312.0,4.0,662.0,01/01/1996,31/12/1997
8207-1,Technic,,1996,8.0,23.48,,86.0,01/01/1996,31/12/1998
8230-1,Technic,,1996,22.0,40.0,1.0,175.0,,
8244-1,Technic,,1996,33.0,39.0,1.0,275.0,01/01/1996,31/12/1998
8286-1,Technic,,1996,84.0,197.13,2.0,734.0,,
8408-1,Technic,,1996,30.0,60.0,,289.0,01/08/1996,31/12/1998
8425-1,Technic,,1996,49.5,110.23,,465.0,,
8443-1,Technic,,1996,59.0,274.45,,327.0,01/08/1996,31/12/1998
8456-1,Technic,,1996,74.0,132.1,,404.0,01/08/1996,31/12/1998
8480-1,Technic,,1996,158.0,742.0,,1368.0,01/08/1996,31/12/1998
9293-1,Dacta,,1996,31.5,83.0,30.0,182.0,,
9833-1,Dacta,,1996,23.99,6.71,,1.0,,
1710-1,Town,Leisure,1994,2.0,15.99,1.0,24.0,,
1711-1,Space,Ice Planet 2002,1994,2.0,60.0,1.0,19.0,,
1712-1,Castle,Dragon Knights,1994,2.0,57.59,1.0,23.0,,
1720-1,Town,Bonus/Value Pack,1994,10.0,49.0,,133.0,,
1721-1,Town,Bonus/Value Pack,1994,15.0,160.0,,155.0,,
1723-1,Assorted,Bonus/Value Pack,1994,8.0,339.85,,72.0,,
1906-1,Castle,Dragon Knights,1994,20.0,300.0,3.0,195.0,,
2621-1,Duplo,,1994,9.0,21.82,1.0,4.0,,
2682-1,Duplo,,1994,13.0,100.45,3.0,5.0,,
2738-1,Duplo,Trains,1994,17.0,36.52,,11.0,,
2784-1,Duplo,,1994,6.0,38.0,2.0,2.0,,
2787-1,Duplo,,1994,9.0,40.05,2.0,11.0,,
2794-1,Duplo,,1994,84.0,246.15,3.0,76.0,,
4525-1,Trains,9V,1994,10.0,115.6,1.0,84.0,,
4544-1,Trains,9V,1994,18.75,152.34,1.0,143.0,,
4564-1,Trains,9V,1994,134.0,838.71,3.0,587.0,,
5121-1,Service Packs,,1994,4.25,30.31,,29.0,,
5122-1,Service Packs,Pirates,1994,3.0,59.5,,22.0,,
5124-1,Service Packs,,1994,3.5,13.85,,28.0,,
5137-1,Service Packs,Town,1994,3.5,14.0,,44.0,,
5138-1,Service Packs,Castle,1994,3.5,108.76,,35.0,,
5245-1,Service Packs,Technic,1994,3.25,11.3,,6.0,,
5278-1,Service Packs,Technic,1994,4.0,17.75,,35.0,,
5281-1,Service Packs,,1994,4.0,7.44,,4.0,,
5282-1,Service Packs,,1994,6.0,15.0,,4.0,,
5283-1,Service Packs,,1994,4.0,2.43,,4.0,,
5284-1,Service Packs,,1994,4.0,24.31,,3.0,,
5285-1,Service Packs,Technic,1994,4.5,13.72,,2.0,,
5286-1,Service Packs,Technic,1994,4.5,9.8,,64.0,,
5591-1,Model Team,,1994,110.0,649.95,,1172.0,,
5860-1,Belville,,1994,25.0,82.48,2.0,52.0,,
5870-1,Belville,,1994,42.0,67.42,2.0,92.0,,
5880-1,Belville,,1994,54.0,96.03,2.0,119.0,,
5890-1,Belville,,1994,99.0,194.0,4.0,213.0,,
6236-1,Pirates,Islanders,1994,4.0,74.89,1.0,45.0,,
6246-1,Pirates,Islanders,1994,7.25,70.29,2.0,59.0,,
6256-1,Pirates,Islanders,1994,12.0,91.0,2.0,63.0,,
6262-1,Pirates,Islanders,1994,21.0,284.43,5.0,146.0,,
6264-1,Pirates,Islanders,1994,29.75,306.3,4.0,214.0,,
6278-1,Pirates,Islanders,1994,66.0,524.35,7.0,428.0,,
6340-1,Town,Fire,1994,20.0,147.85,2.0,177.0,,
6341-1,Town,Flight,1994,13.25,47.0,2.0,106.0,,
6348-1,Town,Police,1994,33.0,207.8,3.0,311.0,,
6350-1,Town,Shops and Services,1994,15.0,207.56,3.0,152.0,,
6402-1,Town,Paradisa,1994,7.25,19.99,2.0,47.0,,
6410-1,Town,Paradisa,1994,25.5,121.74,4.0,152.0,,
6483-1,Town,Police,1994,48.0,402.87,3.0,243.0,,
6514-1,Town,Vehicles,1994,3.25,26.07,1.0,36.0,,
6515-1,Town,Flight,1994,3.25,29.3,1.0,35.0,,
6537-1,Town,Boats,1994,4.5,28.6,1.0,50.0,,
6538-1,Town,Vehicles,1994,4.5,42.0,1.0,57.0,,
6543-1,Town,Boats,1994,85.0,480.1,7.0,709.0,,
6561-1,Town,Vehicles,1994,26.5,216.15,3.0,237.0,,
6571-1,Town,Fire,1994,55.0,536.09,4.0,428.0,,
6597-1,Town,Flight,1994,109.0,672.67,12.0,894.0,,
6665-1,Town,Leisure,1994,7.25,49.85,3.0,77.0,,
6666-1,Town,Medical,1994,9.25,51.39,2.0,79.0,,
6705-1,Space,Miscellaneous,1994,6.0,112.18,5.0,39.0,,
6835-1,Space,Spyrius,1994,4.0,60.0,1.0,47.0,,
6889-1,Space,Spyrius,1994,12.0,83.0,1.0,135.0,,
6939-1,Space,Spyrius,1994,27.0,420.5,2.0,222.0,,
6949-1,Space,Spyrius,1994,36.0,155.17,3.0,369.0,,
6959-1,Space,Spyrius,1994,36.0,415.69,3.0,287.0,,
6991-1,Space,Unitron,1994,178.0,1250.0,4.0,573.0,,
8032-1,Technic,Universal,1994,26.5,68.0,,215.0,,
8062-1,Technic,Universal,1994,68.0,112.62,,403.0,,
8808-1,Technic,,1994,8.75,54.47,,94.0,,
8858-1,Technic,,1994,69.0,199.95,,461.0,,
8880-1,Technic,,1994,130.0,838.46,,1343.0,,
1714-1,Space,Spyrius,1995,1.99,19.99,1.0,22.0,,
1746-1,Castle,Dragon Knights,1995,2.5,47.71,1.0,17.0,,
1759-1,Duplo,,1995,0.6,3.95,,7.0,,
1785-1,Space,Miscellaneous,1995,10.0,25.0,,143.0,,
1787-1,Space,Unitron,1995,18.0,253.55,2.0,183.0,,
1788-1,Pirates,,1995,22.0,169.17,4.0,159.0,,
1789-1,Space,Unitron,1995,27.0,641.91,2.0,292.0,,
1807-1,Town,Seasonal,1995,2.0,10.38,1.0,17.0,,
1822-1,Aquazone,Aquanauts,1995,20.0,168.8,2.0,192.0,,
2659-1,Duplo,,1995,8.0,18.18,,8.0,,
2690-1,Duplo,,1995,8.0,9.0,1.0,6.0,,
2691-1,Duplo,,1995,18.75,39.58,1.0,12.0,,
2785-1,Duplo,,1995,8.75,45.48,1.0,9.0,,
2925-1,Duplo,Toolo,1995,25.0,81.81,1.0,20.0,,
4130-1,Freestyle,,1995,2.0,5.99,,37.0,,
4133-1,Freestyle,,1995,16.5,51.36,,135.0,,
4142-1,Freestyle,,1995,8.0,9.95,,98.0,,
4144-1,Freestyle,,1995,22.0,38.33,,141.0,,
4146-1,Freestyle,,1995,33.0,43.05,,410.0,,
4150-1,Freestyle,,1995,3.5,7.78,1.0,88.0,,
4151-1,Freestyle,,1995,13.0,54.22,2.0,272.0,,
4152-1,Freestyle,,1995,20.0,100.0,,400.0,,
4161-1,Freestyle,,1995,20.0,71.09,2.0,283.0,,
4163-1,Freestyle,,1995,45.0,35.64,,349.0,,
4552-1,Trains,9V,1995,38.5,263.0,2.0,282.0,,
4555-1,Trains,9V,1995,66.0,500.0,3.0,389.0,,
5125-1,Service Packs,Town,1995,3.0,39.99,,31.0,,
5126-1,Service Packs,,1995,3.5,12.0,,18.0,,
5132-1,Service Packs,,1995,3.5,5.51,,32.0,,
5135-1,Service Packs,Castle,1995,3.5,50.0,,30.0,,
5160-1,Service Packs,Aquazone,1995,3.0,16.46,,18.0,,
5268-1,Service Packs,,1995,4.0,6.06,,8.0,,
5269-1,Service Packs,Technic,1995,3.25,4.99,,12.0,,
5287-1,Service Packs,Technic,1995,4.0,8.99,,18.0,,
5541-1,Model Team,,1995,39.5,242.25,,421.0,,
5810-1,Belville,,1995,5.5,23.63,1.0,23.0,,
5830-1,Belville,,1995,11.0,29.9,2.0,29.0,,
5840-1,Belville,,1995,19.75,29.0,1.0,87.0,,
6008-1,Castle,Royal Knights,1995,3.0,71.1,1.0,10.0,,
6036-1,Castle,Royal Knights,1995,8.0,83.8,2.0,74.0,,
6044-1,Castle,Royal Knights,1995,16.5,271.62,4.0,124.0,,
6078-1,Castle,Royal Knights,1995,30.0,403.9,5.0,258.0,,
6090-1,Castle,Royal Knights,1995,95.0,2104.42,11.0,764.0,,
6115-1,Aquazone,Aquasharks,1995,3.5,29.7,1.0,28.0,,
6125-1,Aquazone,Aquanauts,1995,4.0,33.97,1.0,32.0,,
6155-1,Aquazone,Aquasharks,1995,22.0,120.0,1.0,103.0,,
6175-1,Aquazone,Aquanauts,1995,33.0,220.44,2.0,167.0,,
6195-1,Aquazone,Aquanauts,1995,89.0,370.07,4.0,508.0,,
6254-1,Pirates,,1995,15.0,155.0,3.0,103.0,,
6263-1,Pirates,Imperial Guards,1995,27.5,400.95,4.0,216.0,,
6279-1,Pirates,,1995,53.0,439.64,6.0,378.0,,
6336-1,Town,Launch Command,1995,16.5,90.37,2.0,185.0,,
6338-1,Town,Coastguard,1995,49.5,299.0,3.0,364.0,,
6339-1,Town,Launch Command,1995,66.0,673.49,4.0,564.0,,
6414-1,Town,Paradisa,1995,33.0,449.0,4.0,207.0,,
6484-1,Town,Rescue,1995,49.5,271.35,3.0,269.0,,
6516-1,Town,Launch Command,1995,3.0,23.51,1.0,34.0,,
6525-1,Town,Fire,1995,4.5,35.94,1.0,50.0,,
6535-1,Town,Construction,1995,4.5,31.15,1.0,42.0,,
6544-1,Town,Launch Command,1995,38.5,334.24,3.0,342.0,,
6562-1,Town,Shops and Services,1995,24.5,114.09,3.0,221.0,,
6596-1,Town,Boats,1995,12.0,76.05,1.0,134.0,,
6614-1,Town,Launch Command,1995,9.25,67.86,1.0,122.0,,
6639-1,Town,Racing,1995,7.25,17.4,1.0,66.0,,
6649-1,Town,Maintenance,1995,6.75,55.0,1.0,63.0,,
8210-1,Technic,,1995,20.0,58.16,,86.0,,
8235-1,Technic,,1995,30.0,91.28,1.0,165.0,,
8280-1,Technic,,1995,55.0,144.89,2.0,424.0,,
8412-1,Technic,,1995,29.75,72.72,,286.0,,
8422-1,Technic,,1995,33.0,134.88,,315.0,,
8440-1,Technic,,1995,54.0,82.76,,414.0,,
8460-1,Technic,,1995,99.0,227.38,,850.0,,
8485-1,Technic,,1995,219.0,774.56,,1079.0,,
9171-1,Dacta,,1995,38.5,59.95,24.0,24.0,,
9616-1,Dacta,Technic,1995,15.0,36.56,1.0,75.0,,
9660-1,Dacta,Duplo,1995,69.0,93.68,2.0,107.0,,
9891-1,Dacta,,1995,25.0,5.38,,1.0,,
9938-1,Dacta,,1995,6.25,8.0,,36.0,,
10278-1,Creator Expert,Modular Buildings Collection,2021,199.99,173.67,5.0,2923.0,01/01/2021,31/12/2024
10279-1,Creator Expert,Vehicles,2021,179.99,177.25,,2207.0,01/08/2021,31/12/2022
10280-1,Creator Expert,Botanical Collection,2021,49.99,52.98,,756.0,01/01/2021,31/12/2024
10281-1,Creator Expert,Botanical Collection,2021,49.99,48.99,,878.0,01/01/2021,31/12/2024
10282-1,Creator Expert,Adidas,2021,79.99,88.15,,731.0,01/07/2021,31/12/2023
10283-1,Creator Expert,Space,2021,199.99,197.6,,2354.0,01/04/2021,31/12/2024
10284-1,Creator Expert,Buildings,2021,349.99,352.27,,5509.0,01/09/2021,31/12/2022
10289-1,Creator Expert,Botanical Collection,2021,99.99,101.05,,1173.0,01/06/2021,31/12/2024
10290-1,Creator Expert,Vehicles,2021,129.99,129.89,,1677.0,01/10/2021,31/12/2024
10291-1,Creator Expert,Miscellaneous,2021,99.99,102.8,7.0,974.0,01/10/2021,31/12/2022
10292-1,Creator Expert,Miscellaneous,2021,149.99,172.98,7.0,2048.0,01/06/2021,31/12/2024
10293-1,Creator Expert,Winter Village,2021,99.99,121.07,4.0,1445.0,01/10/2021,31/12/2024
10294-1,Creator Expert,Miscellaneous,2021,629.99,753.06,,9090.0,08/11/2021,31/12/2024
10295-1,Creator Expert,Vehicles,2021,149.99,124.13,,1458.0,01/03/2021,31/12/2024
10772-1,Disney,Mickey and Friends,2021,9.99,9.1,1.0,59.0,01/06/2021,31/12/2022
10773-1,Disney,Mickey and Friends,2021,19.99,15.91,2.0,100.0,01/06/2021,31/12/2022
10774-1,Disney,Mickey and Friends,2021,19.99,19.18,2.0,88.0,01/06/2021,31/12/2022
10775-1,Disney,Mickey and Friends,2021,29.99,28.59,2.0,118.0,01/06/2021,31/12/2022
10776-1,Disney,Mickey and Friends,2021,39.99,43.13,3.0,144.0,01/08/2021,31/12/2022
10939-1,Duplo,Jurassic World,2021,29.99,28.96,1.0,36.0,01/06/2021,31/12/2022
10940-1,Duplo,Spidey and His Amazing Friends,2021,29.99,28.96,3.0,36.0,01/06/2021,31/12/2022
10941-1,Duplo,Mickey,2021,29.99,22.27,2.0,22.0,01/01/2021,31/12/2025
10943-1,Duplo,,2021,99.99,57.5,7.0,227.0,01/01/2021,31/12/2022
10944-1,Duplo,,2021,19.99,17.15,2.0,23.0,01/05/2021,31/12/2023
10945-1,Duplo,,2021,19.99,15.11,2.0,19.0,01/06/2021,31/12/2022
10946-1,Duplo,,2021,29.99,24.81,4.0,30.0,01/06/2021,31/12/2022
10948-1,Duplo,,2021,99.99,91.0,4.0,112.0,01/06/2021,31/12/2023
10949-1,Duplo,,2021,9.99,7.74,,11.0,01/03/2021,31/12/2023
10950-1,Duplo,,2021,19.99,17.98,2.0,27.0,01/03/2021,31/12/2022
10951-1,Duplo,,2021,29.99,29.6,2.0,65.0,01/03/2021,31/12/2022
10952-1,Duplo,,2021,59.99,55.59,4.0,97.0,01/03/2021,31/12/2022
10953-1,Duplo,,2021,9.99,8.97,,8.0,,
10954-1,Duplo,,2021,19.99,17.94,,23.0,,
10955-1,Duplo,,2021,19.99,19.36,,15.0,,
10957-1,Duplo,,2021,9.99,8.39,,14.0,,
10958-1,Duplo,,2021,59.99,49.92,2.0,200.0,01/01/2021,31/12/2021
11012-1,Classic,,2021,4.99,4.61,,60.0,01/03/2021,31/12/2022
11013-1,Classic,,2021,29.99,24.88,,500.0,01/01/2021,31/12/2023
11014-1,Classic,,2021,39.99,35.94,,653.0,01/03/2021,31/12/2023
11015-1,Classic,,2021,49.99,69.72,,950.0,01/06/2021,31/12/2023
11016-1,Classic,,2021,49.99,56.35,,1200.0,01/01/2021,31/12/2022
21056-1,Architecture,Landmark Series,2021,119.99,101.57,,2022.0,01/06/2021,31/12/2023
21164-1,Minecraft,Minifig-scale,2021,9.99,9.48,2.0,92.0,01/01/2021,31/12/2022
21168-1,Minecraft,Minifig-scale,2021,29.99,26.89,3.0,287.0,01/03/2021,31/12/2022
21169-1,Minecraft,Minifig-scale,2021,69.99,52.39,4.0,542.0,01/03/2021,31/07/2022
21170-1,Minecraft,Minifig-scale,2021,49.99,44.2,2.0,490.0,01/01/2021,31/12/2023
21171-1,Minecraft,Minifig-scale,2021,19.99,18.86,2.0,241.0,01/06/2021,31/12/2022
21172-1,Minecraft,Minifig-scale,2021,29.99,24.8,2.0,316.0,01/06/2021,31/12/2022
21173-1,Minecraft,Minifig-scale,2021,59.99,53.15,1.0,565.0,01/06/2021,31/12/2022
21174-1,Minecraft,Minifig-scale,2021,119.99,108.77,4.0,909.0,01/06/2021,31/12/2022
21176-1,Minecraft,Minifig-scale,2021,39.99,50.39,5.0,489.0,01/06/2021,31/12/2022
21226-1,Art,Miscellaneous,2021,119.99,93.07,,4138.0,01/11/2021,31/12/2022
21325-1,Ideas,,2021,149.99,152.09,4.0,2164.0,01/02/2021,31/12/2023
21326-1,Ideas,Licensed,2021,99.99,102.39,5.0,1265.0,01/04/2021,31/12/2022
21327-1,Ideas,,2021,199.99,228.65,,2079.0,01/07/2021,31/12/2023
21328-1,Ideas,Licensed,2021,79.99,87.78,5.0,1326.0,01/08/2021,31/12/2022
21329-1,Ideas,Licensed,2021,99.99,115.52,,1074.0,01/10/2021,31/12/2023
21330-1,Ideas,Licensed,2021,249.99,319.0,5.0,3955.0,01/11/2021,31/12/2023
30387-1,Minions: The Rise of Gru,,2021,4.99,5.51,1.0,75.0,26/04/2021,31/12/2021
30565-1,Creator,Seasonal,2021,4.99,5.55,,59.0,01/01/2021,31/12/2022
30577-1,Creator,Miscellaneous,2021,4.99,3.97,,63.0,01/01/2021,31/12/2021
30579-1,Creator,Seasonal,2021,4.99,4.42,,52.0,01/03/2021,31/12/2021
31111-1,Creator,3 in 1,2021,9.99,8.96,1.0,113.0,01/01/2021,31/12/2023
31112-1,Creator,3 in 1,2021,14.99,14.94,,224.0,01/01/2021,31/12/2022
31113-1,Creator,3 in 1,2021,19.99,24.94,,328.0,01/01/2021,31/12/2022
31114-1,Creator,3 in 1,2021,19.99,16.63,,236.0,01/01/2021,31/12/2022
31115-1,Creator,3 in 1,2021,24.99,21.52,,327.0,01/03/2021,31/12/2022
31116-1,Creator,3 in 1,2021,29.99,23.18,2.0,397.0,01/03/2021,31/12/2022
31117-1,Creator,3 in 1,2021,39.99,48.36,1.0,486.0,01/06/2021,31/12/2022
31118-1,Creator,3 in 1,2021,49.99,47.95,2.0,564.0,01/01/2021,31/12/2023
31119-1,Creator,3 in 1,2021,79.99,76.65,5.0,1002.0,01/06/2021,31/12/2022
31120-1,Creator,3 in 1,2021,99.99,96.05,4.0,1426.0,01/08/2021,31/12/2024
31121-1,Creator,3 in 1,2021,29.99,29.97,,454.0,01/06/2021,31/12/2022
31122-1,Creator,3 in 1,2021,29.99,40.49,,352.0,01/06/2021,31/12/2023
31201-1,Art,Licensed,2021,119.99,101.56,,4249.0,01/01/2021,31/12/2022
31202-1,Art,Licensed,2021,119.99,105.51,,2658.0,01/01/2021,31/12/2022
31203-1,Art,Miscellaneous,2021,249.99,253.6,,11695.0,01/06/2021,31/12/2023
40420-1,BrickHeadz,Minions: The Rise of Gru,2021,19.99,28.81,,244.0,26/04/2021,31/12/2022
40421-1,BrickHeadz,Minions: The Rise of Gru,2021,19.99,29.43,,309.0,26/04/2021,31/12/2021
40440-1,BrickHeadz,Pets,2021,14.99,19.51,,247.0,01/01/2021,31/12/2021
40441-1,BrickHeadz,Pets,2021,14.99,22.37,,250.0,01/01/2021,31/12/2022
40442-1,BrickHeadz,Pets,2021,14.99,19.31,,186.0,01/03/2021,31/12/2022
40443-1,BrickHeadz,Pets,2021,14.99,18.82,,261.0,01/03/2021,31/12/2022
40451-1,Star Wars,Promotional,2021,16.99,26.07,,217.0,,
40453-1,DC Comics Super Heroes,Batman,2021,14.99,19.82,3.0,63.0,01/01/2021,31/12/2021
40454-1,Marvel Super Heroes,Spider-Man,2021,14.99,24.2,4.0,63.0,01/04/2021,31/12/2022
40456-1,Brick Sketches,Disney,2021,16.99,9.24,,118.0,01/03/2021,31/12/2022
40457-1,Brick Sketches,Disney,2021,16.99,17.55,,140.0,01/03/2021,31/12/2022
40460-1,Creator,Botanical,2021,12.99,20.36,,120.0,01/01/2021,31/12/2023
40461-1,Creator,Botanical,2021,9.99,15.93,,111.0,01/01/2021,31/12/2022
40462-1,Seasonal,Valentine's Day,2021,14.99,19.17,,245.0,01/01/2021,31/12/2022
40463-1,Seasonal,Easter,2021,14.99,21.96,,293.0,01/02/2021,31/12/2022
40464-1,Xtra,,2021,3.99,6.17,,35.0,,
40465-1,Xtra,,2021,3.99,6.34,,36.0,01/01/2021,31/12/2021
40466-1,BrickHeadz,Seasonal,2021,19.99,22.45,,249.0,01/01/2021,31/12/2022
40468-1,Creator,Miscellaneous,2021,9.99,14.24,,124.0,01/01/2021,31/12/2023
40469-1,Creator,Miscellaneous,2021,9.99,14.27,,155.0,01/01/2021,31/12/2023
40472-1,Monkie Kid,Miscellaneous,2021,12.99,16.03,3.0,57.0,01/03/2021,31/12/2021
40476-1,BrickHeadz,Disney,2021,9.99,12.78,,110.0,01/06/2021,31/12/2022
40477-1,BrickHeadz,Disney,2021,24.99,30.72,,340.0,01/06/2021,31/12/2022
40478-1,Disney,Disney Parks,2021,34.99,50.18,1.0,567.0,01/10/2021,31/12/2024
40479-1,BrickHeadz,Pets,2021,14.99,18.81,,252.0,01/06/2021,31/12/2021
40480-1,BrickHeadz,Pets,2021,14.99,19.92,,269.0,01/08/2021,31/12/2022
40481-1,BrickHeadz,Pets,2021,14.99,18.35,,219.0,01/08/2021,31/12/2021
40482-1,BrickHeadz,Pets,2021,14.99,18.74,,243.0,01/08/2021,31/12/2021
40490-1,BrickHeadz,Ninjago,2021,29.99,39.36,,406.0,01/06/2021,31/12/2021
40492-1,BrickHeadz,Seasonal,2021,9.99,14.24,,141.0,01/08/2021,31/12/2021
40494-1,Seasonal,Christmas,2021,9.99,15.05,,142.0,01/09/2021,31/12/2021
40495-1,BrickHeadz,Wizarding World,2021,24.99,28.54,,466.0,01/06/2021,31/12/2022
40496-1,BrickHeadz,Wizarding World,2021,24.99,31.43,,344.0,01/06/2021,31/12/2022
40498-1,Seasonal,Christmas,2021,14.99,18.66,,244.0,01/09/2021,31/12/2022
40499-1,Seasonal,Christmas,2021,36.99,54.61,1.0,343.0,01/10/2021,31/12/2023
40500-1,Harry Potter,General,2021,14.99,21.7,4.0,33.0,01/06/2021,31/12/2021
40511-1,Minions: The Rise of Gru,,2021,14.99,21.24,4.0,54.0,01/07/2021,31/12/2022
40516-1,Miscellaneous,,2021,34.99,51.56,11.0,346.0,01/06/2021,31/12/2023
41439-1,Friends,,2021,9.99,8.5,2.0,60.0,01/01/2021,31/12/2022
41440-1,Friends,,2021,19.99,13.99,2.0,99.0,01/03/2021,31/12/2021
41441-1,Friends,,2021,29.99,28.08,2.0,148.0,01/08/2021,31/12/2022
41442-1,Friends,Vet,2021,9.99,9.57,2.0,100.0,01/03/2021,31/12/2021
41443-1,Friends,,2021,14.99,15.86,2.0,183.0,01/01/2021,31/12/2022
41444-1,Friends,,2021,29.99,24.17,3.0,314.0,01/01/2021,31/12/2022
41445-1,Friends,Vet,2021,29.99,24.02,2.0,304.0,01/03/2021,31/12/2021
41446-1,Friends,Vet,2021,39.99,29.72,3.0,258.0,01/03/2021,31/12/2021
41448-1,Friends,,2021,49.99,31.65,3.0,451.0,01/01/2021,31/12/2022
41449-1,Friends,,2021,69.99,68.39,5.0,802.0,01/01/2021,31/12/2022
41450-1,Friends,,2021,99.99,100.43,6.0,1032.0,01/03/2021,31/12/2022
41662-1,Friends,Play Cube,2021,9.99,6.6,1.0,41.0,01/01/2021,31/12/2021
41663-1,Friends,Play Cube,2021,9.99,7.83,1.0,41.0,01/01/2021,31/12/2021
41664-1,Friends,Play Cube,2021,9.99,6.37,1.0,40.0,01/01/2021,31/12/2021
41665-1,Friends,Play Cube,2021,9.99,6.83,1.0,46.0,01/01/2021,31/12/2021
41666-1,Friends,Play Cube,2021,9.99,5.18,1.0,45.0,01/01/2021,31/12/2021
41667-1,Friends,Play Cube,2021,9.99,5.77,1.0,64.0,01/06/2021,31/12/2021
41668-1,Friends,Play Cube,2021,9.99,5.77,1.0,58.0,01/06/2021,31/12/2021
41669-1,Friends,play Cube,2021,9.99,5.68,1.0,56.0,01/06/2021,31/12/2021
41670-1,Friends,Play Cube,2021,9.99,5.77,1.0,60.0,01/06/2021,31/12/2021
41671-1,Friends,Play Cube,2021,9.99,5.77,1.0,59.0,01/06/2021,31/12/2021
41677-1,Friends,Forest,2021,9.99,10.28,2.0,93.0,01/06/2021,31/12/2022
41679-1,Friends,Forest,2021,29.99,28.21,3.0,326.0,01/06/2021,31/12/2022
41681-1,Friends,Forest,2021,49.99,44.7,3.0,487.0,01/06/2021,31/12/2022
41682-1,Friends,,2021,59.99,60.0,3.0,605.0,01/06/2021,31/12/2022
41683-1,Friends,Forest,2021,69.99,52.42,3.0,511.0,01/06/2021,31/12/2022
41684-1,Friends,,2021,99.99,83.56,4.0,1308.0,01/06/2021,31/12/2022
41685-1,Friends,Amusement Park,2021,99.99,82.77,4.0,974.0,01/06/2021,31/12/2022
41686-1,Friends,Amusement Park,2021,19.99,15.43,2.0,223.0,01/06/2021,31/12/2022
41687-1,Friends,Amusement Park,2021,29.99,22.52,3.0,361.0,01/06/2021,31/12/2022
41688-1,Friends,Amusement Park,2021,39.99,45.48,2.0,348.0,01/06/2021,31/12/2022
41689-1,Friends,Amusement Park,2021,59.99,47.0,3.0,545.0,01/06/2021,31/12/2022
41690-1,Friends,Seasonal,2021,29.99,27.24,5.0,370.0,01/09/2021,31/12/2021
41691-1,Friends,,2021,19.99,19.13,2.0,221.0,01/01/2021,31/12/2022
41692-1,Friends,Vet,2021,19.99,23.0,2.0,249.0,01/01/2021,31/12/2021
41909-1,Dots,Bracelets,2021,5.99,3.75,,34.0,,
41910-1,Dots,Bracelets,2021,5.99,4.65,,34.0,,
41918-1,Dots,Bracelets,2021,5.99,6.19,,34.0,,
41921-1,Dots,Extra Dots,2021,3.99,2.24,,107.0,,
41922-1,Dots,Bracelets,2021,4.99,4.01,,33.0,,
41923-1,Dots,Bracelets,2021,5.99,4.81,,34.0,,
41924-1,Dots,Accessories,2021,19.99,16.6,,451.0,01/01/2021,31/12/2021
41925-1,Dots,Accessories,2021,14.99,12.34,,273.0,01/01/2021,31/12/2021
41926-1,Dots,Accessories,2021,24.99,17.78,,622.0,01/01/2021,31/12/2022
41927-1,Dots,Bag Tag,2021,6.99,6.05,,84.0,01/03/2021,31/12/2021
41928-1,Dots,Bag Tag,2021,6.99,6.04,,85.0,01/03/2021,31/12/2021
41929-1,Dots,Bag Tag,2021,6.99,6.15,,84.0,01/03/2021,31/12/2021
41930-1,Dots,Bag Tag,2021,6.99,6.27,,84.0,01/03/2021,31/12/2021
41931-1,Dots,Extra Dots,2021,3.99,2.52,,105.0,,
41932-1,Dots,Extra Dots,2021,3.99,3.36,,120.0,,
41933-1,Dots,Bracelets,2021,4.99,4.16,,56.0,,
41934-1,Dots,Bracelets,2021,5.99,3.31,,34.0,,
41935-1,Dots,Miscellaneous,2021,19.99,18.21,,1040.0,01/06/2021,31/12/2022
41936-1,Dots,Accessories,2021,19.99,14.22,,321.0,01/06/2021,31/12/2021
41938-1,Dots,Miscellaneous,2021,39.99,33.31,,849.0,01/06/2021,31/12/2022
41939-1,Dots,Bag Tag,2021,6.99,5.7,,82.0,01/08/2021,31/12/2021
41940-1,Dots,Bag Tag,2021,6.99,5.82,,80.0,01/08/2021,31/12/2021
