Number,Theme,Subtheme,Year,RRP (USD),Value used (USD),Minifigs,Pieces,Launch date,Retired Date
1710-1,Town,Leisure,1994,2.0,5.82,1.0,24.0,,
1711-1,Space,Ice Planet 2002,1994,2.0,9.04,1.0,19.0,,
1712-1,Castle,Dragon Knights,1994,2.0,15.14,1.0,23.0,,
1720-1,Town,Bonus/Value Pack,1994,10.0,26.65,,133.0,,
1721-1,Town,Bonus/Value Pack,1994,15.0,40.2,,155.0,,
1723-1,Assorted,Bonus/Value Pack,1994,8.0,34.99,,72.0,,
1798-1,Basic,Supplementaries,1994,49.5,27.91,,3.0,,
1906-1,Castle,Dragon Knights,1994,20.0,109.83,3.0,195.0,,
2621-1,Duplo,,1994,9.0,11.28,1.0,4.0,,
2621-2,Duplo,,1994,1.7,5.63,1.0,2.0,,
2682-1,Duplo,,1994,13.0,10.0,3.0,5.0,,
2688-1,Duplo,,1994,46.0,23.33,5.0,34.0,,
2738-1,Duplo,Trains,1994,17.0,22.65,,11.0,,
2784-1,Duplo,,1994,6.0,11.37,2.0,2.0,,
2787-1,Duplo,,1994,9.0,20.9,2.0,11.0,,
2788-1,Duplo,,1994,15.0,28.42,1.0,19.0,,
2794-1,Duplo,,1994,84.0,106.31,3.0,76.0,,
4525-1,Trains,9V,1994,10.0,27.17,1.0,84.0,,
4544-1,Trains,9V,1994,18.75,44.73,1.0,143.0,,
4564-1,Trains,9V,1994,134.0,220.19,3.0,587.0,,
5122-1,Service Packs,Pirates,1994,3.0,7.5,,22.0,,
5138-1,Service Packs,Castle,1994,3.5,25.27,,35.0,,
5278-1,Service Packs,Technic,1994,4.0,5.27,,35.0,,
5591-1,Model Team,,1994,110.0,175.41,,1172.0,,
5860-1,Belville,,1994,25.0,22.14,2.0,52.0,,
5870-1,Belville,,1994,42.0,44.05,2.0,92.0,,
5880-1,Belville,,1994,54.0,42.18,2.0,119.0,,
5890-1,Belville,,1994,99.0,83.0,4.0,213.0,,
6236-1,Pirates,Islanders,1994,4.0,19.46,1.0,45.0,,
6246-1,Pirates,Islanders,1994,7.25,21.64,2.0,59.0,,
6256-1,Pirates,Islanders,1994,12.0,44.76,2.0,63.0,,
6262-1,Pirates,Islanders,1994,21.0,56.9,5.0,146.0,,
6264-1,Pirates,Islanders,1994,29.75,81.02,4.0,214.0,,
6278-1,Pirates,Islanders,1994,66.0,234.43,7.0,428.0,,
6340-1,Town,Fire,1994,20.0,26.37,2.0,177.0,,
6341-1,Town,Flight,1994,13.25,16.18,2.0,106.0,,
6348-1,Town,Police,1994,33.0,30.01,3.0,311.0,,
6350-1,Town,Shops and Services,1994,15.0,46.13,3.0,152.0,,
6402-1,Town,Paradisa,1994,7.25,19.89,2.0,47.0,,
6410-1,Town,Paradisa,1994,25.5,57.62,4.0,152.0,,
6483-1,Town,Police,1994,48.0,39.23,3.0,243.0,,
6514-1,Town,Vehicles,1994,3.25,5.54,1.0,36.0,,
6515-1,Town,Flight,1994,3.25,5.92,1.0,35.0,,
6537-1,Town,Boats,1994,4.5,4.26,1.0,50.0,,
6538-1,Town,Vehicles,1994,4.5,5.77,1.0,57.0,,
6543-1,Town,Boats,1994,85.0,228.12,7.0,709.0,,
6561-1,Town,Vehicles,1994,26.5,44.2,3.0,237.0,,
6571-1,Town,Fire,1994,55.0,71.97,4.0,428.0,,
6597-1,Town,Flight,1994,109.0,183.29,12.0,894.0,,
6665-1,Town,Leisure,1994,7.25,9.78,3.0,77.0,,
6666-1,Town,Medical,1994,9.25,21.8,2.0,79.0,,
6705-1,Space,Miscellaneous,1994,6.0,26.56,5.0,39.0,,
6835-1,Space,Spyrius,1994,4.0,8.57,1.0,47.0,,
6889-1,Space,Spyrius,1994,12.0,19.37,1.0,135.0,,
6939-1,Space,Spyrius,1994,27.0,49.28,2.0,222.0,,
6949-1,Space,Spyrius,1994,36.0,66.92,3.0,369.0,,
6959-1,Space,Spyrius,1994,36.0,108.21,3.0,287.0,,
6991-1,Space,Unitron,1994,178.0,613.23,4.0,573.0,,
8032-1,Technic,Universal,1994,26.5,20.42,,215.0,,
8062-1,Technic,Universal,1994,68.0,46.15,,403.0,,
8808-1,Technic,,1994,8.75,7.0,,94.0,,
8858-1,Technic,,1994,69.0,108.53,,461.0,,
8880-1,Technic,,1994,130.0,204.1,,1343.0,,
1714-1,Space,Spyrius,1995,1.99,9.75,1.0,22.0,,
1746-1,Castle,Dragon Knights,1995,2.5,20.39,1.0,17.0,,
1785-1,Space,Miscellaneous,1995,10.0,17.53,,143.0,,
1787-1,Space,Unitron,1995,18.0,53.46,2.0,183.0,,
1788-1,Pirates,,1995,22.0,118.28,4.0,159.0,,
1789-1,Space,Unitron,1995,27.0,134.79,2.0,292.0,,
1807-1,Town,Seasonal,1995,2.0,5.94,1.0,17.0,,
1819-1,Basic,,1995,20.0,25.0,,950.0,,
1822-1,Aquazone,Aquanauts,1995,20.0,41.47,2.0,192.0,,
2659-1,Duplo,,1995,8.0,10.52,,8.0,,
2663-1,Duplo,,1995,15.0,18.99,1.0,20.0,,
2690-1,Duplo,,1995,8.0,9.47,1.0,6.0,,
2691-1,Duplo,,1995,18.75,21.31,1.0,12.0,,
2925-1,Duplo,Toolo,1995,25.0,38.03,1.0,20.0,,
4130-1,Freestyle,,1995,2.0,2.79,,37.0,,
4131-1,Freestyle,,1995,4.0,4.99,,71.0,,
4133-1,Freestyle,,1995,16.5,23.17,,135.0,,
4144-1,Freestyle,,1995,22.0,10.74,,141.0,,
4150-1,Freestyle,,1995,3.5,4.4,1.0,88.0,,
4151-1,Freestyle,,1995,13.0,23.17,2.0,272.0,,
4152-1,Freestyle,,1995,20.0,10.63,,400.0,,
4153-1,Freestyle,,1995,38.0,43.0,2.0,687.0,,
4161-1,Freestyle,,1995,20.0,35.12,2.0,283.0,,
4162-1,Freestyle,,1995,25.0,35.0,,592.0,,
4163-1,Freestyle,,1995,45.0,33.88,,349.0,,
4552-1,Trains,9V,1995,38.5,82.56,2.0,282.0,,
4555-1,Trains,9V,1995,66.0,154.21,3.0,389.0,,
5126-1,Service Packs,,1995,3.5,11.61,,18.0,,
5160-1,Service Packs,Aquazone,1995,3.0,14.74,,18.0,,
5541-1,Model Team,,1995,39.5,105.35,,421.0,,
5810-1,Belville,,1995,5.5,7.18,1.0,23.0,,
5830-1,Belville,,1995,11.0,10.2,2.0,29.0,,
5840-1,Belville,,1995,19.75,11.8,1.0,87.0,,
6008-1,Castle,Royal Knights,1995,3.0,14.87,1.0,10.0,,
6036-1,Castle,Royal Knights,1995,8.0,21.65,2.0,74.0,,
6044-1,Castle,Royal Knights,1995,16.5,46.69,4.0,124.0,,
6078-1,Castle,Royal Knights,1995,30.0,92.69,5.0,258.0,,
6090-1,Castle,Royal Knights,1995,95.0,316.55,11.0,764.0,,
6115-1,Aquazone,Aquasharks,1995,3.5,3.85,1.0,28.0,,
6125-1,Aquazone,Aquanauts,1995,4.0,5.64,1.0,32.0,,
6155-1,Aquazone,Aquasharks,1995,22.0,23.75,1.0,103.0,,
6175-1,Aquazone,Aquanauts,1995,33.0,38.86,2.0,167.0,,
6195-1,Aquazone,Aquanauts,1995,89.0,118.52,4.0,508.0,,
6254-1,Pirates,,1995,15.0,42.66,3.0,103.0,,
6263-1,Pirates,Imperial Guards,1995,27.5,113.14,4.0,216.0,,
6279-1,Pirates,,1995,53.0,154.2,6.0,378.0,,
6336-1,Town,Launch Command,1995,16.5,18.1,2.0,185.0,,
6338-1,Town,Coastguard,1995,49.5,93.55,3.0,364.0,,
6339-1,Town,Launch Command,1995,66.0,125.55,4.0,564.0,,
6414-1,Town,Paradisa,1995,33.0,108.58,4.0,207.0,,
6484-1,Town,Rescue,1995,49.5,76.34,3.0,269.0,,
6516-1,Town,Launch Command,1995,3.0,4.28,1.0,34.0,,
6525-1,Town,Fire,1995,4.5,5.41,1.0,50.0,,
6535-1,Town,Construction,1995,4.5,6.67,1.0,42.0,,
6544-1,Town,Launch Command,1995,38.5,95.29,3.0,342.0,,
6562-1,Town,Shops and Services,1995,24.5,32.52,3.0,221.0,,
6596-1,Town,Boats,1995,12.0,14.94,1.0,134.0,,
6614-1,Town,Launch Command,1995,9.25,11.6,1.0,122.0,,
6639-1,Town,Racing,1995,7.25,6.18,1.0,66.0,,
6649-1,Town,Maintenance,1995,6.75,10.94,1.0,63.0,,
8210-1,Technic,,1995,20.0,9.19,,86.0,,
8235-1,Technic,,1995,30.0,14.68,1.0,165.0,,
8280-1,Technic,,1995,55.0,57.79,2.0,424.0,,
8412-1,Technic,,1995,29.75,25.17,,286.0,,
8422-1,Technic,,1995,33.0,33.99,,315.0,,
8440-1,Technic,,1995,54.0,52.07,,414.0,,
8460-1,Technic,,1995,99.0,91.18,,850.0,,
8485-1,Technic,,1995,219.0,203.13,,1079.0,,
9616-1,Dacta,Technic,1995,15.0,16.26,1.0,75.0,,
10278-1,Creator Expert,Modular Buildings Collection,2021,199.99,158.39,5.0,2923.0,01/01/2021,31/12/2024
10280-1,Creator Expert,Botanical Collection,2021,49.99,45.0,,756.0,01/01/2021,31/12/2024
10281-1,Creator Expert,Botanical Collection,2021,49.99,39.95,,878.0,01/01/2021,31/12/2024
10283-1,Creator Expert,Space,2021,199.99,151.0,,2354.0,01/04/2021,31/12/2024
10284-1,Creator Expert,Buildings,2021,349.99,302.7,,5509.0,01/09/2021,31/12/2022
10289-1,Creator Expert,Botanical Collection,2021,99.99,68.0,,1173.0,01/06/2021,31/12/2024
10290-1,Creator Expert,Vehicles,2021,129.99,109.0,,1677.0,01/10/2021,31/12/2024
10292-1,Creator Expert,Miscellaneous,2021,149.99,104.88,7.0,2048.0,01/06/2021,31/12/2024
10293-1,Creator Expert,Winter Village,2021,99.99,98.54,4.0,1445.0,01/10/2021,31/12/2024
10294-1,Creator Expert,Miscellaneous,2021,629.99,612.29,,9090.0,08/11/2021,31/12/2024
10295-1,Creator Expert,Vehicles,2021,149.99,102.75,,1458.0,01/03/2021,31/12/2024
10961-1,Duplo,,2021,29.99,13.58,3.0,28.0,01/06/2021,31/12/2022
21056-1,Architecture,Landmark Series,2021,119.99,76.69,,2022.0,01/06/2021,31/12/2023
21168-1,Minecraft,Minifig-scale,2021,29.99,28.28,3.0,287.0,01/03/2021,31/12/2022
21172-1,Minecraft,Minifig-scale,2021,29.99,14.99,2.0,316.0,01/06/2021,31/12/2022
21325-1,Ideas,,2021,149.99,135.62,4.0,2164.0,01/02/2021,31/12/2023
21326-1,Ideas,Licensed,2021,99.99,93.55,5.0,1265.0,01/04/2021,31/12/2022
21327-1,Ideas,,2021,199.99,163.12,,2079.0,01/07/2021,31/12/2023
21329-1,Ideas,Licensed,2021,99.99,79.0,,1074.0,01/10/2021,31/12/2023
21330-1,Ideas,Licensed,2021,249.99,245.0,5.0,3955.0,01/11/2021,31/12/2023
30577-1,Creator,Miscellaneous,2021,4.99,3.2,,63.0,01/01/2021,31/12/2021
30579-1,Creator,Seasonal,2021,4.99,2.92,,52.0,01/03/2021,31/12/2021
31111-1,Creator,3 in 1,2021,9.99,7.63,1.0,113.0,01/01/2021,31/12/2023
31114-1,Creator,3 in 1,2021,19.99,13.37,,236.0,01/01/2021,31/12/2022
31118-1,Creator,3 in 1,2021,49.99,34.1,2.0,564.0,01/01/2021,31/12/2023
31121-1,Creator,3 in 1,2021,29.99,16.16,,454.0,01/06/2021,31/12/2022
31201-1,Art,Licensed,2021,119.99,75.0,,4249.0,01/01/2021,31/12/2022
31202-1,Art,Licensed,2021,119.99,69.99,,2658.0,01/01/2021,31/12/2022
40440-1,BrickHeadz,Pets,2021,14.99,17.03,,247.0,01/01/2021,31/12/2021
40441-1,BrickHeadz,Pets,2021,14.99,20.0,,250.0,01/01/2021,31/12/2022
40451-1,Star Wars,Promotional,2021,16.99,14.99,,217.0,,
40453-1,DC Comics Super Heroes,Batman,2021,14.99,8.37,3.0,63.0,01/01/2021,31/12/2021
40460-1,Creator,Botanical,2021,12.99,19.78,,120.0,01/01/2021,31/12/2023
40461-1,Creator,Botanical,2021,9.99,14.24,,111.0,01/01/2021,31/12/2022
40463-1,Seasonal,Easter,2021,14.99,15.71,,293.0,01/02/2021,31/12/2022
40466-1,BrickHeadz,Seasonal,2021,19.99,23.11,,249.0,01/01/2021,31/12/2022
40468-1,Creator,Miscellaneous,2021,9.99,7.23,,124.0,01/01/2021,31/12/2023
40476-1,BrickHeadz,Disney,2021,9.99,9.49,,110.0,01/06/2021,31/12/2022
40477-1,BrickHeadz,Disney,2021,24.99,19.77,,340.0,01/06/2021,31/12/2022
40478-1,Disney,Disney Parks,2021,34.99,35.0,1.0,567.0,01/10/2021,31/12/2024
40480-1,BrickHeadz,Pets,2021,14.99,15.94,,269.0,01/08/2021,31/12/2022
40492-1,BrickHeadz,Seasonal,2021,9.99,11.99,,141.0,01/08/2021,31/12/2021
40516-1,Miscellaneous,,2021,34.99,46.77,11.0,346.0,01/06/2021,31/12/2023
41439-1,Friends,,2021,9.99,9.87,2.0,60.0,01/01/2021,31/12/2022
42116-1,Technic,,2021,9.99,7.0,,140.0,01/01/2021,31/12/2022
42117-1,Technic,,2021,9.99,10.1,,145.0,01/01/2021,31/12/2022
42118-1,Technic,,2021,19.99,11.7,,212.0,01/01/2021,31/12/2022
42119-1,Technic,,2021,19.99,12.74,,230.0,01/01/2021,31/12/2022
42120-1,Technic,,2021,29.99,25.0,,457.0,01/03/2021,31/12/2022
42121-1,Technic,,2021,39.99,22.79,,569.0,01/03/2021,31/12/2022
42122-1,Technic,,2021,49.99,34.19,,665.0,01/01/2021,31/12/2022
42123-1,Technic,,2021,49.99,33.72,,830.0,01/01/2021,31/12/2022
42124-1,Technic,,2021,129.99,99.0,,374.0,01/01/2021,31/12/2021
42125-1,Technic,,2021,169.99,114.99,,1677.0,01/01/2021,31/12/2023
42126-1,Technic,,2021,99.99,98.43,,1379.0,01/10/2021,31/12/2022
42128-1,Technic,,2021,149.99,114.39,,2017.0,01/08/2021,31/12/2023
42131-1,Technic,,2021,449.99,347.81,,3854.0,01/10/2021,31/12/2021
43101-1,Vidiyo,Bandmates Series 1,2021,4.99,3.41,1.0,9.0,01/03/2021,31/12/2022
43101-2,Vidiyo,Bandmates Series 1,2021,4.99,4.13,1.0,11.0,01/03/2021,31/12/2022
43101-3,Vidiyo,Bandmates Series 1,2021,4.99,5.24,1.0,9.0,01/03/2021,31/12/2022
43101-5,Vidiyo,Bandmates Series 1,2021,4.99,3.95,1.0,10.0,01/03/2021,31/12/2022
43101-6,Vidiyo,Bandmates Series 1,2021,4.99,1.25,1.0,10.0,01/03/2021,31/12/2022
43101-7,Vidiyo,Bandmates Series 1,2021,4.99,3.91,1.0,10.0,01/03/2021,31/12/2022
43101-8,Vidiyo,Bandmates Series 1,2021,4.99,3.95,1.0,11.0,01/03/2021,31/12/2022
43101-9,Vidiyo,Bandmates Series 1,2021,4.99,4.33,1.0,10.0,01/03/2021,31/12/2022
43101-10,Vidiyo,Bandmates Series 1,2021,4.99,4.09,1.0,11.0,01/03/2021,31/12/2022
43101-11,Vidiyo,Bandmates Series 1,2021,4.99,1.25,1.0,9.0,01/03/2021,31/12/2022
43101-12,Vidiyo,Bandmates Series 1,2021,4.99,4.11,1.0,11.0,01/03/2021,31/12/2022
43102-1,Vidiyo,BeatBox,2021,19.99,6.09,1.0,71.0,01/03/2021,31/12/2022
43103-1,Vidiyo,BeatBox,2021,19.99,11.31,1.0,73.0,01/03/2021,31/12/2022
43104-1,Vidiyo,BeatBox,2021,19.99,11.91,1.0,73.0,01/03/2021,31/12/2022
43105-1,Vidiyo,BeatBox,2021,19.99,5.53,1.0,82.0,01/03/2021,31/12/2022
43106-1,Vidiyo,BeatBox,2021,19.99,11.61,1.0,84.0,01/03/2021,31/12/2022
43115-1,Vidiyo,Stages,2021,99.99,30.44,4.0,996.0,01/06/2021,31/12/2022
43181-1,Disney,Raya and the Last Dragon,2021,79.99,70.0,2.0,610.0,01/03/2021,31/12/2021
60282-1,City,Fire,2021,59.99,33.99,4.0,380.0,01/01/2021,31/12/2022
60283-1,City,Traffic,2021,19.99,13.56,3.0,190.0,01/01/2021,31/12/2023
60285-1,City,Traffic,2021,9.99,7.32,1.0,89.0,01/01/2021,31/12/2021
60287-1,City,Farm,2021,19.99,14.4,2.0,148.0,01/01/2021,31/12/2022
60288-1,City,Traffic,2021,19.99,12.0,2.0,210.0,01/01/2021,31/12/2021
60304-1,City,Traffic,2021,19.99,11.59,,112.0,01/01/2021,31/12/2023
60305-1,City,Traffic,2021,29.99,26.43,2.0,342.0,01/01/2021,31/12/2022
71029-1,Collectable Minifigures,Series 21,2021,4.99,3.71,1.0,7.0,01/01/2021,30/04/2021
71029-2,Collectable Minifigures,Series 21,2021,4.99,3.52,1.0,6.0,01/01/2021,30/04/2021
71029-3,Collectable Minifigures,Series 21,2021,4.99,3.89,1.0,8.0,01/01/2021,30/04/2021
71029-4,Collectable Minifigures,Series 21,2021,4.99,3.87,1.0,7.0,01/01/2021,30/04/2021
71029-5,Collectable Minifigures,Series 21,2021,4.99,3.44,1.0,5.0,01/01/2021,30/04/2021
71029-6,Collectable Minifigures,Series 21,2021,4.99,4.62,1.0,7.0,01/01/2021,30/04/2021
71029-7,Collectable Minifigures,Series 21,2021,4.99,4.24,1.0,6.0,01/01/2021,30/04/2021
71029-8,Collectable Minifigures,Series 21,2021,4.99,5.08,1.0,6.0,01/01/2021,30/04/2021
71029-9,Collectable Minifigures,Series 21,2021,4.99,3.66,1.0,8.0,01/01/2021,30/04/2021
71029-10,Collectable Minifigures,Series 21,2021,4.99,3.95,1.0,10.0,01/01/2021,30/04/2021
71029-11,Collectable Minifigures,Series 21,2021,4.99,2.97,1.0,5.0,01/01/2021,30/04/2021
71029-12,Collectable Minifigures,Series 21,2021,4.99,3.08,1.0,9.0,01/01/2021,30/04/2021
71030-1,Collectable Minifigures,Looney Tunes,2021,4.99,3.32,1.0,5.0,26/04/2021,31/08/2021
71030-2,Collectable Minifigures,Looney Tunes,2021,4.99,4.9,1.0,6.0,26/04/2021,31/08/2021
71030-3,Collectable Minifigures,Looney Tunes,2021,4.99,4.41,1.0,9.0,26/04/2021,31/08/2021
71030-4,Collectable Minifigures,Looney Tunes,2021,4.99,4.01,1.0,9.0,26/04/2021,31/08/2021
71030-5,Collectable Minifigures,Looney Tunes,2021,4.99,3.74,1.0,10.0,26/04/2021,31/08/2021
71030-6,Collectable Minifigures,Looney Tunes,2021,4.99,4.73,1.0,6.0,26/04/2021,31/08/2021
71030-7,Collectable Minifigures,Looney Tunes,2021,4.99,4.11,1.0,7.0,26/04/2021,31/08/2021
71030-8,Collectable Minifigures,Looney Tunes,2021,4.99,3.86,1.0,8.0,26/04/2021,31/08/2021
71030-9,Collectable Minifigures,Looney Tunes,2021,4.99,4.44,1.0,9.0,26/04/2021,31/08/2021
71030-10,Collectable Minifigures,Looney Tunes,2021,4.99,4.57,1.0,7.0,26/04/2021,31/08/2021
71030-11,Collectable Minifigures,Looney Tunes,2021,4.99,3.19,1.0,7.0,26/04/2021,31/08/2021
71030-12,Collectable Minifigures,Looney Tunes,2021,4.99,4.83,1.0,8.0,26/04/2021,31/08/2021
71384-1,Super Mario,Power-Up Pack,2021,9.99,7.46,,18.0,01/01/2021,31/12/2021
71385-1,Super Mario,Power-Up Pack,2021,9.99,7.39,,13.0,01/01/2021,31/12/2021
71386-1,Super Mario,Character Pack - Series 2,2021,4.99,4.15,1.0,,01/01/2021,31/07/2021
71386-2,Super Mario,Character Pack - Series 2,2021,4.99,3.88,1.0,,01/01/2021,31/07/2021
71386-3,Super Mario,Character Pack - Series 2,2021,4.99,3.3,1.0,,01/01/2021,31/07/2021
71386-4,Super Mario,Character Pack - Series 2,2021,4.99,4.0,1.0,,01/01/2021,31/07/2021
71386-5,Super Mario,Character Pack - Series 2,2021,4.99,3.15,1.0,,01/01/2021,31/07/2021
71386-6,Super Mario,Character Pack - Series 2,2021,4.99,4.2,1.0,,01/01/2021,31/07/2021
71386-7,Super Mario,Character Pack - Series 2,2021,4.99,4.98,1.0,,01/01/2021,31/07/2021
71386-8,Super Mario,Character Pack - Series 2,2021,4.99,3.83,1.0,,01/01/2021,31/07/2021
71386-9,Super Mario,Character Pack - Series 2,2021,4.99,4.5,1.0,,01/01/2021,31/07/2021
71386-10,Super Mario,Character Pack - Series 2,2021,4.99,4.86,1.0,,01/01/2021,31/07/2021
71387-1,Super Mario,Starter Course,2021,59.99,28.84,4.0,280.0,10/07/2021,31/07/2024
71394-1,Super Mario,Character Pack - Series 3,2021,4.99,5.04,1.0,,01/08/2021,31/12/2021
71394-2,Super Mario,Character Pack - Series 3,2021,4.99,3.4,1.0,,01/08/2021,31/12/2021
71394-3,Super Mario,Character Pack - Series 3,2021,4.99,6.23,1.0,,01/08/2021,31/12/2021
71394-5,Super Mario,Character Pack - Series 3,2021,4.99,3.4,1.0,,01/08/2021,31/12/2021
71394-6,Super Mario,Character Pack - Series 3,2021,4.99,5.16,1.0,,01/08/2021,31/12/2021
71394-7,Super Mario,Character Pack - Series 3,2021,4.99,5.49,1.0,,01/08/2021,31/12/2021
71394-8,Super Mario,Character Pack - Series 3,2021,4.99,3.4,1.0,,01/08/2021,31/12/2021
71394-9,Super Mario,Character Pack - Series 3,2021,4.99,11.0,1.0,,01/08/2021,31/12/2021
71394-10,Super Mario,Character Pack - Series 3,2021,4.99,4.0,1.0,,01/08/2021,31/12/2021
71395-1,Super Mario,Miscellaneous,2021,169.99,139.99,,2064.0,01/10/2021,31/07/2024
71735-1,Ninjago,Legacy,2021,29.99,15.0,7.0,283.0,01/01/2021,31/07/2022
71737-1,Ninjago,Legacy,2021,49.99,7.12,5.0,599.0,01/01/2021,31/12/2022
71738-1,Ninjago,Legacy,2021,59.99,21.64,4.0,840.0,01/01/2021,31/07/2023
71740-1,Ninjago,Legacy,2021,19.99,8.0,2.0,106.0,01/03/2021,31/12/2022
71741-1,Ninjago,Legacy,2021,299.99,253.75,22.0,5685.0,01/02/2021,31/12/2022
71742-1,Ninjago,Legacy,2021,29.99,29.99,2.0,372.0,01/01/2021,31/12/2022
75295-1,Star Wars,MicroFighters,2021,9.99,4.74,1.0,101.0,01/01/2021,31/12/2022
75297-1,Star Wars,The Force Awakens,2021,19.99,19.81,2.0,60.0,01/03/2021,31/12/2022
75298-1,Star Wars,MicroFighters,2021,19.99,10.67,2.0,205.0,01/03/2021,31/12/2022
75299-1,Star Wars,The Mandalorian,2021,29.99,19.7,3.0,276.0,01/01/2021,31/12/2022
75300-1,Star Wars,Episode IV,2021,39.99,32.5,3.0,432.0,01/01/2021,31/12/2023
75301-1,Star Wars,Episode IV,2021,49.99,33.87,4.0,474.0,01/01/2021,31/12/2022
75302-1,Star Wars,Episode VI,2021,69.99,45.0,3.0,660.0,01/03/2021,31/12/2022
75304-1,Star Wars,Helmet Collection,2021,69.99,46.27,,834.0,26/04/2021,31/12/2023
75305-1,Star Wars,Helmet Collection,2021,49.99,37.53,,471.0,26/04/2021,31/12/2022
75306-1,Star Wars,Episode V,2021,59.99,33.31,,683.0,26/04/2021,31/12/2022
75308-1,Star Wars,Miscellaneous,2021,199.99,175.52,1.0,2314.0,01/07/2021,31/12/2023
75309-1,Star Wars,Ultimate Collector Series,2021,349.99,369.33,2.0,3292.0,01/08/2021,31/12/2023
75313-1,Star Wars,Ultimate Collector Series,2021,799.99,699.99,,6785.0,26/11/2021,31/12/2023
75314-1,Star Wars,The Bad Batch,2021,99.99,64.99,6.0,969.0,01/08/2021,31/12/2022
75315-1,Star Wars,The Mandalorian,2021,159.99,89.99,6.0,1336.0,01/08/2021,31/12/2022
75316-1,Star Wars,The Clone Wars,2021,59.99,27.96,3.0,544.0,01/08/2021,31/12/2022
75546-1,Minions: The Rise of Gru,,2021,19.99,15.0,2.0,87.0,26/04/2021,31/12/2022
76171-1,Marvel Super Heroes,Spider-Man,2021,9.99,9.0,1.0,125.0,01/01/2021,31/12/2021
76173-1,Marvel Super Heroes,Spider-Man,2021,19.99,16.5,3.0,212.0,01/01/2021,31/12/2021
76174-1,Marvel Super Heroes,Spider-Man,2021,39.99,30.0,4.0,439.0,01/01/2021,31/12/2021
76178-1,Marvel Super Heroes,Spider-Man,2021,299.99,328.4,25.0,3772.0,01/06/2021,31/12/2023
76182-1,DC Comics Super Heroes,Batman,2021,59.99,41.0,,410.0,26/04/2021,31/12/2022
76187-1,Marvel Super Heroes,Spider-Man,2021,59.99,45.09,,565.0,26/04/2021,31/12/2023
76188-1,DC Comics Super Heroes,Batman Classic TV Series,2021,29.99,29.45,2.0,345.0,26/04/2021,31/12/2022
76191-1,Marvel Super Heroes,Avengers: Infinity War,2021,69.99,49.44,,590.0,01/06/2021,31/12/2023
76193-1,Marvel Super Heroes,Avengers: Endgame,2021,149.99,146.5,6.0,1901.0,01/06/2021,31/12/2023
76199-1,Marvel Super Heroes,Spider-Man,2021,59.99,45.78,,546.0,01/05/2021,31/12/2022
76200-1,Marvel Super Heroes,Avengers: Endgame,2021,29.99,26.74,3.0,265.0,01/08/2021,31/12/2022
76201-1,Marvel Super Heroes,What If...?,2021,29.99,25.0,3.0,343.0,01/08/2021,31/12/2022
76237-1,Marvel Super Heroes,Avengers: Endgame,2021,39.99,29.99,3.0,322.0,01/10/2021,31/12/2022
76239-1,DC Comics Super Heroes,The Dark Knight Trilogy,2021,39.99,34.99,2.0,422.0,01/10/2021,31/12/2022
76382-1,Harry Potter,Hogwarts Moments,2021,29.99,18.5,3.0,241.0,01/01/2021,31/12/2022
76383-1,Harry Potter,Hogwarts Moments,2021,29.99,17.85,3.0,271.0,01/01/2021,31/12/2022
76384-1,Harry Potter,Hogwarts Moments,2021,29.99,27.79,3.0,233.0,01/01/2021,31/12/2021
76385-1,Harry Potter,Hogwarts Moments,2021,29.99,24.55,3.0,256.0,01/01/2021,31/12/2022
76386-1,Harry Potter,Chamber of Secrets,2021,19.99,20.38,4.0,217.0,01/06/2021,31/12/2022
76387-1,Harry Potter,Philosopher's Stone,2021,39.99,22.09,4.0,397.0,01/06/2021,31/12/2022
76388-1,Harry Potter,Prisoner of Azkaban,2021,79.99,53.99,7.0,851.0,01/09/2021,31/12/2024
76389-1,Harry Potter,Chamber of Secrets,2021,129.99,80.0,11.0,1176.0,01/06/2021,31/12/2024
76392-1,Harry Potter,Philosopher's Stone,2021,59.99,48.0,4.0,876.0,01/06/2021,31/12/2023
76393-1,Harry Potter,General,2021,119.99,106.18,,1673.0,01/06/2021,31/12/2023
76901-1,Speed Champions,Toyota,2021,19.99,20.07,1.0,299.0,01/06/2021,31/12/2022
80018-1,Monkie Kid,Season 2,2021,24.99,15.0,3.0,203.0,01/03/2021,31/12/2021
80024-1,Monkie Kid,Season 2,2021,169.99,125.0,8.0,1949.0,01/10/2021,31/12/2022
80106-1,Seasonal,Chinese Traditional Festivals,2021,79.99,54.87,7.0,1067.0,01/01/2021,31/12/2021
80107-1,Seasonal,Chinese Traditional Festivals,2021,119.99,127.02,8.0,1793.0,01/01/2021,31/12/2021
3595-1,Duplo,Bob the Builder,2009,19.99,22.99,1.0,28.0,,
3596-1,Duplo,Bob the Builder,2009,29.99,20.0,1.0,39.0,01/03/2009,31/12/2009
3597-1,Duplo,Bob the Builder,2009,39.99,3.65,3.0,51.0,01/03/2009,31/12/2009
3833-1,SpongeBob SquarePants,,2009,24.99,40.45,3.0,209.0,01/01/2009,31/07/2012
3834-1,SpongeBob SquarePants,,2009,39.99,50.54,3.0,425.0,01/01/2009,31/12/2011
3835-1,Games,,2009,4.99,11.26,,118.0,01/08/2009,31/07/2011
3838-1,Games,,2009,14.99,4.08,4.0,131.0,01/08/2009,31/12/2011
3841-1,Games,,2009,24.99,20.0,12.0,211.0,01/08/2009,31/12/2013
